,lat,lng,name,osm_accuracy,population,district,subject,density,ivl_per_100k,ivl_number,ekmo_per_100k,ekmo_number,life_quality_place_rating,ecology,cleanness,public_services,neighbourhood,children_places,sport_and_outdoor,shops_and_malls,public_transport,security,life_costs
82,56.7683407,62.052077399999995,Богданович,0.603451643452326,31752,Уральский,Свердловская область,"22,2",35,1510,"0,05",2.0,,,,,,,,,,,
83,53.773571,38.126965000000006,Богородицк,0.59086888056666,31897,Центральный,Тульская область,"58,05","20,3",297,н. д.,,,,,,,,,,,,
84,56.211464,89.531639,Боготол,0.6008071512139229,21029,Сибирский,Красноярский край,"1,23","24,6",706,"0,03",1.0,,,,,,,,,,,
85,49.93244979999999,40.554475399999994,Богучар,0.594560839740484,11811,Центральный,Воронежская область,"44,54",15,348,н. д.,,,,,,,,,,,,
86,57.8500317,114.20382839999999,Бодайбо,0.602269360264941,15331,Сибирский,Иркутская область,"3,13","26,5",633,н. д.,,,,,,,,,,,,
87,59.472902100000006,33.848995200000005,Бокситогорск,0.60172244801276,16593,Северо-Западный,Ленинградская область,"21,62",,,,,,,,,,,,,,,
88,54.9609,49.0334,Болгар,0.785388247880598,8650,Приволжский,Татарстан,"57,27","28,2",1100,н. д.,,,,,,,,,,,,
89,57.885204,34.049603000000005,Бологое,0.6040445621341971,23499,Центральный,Тверская область,"15,27","9,4",118,0,0.0,,,,,,,,,,,
90,55.671566000000006,84.38855,Болотное,0.5963385957600611,16969,Сибирский,Новосибирская область,"15,65","20,4",570,"0,18",5.0,,,,,,,,,,,
91,53.44899399999999,36.002232,Болхов,0.5956196395808051,11421,Центральный,Орловская область,"30,25","21,8",160,н. д.,,,,,,,,,,,,
92,56.3548,44.0593,Бор,0.5046028984002511,65585,Приволжский,Нижегородская область,"43,25",н. д.,"0,03",1,,101.0,55.0,124.0,123.0,151.0,38.0,108.0,207.0,158.0,102.0,128.0
93,50.38518079999999,116.5330685,Борзя,0.5988683861101409,31376,Сибирский,Забайкальский край,"2,49","22,8",242,н. д.,,,,,,,,,,,,
94,51.368015,42.075169,Борисоглебск,0.604409732125682,65585,Центральный,Воронежская область,"44,54",15,348,н. д.,,,,,,,,,,,,
95,58.389008999999994,33.906827500000006,Боровичи,0.60201754214395,54731,Северо-Западный,Новгородская область,"10,97",,,,,,,,,,,,,,,
96,55.8997187,94.8930452,Бородино,0.5990231026323449,17423,Сибирский,Красноярский край,"1,23","24,6",706,"0,03",1.0,,,,,,,,,,,
97,56.1517085,101.6334907,Братск,0.625251261504111,246348,Сибирский,Иркутская область,"3,13","26,5",633,н. д.,,161.0,244.0,67.0,24.0,116.0,146.0,185.0,59.0,73.0,140.0,142.0
98,55.421993799999996,38.259061200000005,Бронницы,0.6120118905961159,21102,Центральный,Московская область,"169,08",н. д.,"0,01",1,,,,,,,,,,,,
99,53.24237779999999,34.36682879999999,Брянск,0.659014203478658,415640,Центральный,Брянская область,"34,7",н. д.,"0,08",1,,184.0,143.0,212.0,190.0,189.0,133.0,134.0,93.0,203.0,214.0,133.0
100,54.5384152,52.795595299999995,Бугульма,0.606282353725223,89144,Приволжский,Татарстан,"57,27","28,2",1100,н. д.,,162.0,51.0,130.0,218.0,15.0,207.0,156.0,105.0,250.0,108.0,178.0
101,53.6208,52.417,Бугуруслан,0.596107589494971,52249,Приволжский,Оренбургская область,"15,95","27,7",542,"0,05",1.0,,,,,,,,,,,
102,44.780533,44.163357,Будённовск,0.600785702666857,62073,Северо-Кавказский,Ставропольский край,"42,12",,,,,,,,,,,,,,,
103,52.788502,52.253899,Бузулук,0.601996510784124,82816,Приволжский,Оренбургская область,"15,95","27,7",542,"0,05",1.0,199.0,121.0,174.0,170.0,98.0,226.0,214.0,209.0,238.0,112.0,171.0
104,54.972286600000004,48.2928964,Буинск,0.5940843595986629,20342,Приволжский,Татарстан,"57,27","28,2",1100,н. д.,,,,,,,,,,,,
105,58.4781,41.5166,Буй,0.557384640197825,24011,Центральный,Костромская область,"10,7","19,1",121,н. д.,,,,,,,,,,,,
106,50.828491,40.587322,Бутурлиновка,0.49626260715515397,27208,Центральный,Воронежская область,"44,54",15,348,н. д.,,,,,,,,,,,,
107,57.979141399999996,33.2537994,Валдай,0.594821342104523,16099,Северо-Западный,Новгородская область,"10,97",,,,,,,,,,,,,,,
108,50.211296000000004,38.100227000000004,Валуйки,0.5991994472429871,35322,Центральный,Белгородская область,"57,19","16,8",260,н. д.,,,,,,,,,,,,
109,55.6045223,31.1949976,Велиж,0.596958022073212,7620,Центральный,Смоленская область,"19,06",н. д.,"0,11",1,,,,,,,,,,,,
110,56.342361,30.527921999999997,Великие Луки,0.758345464804485,98778,Северо-Западный,Псковская область,"11,51","30,3",190,"0,16",1.0,227.0,133.0,185.0,192.0,232.0,239.0,221.0,245.0,221.0,231.0,243.0
111,60.76128520000001,46.301466600000005,Великий Устюг,0.7087143538776091,31664,Северо-Западный,Вологодская область,"8,08","22,1",257,н. д.,,,,,,,,,,,,
112,61.0756446,42.09795820000001,Вельск,0.597231336930754,23885,Северо-Западный,Архангельская область,"2,71","38,4",419,"0,18",2.0,,,,,,,,,,,
113,58.0721045,54.66748470000001,Верещагино,0.5909695871239891,22760,Приволжский,Пермский край,"16,33",20,520,"0,04",1.0,,,,,,,,,,,
114,55.343238,36.185145,Верея,0.607506299750977,5368,Центральный,Московская область,"169,08",н. д.,"0,01",1,,,,,,,,,,,,
115,53.878002,59.211380000000005,Верхнеуральск,0.603881567263997,9459,Уральский,Челябинская область,"39,74","24,5",849,"0,06",2.0,,,,,,,,,,,
116,57.37480479999999,59.9320354,Верхний Тагил,0.69134095326352,11843,Уральский,Свердловская область,"22,2",35,1510,"0,05",2.0,,,,,,,,,,,
117,56.052029000000005,60.226448,Верхний Уфалей,0.690807151213923,30504,Уральский,Челябинская область,"39,74","24,5",849,"0,06",2.0,,,,,,,,,,,
118,58.043597999999996,60.554832,Верхняя Салда,0.693840751103981,46240,Уральский,Свердловская область,"22,2",35,1510,"0,05",2.0,,,,,,,,,,,
119,58.3605,59.81823000000001,Верхняя Тура,0.6920805931974,9468,Уральский,Свердловская область,"22,2",35,1510,"0,05",2.0,,,,,,,,,,,
120,58.861702,60.809338000000004,Верхотурье,0.609530938206308,8815,Уральский,Свердловская область,"22,2",35,1510,"0,05",2.0,,,,,,,,,,,
121,58.663726399999994,37.2626496,Весьегонск,0.593483532074075,7330,Центральный,Тверская область,"15,27","9,4",118,0,0.0,,,,,,,,,,,
122,63.754082,121.626549,Вилюйск,0.604893283996417,10233,Дальневосточный,Якутия,"0,31",,,,,,,,,,,,,,,
123,56.124722,101.171951,Вихоревка,0.5983126348298741,22528,Сибирский,Иркутская область,"3,13","26,5",633,н. д.,,,,,,,,,,,,
124,57.20439895,41.9132782222458,Вичуга,0.581942947535096,37609,Центральный,Ивановская область,"42,45","17,9",178,н. д.,,,,,,,,,,,,
125,43.1150678,131.8855768,Владивосток,0.714840167312577,592069,Дальневосточный,Приморский край,"11,53",,,,,104.0,150.0,125.0,85.0,198.0,75.0,94.0,175.0,72.0,154.0,76.0
126,43.024592999999996,44.682109999999994,Владикавказ,0.658553789525574,311635,Северо-Кавказский,Северная Осетия — Алания,"87,72",,,,,102.0,163.0,144.0,155.0,86.0,153.0,69.0,97.0,68.0,38.0,151.0
127,56.1288899,40.407520299999995,Владимир,0.6808850789897131,61544,Центральный,Владимирская область,"47,53","31,4",426,"0,07",1.0,57.0,91.0,49.0,38.0,139.0,57.0,135.0,149.0,102.0,83.0,25.0
128,48.64820995,44.3857637990291,Волгоград,0.6991622008788249,1021244,Южный,Волгоградская область,"22,14",,,,,245.0,239.0,246.0,238.0,236.0,173.0,197.0,169.0,230.0,247.0,233.0
129,47.5414072,42.228104828647496,Волгодонск,0.603250952418196,170621,Южный,Ростовская область,"41,87","15,3",643,"0,05",2.0,65.0,123.0,57.0,76.0,77.0,25.0,52.0,30.0,101.0,107.0,150.0
130,57.440105,41.157181,Волгореченск,0.586483354941348,17108,Центральный,Костромская область,"10,7","19,1",121,н. д.,,,,,,,,,,,,
131,55.88183660000001,48.3462942305733,Волжск,0.582558907083044,314436,Приволжский,Марий Эл,"29,41","20,9",124,0,0.0,,,,,,,,,,,
132,48.782102,44.7779843,Волжский,0.610381308736396,314436,Южный,Волгоградская область,"22,14",,,,,157.0,218.0,92.0,94.0,135.0,129.0,126.0,15.0,162.0,173.0,149.0
133,59.218876,39.893276,Вологда,0.653284953368342,301642,Северо-Западный,Вологодская область,"8,08","22,1",257,н. д.,,96.0,87.0,157.0,86.0,73.0,73.0,122.0,152.0,177.0,113.0,45.0
134,56.036012899999996,35.95833579999999,Волоколамск,0.632097253899569,23386,Центральный,Московская область,"169,08",н. д.,"0,01",1,,,,,,,,,,,,
135,59.9275868,32.327680300000004,Волхов,0.6128289314868349,47344,Северо-Западный,Ленинградская область,"21,62",,,,,,,,,,,,,,,
136,50.2805047,36.9452503,Волчанск,0.493287070859554,10008,Уральский,Свердловская область,"22,2",35,1510,"0,05",2.0,,,,,,,,,,,
137,52.042755,47.386032,Вольск,0.604288249038967,66520,Приволжский,Саратовская область,"24,58","22,1",536,н. д.,,207.0,180.0,195.0,197.0,69.0,203.0,231.0,246.0,189.0,54.0,230.0
138,67.494957,64.0401,Воркута,0.6238802997379771,70551,Северо-Западный,Коми,"2,02",н. д.,"0,12",1,,,,,,,,,,,,
139,51.6605982,39.20058579999999,Воронеж,0.696479374942082,19738,Центральный,Воронежская область,"44,54",15,348,н. д.,,130.0,128.0,187.0,171.0,202.0,90.0,124.0,102.0,113.0,152.0,49.0
140,55.322518,38.6816824,Воскресенск,0.622764144652578,17842,Центральный,Московская область,"169,08",н. д.,"0,01",1,,230.0,230.0,215.0,229.0,245.0,97.0,187.0,177.0,213.0,219.0,231.0
141,57.052505000000004,53.990612,Воткинск,0.6012771405923771,100034,Приволжский,Удмуртия,"35,94","20,2",303,н. д.,,189.0,89.0,217.0,198.0,100.0,218.0,224.0,221.0,202.0,125.0,92.0
142,63.844337,57.300171,Вуктыл,0.588401198856501,12357,Северо-Западный,Коми,"2,02",н. д.,"0,12",1,,,,,,,,,,,,
143,60.709217,28.744051000000002,Выборг,0.6910472603069089,80013,Северо-Западный,Ленинградская область,"21,62",,,,,181.0,85.0,209.0,243.0,141.0,136.0,58.0,183.0,243.0,105.0,223.0
144,55.318774,42.1800408,Выкса,0.5966376152649979,56196,Приволжский,Нижегородская область,"43,25",н. д.,"0,03",1,,,,,,,,,,,,
145,61.006355000000006,36.451122,Вытегра,0.5953390667167161,10490,Северо-Западный,Вологодская область,"8,08","22,1",257,н. д.,,,,,,,,,,,,
146,57.588303,34.5714,Вышний Волочёк,0.58672863886048,46211,Центральный,Тверская область,"15,27","9,4",118,0,0.0,,,,,,,,,,,
147,47.533455,134.757874,Вяземский,0.5933142454086451,14556,Дальневосточный,Хабаровский край,"1,68",н. д.,"0,08",1,,,,,,,,,,,,
148,56.24514,42.137577,Вязники,0.600506190172488,41252,Центральный,Владимирская область,"47,53","31,4",426,"0,07",1.0,,,,,,,,,,,
149,55.210356299999994,34.2995187,Вязьма,0.620687137820104,57103,Центральный,Смоленская область,"19,06",н. д.,"0,11",1,,,,,,,,,,,,
150,56.2229946,51.074903799999994,Вятские Поляны,0.6872540585529,35159,Приволжский,Кировская область,"10,62","39,6",500,"0,08",1.0,,,,,,,,,,,
151,56.558550100000005,40.1205669,Гаврилов Посад,0.6771292899301191,6434,Центральный,Ивановская область,"42,45","17,9",178,н. д.,,,,,,,,,,,,
152,57.303282700000004,39.8537697,Гаврилов-Ям,0.6753364185318901,17792,Центральный,Ярославская область,"34,77","31,5",395,н. д.,,,,,,,,,,,,
153,55.553383,34.996864,Гагарин,0.604893283996417,31721,Центральный,Смоленская область,"19,06",н. д.,"0,11",1,,,,,,,,,,,,
154,58.3781,42.3499,Галич,0.6132509524181949,17346,Центральный,Костромская область,"10,7","19,1",121,н. д.,,,,,,,,,,,,
155,59.57062729999999,30.1305083,Гатчина,0.643869640553369,92566,Северо-Западный,Ленинградская область,"21,62",,,,,70.0,67.0,131.0,111.0,76.0,86.0,48.0,155.0,99.0,94.0,37.0
156,58.743066000000006,27.8156854,Гдов,0.603574785150379,4379,Северо-Западный,Псковская область,"11,51","30,3",190,"0,16",1.0,,,,,,,,,,,
157,44.56094470000001,38.076683200000005,Геленджик,0.616377222974422,54813,Южный,Краснодарский край,"73,73","17,6",1000,"0,07",4.0,5.0,3.0,4.0,25.0,75.0,101.0,21.0,163.0,33.0,2.0,156.0
158,44.1478944,43.4741718,Георгиевск,0.59952873956348,72126,Северо-Кавказский,Ставропольский край,"42,12",,,,,188.0,45.0,132.0,117.0,43.0,228.0,211.0,227.0,201.0,222.0,246.0
159,58.1401196,52.64643879999999,Глазов,0.605730476938202,95835,Приволжский,Удмуртия,"35,94","20,2",303,н. д.,,40.0,69.0,54.0,39.0,48.0,24.0,18.0,14.0,141.0,40.0,114.0
160,55.614960200000006,36.9887625,Голицыно,0.602790699859483,17447,Центральный,Московская область,"169,08",н. д.,"0,01",1,,,,,,,,,,,,
161,51.957775,85.96365300000001,Горно-Алтайск,0.715077933807857,62861,Сибирский,Алтай,"2,35",,,,,47.0,16.0,44.0,77.0,110.0,201.0,170.0,247.0,12.0,14.0,215.0
162,58.374001,58.325058,Горнозаводск,0.588689017844055,12334,Приволжский,Пермский край,"16,33",20,520,"0,04",1.0,,,,,,,,,,,
163,51.0004641,81.4638583,Горняк,0.591719686435913,13040,Сибирский,Алтайский край,"13,9","34,6",802,"0,04",1.0,,,,,,,,,,,
164,46.082851,41.934269,Городовиковск,0.5831480561285199,9565,Южный,Калмыкия,"3,62",,,,,,,,,,,,,,,
165,56.20656999999999,42.679035,Гороховец,0.602478425592182,14015,Центральный,Владимирская область,"47,53","31,4",426,"0,07",1.0,,,,,,,,,,,
166,44.634265299999996,39.1363613,Горячий Ключ,0.6876390499900639,30093,Южный,Краснодарский край,"73,73","17,6",1000,"0,07",4.0,,,,,,,,,,,
167,58.566596999999994,57.833389000000004,Гремячинск,0.5885060158875,11005,Приволжский,Пермский край,"16,33",20,520,"0,04",1.0,,,,,,,,,,,
168,43.319703100000005,45.693430799999994,Грозный,0.6805919537374139,271596,Северо-Кавказский,Чечня,"95,8",,,,,2.0,47.0,3.0,48.0,1.0,118.0,17.0,49.0,8.0,1.0,93.0
169,52.49612,39.955162,Грязи,0.588715116679665,46798,Центральный,Липецкая область,"47,73","35,1",400,н. д.,,,,,,,,,,,,
170,58.8841803,40.2512646,Грязовец,0.6021645610569449,15528,Северо-Западный,Вологодская область,"8,08","22,1",257,н. д.,,,,,,,,,,,,
171,58.842406999999994,57.555057999999995,Губаха,0.590843678194862,27544,Приволжский,Пермский край,"16,33",20,520,"0,04",1.0,,,,,,,,,,,
172,51.283714,37.534659999999995,Губкин,0.5904136535530071,88562,Центральный,Белгородская область,"57,19","16,8",260,н. д.,,12.0,178.0,1.0,7.0,29.0,9.0,14.0,10.0,6.0,13.0,124.0
173,64.4337824,76.48980859999999,Губкинский,0.5920171885391011,23340,Уральский,Ямало-Ненецкий АО,"0,72",,,,,,,,,,,,,,,
174,43.3486103,46.095945,Гудермес,0.598513283078841,45643,Северо-Кавказский,Чечня,"95,8",,,,,,,,,,,,,,,
175,48.053030299999996,39.9441925,Гуково,0.5951277956683381,67268,Южный,Ростовская область,"41,87","15,3",643,"0,05",2.0,250.0,236.0,247.0,244.0,186.0,249.0,250.0,243.0,249.0,249.0,250.0
176,45.3565119,40.6962256,Гулькевичи,0.59698084466165,35225,Южный,Краснодарский край,"73,73","17,6",1000,"0,07",4.0,,,,,,,,,,,
177,54.7745571,20.6037041,Гурьевск,0.598245606656467,12433,Северо-Западный,Калининградская область,"65,87","18,8",190,"0,2",2.0,,,,,,,,,,,
178,54.7745571,20.6037041,Гурьевск,0.598245606656467,12433,Сибирский,Кемеровская область,"28,22","27,3",726,"0,08",2.0,,,,,,,,,,,
179,51.289516,106.52700800000001,Гусиноозёрск,0.597819393642874,23280,Сибирский,Бурятия,"2,8","24,9",246,"0,1",1.0,,,,,,,,,,,
180,55.6149968,40.670866499999995,Гусь-Хрустальный,0.694003853810806,60773,Центральный,Владимирская область,"47,53","31,4",426,"0,07",1.0,,,,,,,,,,,
181,54.218571,55.026661,Давлеканово,0.5995068413932829,24040,Приволжский,Башкортостан,"28,3","25,5",1031,н. д.,,,,,,,,,,,,
182,56.25865600000001,62.939163,Далматово,0.5951513060250501,13913,Уральский,Курганская область,"11,91",,,,,,,,,,,,,,,
183,44.559457,135.57592409999998,Дальнегорск,0.6009784714058829,37503,Дальневосточный,Приморский край,"11,53",,,,,,,,,,,,,,,
184,45.9337195,133.7349056,Дальнереченск,0.6025826929142459,27601,Дальневосточный,Приморский край,"11,53",,,,,,,,,,,,,,,
185,58.188807999999995,40.175114,Данилов,0.590641687356554,15861,Центральный,Ярославская область,"34,77","31,5",395,н. д.,,,,,,,,,,,,
186,53.2533095,39.1591798,Данков,0.590768009186741,21056,Центральный,Липецкая область,"47,73","35,1",400,н. д.,,,,,,,,,,,,
187,56.698341000000006,60.08680699999999,Дегтярск,0.602790699859483,15521,Уральский,Свердловская область,"22,2",35,1510,"0,05",2.0,,,,,,,,,,,
188,55.26437779999999,31.5178326,Демидов,0.598779801977935,7333,Центральный,Смоленская область,"19,06",н. д.,"0,11",1,,,,,,,,,,,,
189,42.057858,48.288764799999996,Дербент,0.630276506570897,119961,Северо-Кавказский,Дагестан,"60,91",,,,,244.0,219.0,249.0,250.0,4.0,250.0,206.0,179.0,204.0,84.0,239.0
190,54.142923200000006,33.284404867503,Десногорск,0.5905151060851701,29677,Центральный,Смоленская область,"19,06",н. д.,"0,11",1,,,,,,,,,,,,
191,56.2382157,43.461740500000005,Дзержинск,0.611545248185286,47125,Приволжский,Нижегородская область,"43,25",н. д.,"0,03",1,,200.0,195.0,169.0,196.0,171.0,149.0,167.0,53.0,186.0,204.0,177.0
192,55.959644,92.37541999999999,Дивногорск,0.604064906217356,28271,Сибирский,Красноярский край,"1,23","24,6",706,"0,03",1.0,,,,,,,,,,,
193,54.2188995,49.6038982,Димитровград,0.604792856404745,122549,Приволжский,Ульяновская область,"33,42",,,,,122.0,25.0,91.0,181.0,95.0,167.0,136.0,170.0,200.0,134.0,228.0
194,56.345069499999994,37.5200723,Дмитров,0.6150470362378989,61454,Центральный,Московская область,"169,08",н. д.,"0,01",1,,44.0,28.0,86.0,95.0,53.0,21.0,10.0,103.0,154.0,155.0,68.0
195,57.8288277,29.961135700000003,Дно,0.5941560668776921,9061,Северо-Западный,Псковская область,"11,51","30,3",190,"0,16",1.0,,,,,,,,,,,
196,58.465281000000004,56.4192325338404,Добрянка,0.594346879412062,35720,Приволжский,Пермский край,"16,33",20,520,"0,04",1.0,,,,,,,,,,,
197,47.3241456,142.79793610000002,Долинск,0.59799921112819,12200,Дальневосточный,Сахалинская область,"5,63",,,,,,,,,,,,,,,
198,55.4368213,37.7680693,Домодедово,0.613548145105619,96123,Центральный,Московская область,"169,08",н. д.,"0,01",1,,69.0,63.0,68.0,87.0,176.0,47.0,57.0,92.0,74.0,165.0,84.0
199,48.0158753,37.8013407,Донецк,0.6151275531028331,50085,Южный,Ростовская область,"41,87","15,3",643,"0,05",2.0,,,,,,,,,,,
200,53.965651,38.3183367,Донской,0.589234785857705,64561,Центральный,Тульская область,"58,05","20,3",297,н. д.,,248.0,222.0,188.0,216.0,249.0,223.0,248.0,242.0,234.0,245.0,248.0
201,54.914823600000005,33.298905100000006,Дорогобуж,0.6179721746548671,10720,Центральный,Смоленская область,"19,06",н. д.,"0,11",1,,,,,,,,,,,,
202,56.74177675,37.175532969607794,Дубна,0.627376019174255,70569,Центральный,Московская область,"169,08",н. д.,"0,01",1,,3.0,1.0,37.0,59.0,9.0,2.0,1.0,13.0,156.0,4.0,88.0
203,49.060520000000004,44.830776,Дубовка,0.591744533200762,14345,Южный,Волгоградская область,"22,14",,,,,,,,,,,,,,,
204,55.194692700000004,32.4021172794943,Духовщина,0.599747294400208,4370,Центральный,Смоленская область,"19,06",н. д.,"0,11",1,,,,,,,,,,,,
205,55.490616,54.86389499999999,Дюртюли,0.596407729137329,31272,Приволжский,Башкортостан,"28,3","25,5",1031,н. д.,,,,,,,,,,,,
206,53.6003804,34.3335523,Дятьково,0.590616391891651,29438,Центральный,Брянская область,"34,7",н. д.,"0,08",1,,,,,,,,,,,,
207,45.1907635,33.3679049,Евпатория,0.6301167680813771,105719,Южный,Крым,"73,38","34,3",656,н. д.,,,,,,,,,,,,
208,55.3829765,39.0356223,Егорьевск,0.621351436311116,70133,Центральный,Московская область,"169,08",н. д.,"0,01",1,,148.0,204.0,120.0,138.0,167.0,115.0,50.0,89.0,161.0,145.0,169.0
209,46.7110877,38.2747683,Ейск,0.617565036172246,87771,Южный,Краснодарский край,"73,73","17,6",1000,"0,07",4.0,41.0,13.0,46.0,30.0,169.0,171.0,73.0,95.0,100.0,17.0,166.0
210,56.839104000000006,60.60825,Екатеринбург,0.7348564503108621,1377738,Уральский,Свердловская область,"22,2",35,1510,"0,05",2.0,71.0,174.0,150.0,89.0,149.0,20.0,20.0,79.0,34.0,163.0,9.0
211,55.757713100000004,52.05399379999999,Елабуга,0.611310595334303,70750,Приволжский,Татарстан,"57,27","28,2",1100,н. д.,,125.0,176.0,69.0,200.0,145.0,151.0,37.0,191.0,214.0,39.0,184.0
212,52.6219865,38.500329799999996,Елец,0.584615563538129,108404,Центральный,Липецкая область,"47,73","35,1",400,н. д.,,186.0,97.0,197.0,187.0,229.0,199.0,205.0,128.0,191.0,101.0,191.0
213,54.576495400000006,33.1891698,Ельня,0.6105280089529289,10095,Центральный,Смоленская область,"19,06",н. д.,"0,11",1,,,,,,,,,,,,
214,54.75912099999999,61.313198,Еманжелинск,0.5990231026323449,30218,Уральский,Челябинская область,"39,74","24,5",849,"0,06",2.0,,,,,,,,,,,
215,62.598296999999995,50.887928,Емва,0.585857916004479,14574,Северо-Западный,Коми,"2,02",н. д.,"0,12",1,,,,,,,,,,,,
216,58.45322120000001,92.17481690000001,Енисейск,0.615471094601149,18769,Сибирский,Красноярский край,"1,23","24,6",706,"0,03",1.0,,,,,,,,,,,
217,51.34985,48.275078,Ершов,0.58842741983089,21447,Приволжский,Саратовская область,"24,58","22,1",536,н. д.,,,,,,,,,,,,
218,44.0468389,42.8565018,Ессентуки,0.604712396341918,100969,Северо-Кавказский,Ставропольский край,"42,12",,,,,81.0,24.0,118.0,137.0,68.0,176.0,103.0,137.0,96.0,92.0,157.0
219,44.1424034,43.0090751,Железноводск,0.594537103017921,24496,Северо-Кавказский,Ставропольский край,"42,12",,,,,,,,,,,,,,,
220,56.250938,93.53286,Железногорск,0.612616832398112,26134,Сибирский,Красноярский край,"1,23","24,6",706,"0,03",1.0,16.0,5.0,14.0,61.0,52.0,19.0,49.0,3.0,148.0,15.0,99.0
221,56.250938,93.53286,Железногорск,0.612616832398112,26134,Сибирский,Красноярский край,"1,23","24,6",706,"0,03",1.0,66.0,155.0,31.0,54.0,66.0,63.0,79.0,1.0,126.0,73.0,170.0
222,56.250938,93.53286,Железногорск,0.612616832398112,26134,Центральный,Курская область,"37,42","21,9",242,"0,09",1.0,16.0,5.0,14.0,61.0,52.0,19.0,49.0,3.0,148.0,15.0,99.0
223,56.250938,93.53286,Железногорск,0.612616832398112,26134,Центральный,Курская область,"37,42","21,9",242,"0,09",1.0,66.0,155.0,31.0,54.0,66.0,63.0,79.0,1.0,126.0,73.0,170.0
224,56.577915000000004,104.12294,Железногорск-Илимский,0.6227745252834611,26134,Сибирский,Иркутская область,"3,13","26,5",633,н. д.,,,,,,,,,,,,
225,51.843933,41.470366999999996,Жердевка,0.581644752348296,15211,Центральный,Тамбовская область,"30,13","31,2",314,н. д.,,,,,,,,,,,,
226,53.400512199999994,49.4955657,Жигулёвск,0.590616391891651,54300,Приволжский,Самарская область,"59,58","42,6",1353,"0,03",1.0,,,,,,,,,,,
227,53.748543000000005,34.735447,Жиздра,0.5920171885391011,5585,Центральный,Калужская область,"33,85","4,8",48,"0,1",1.0,,,,,,,,,,,
228,50.978778999999996,44.778908,Жирновск,0.5876358969737769,16890,Южный,Волгоградская область,"22,14",,,,,,,,,,,,,,,
229,53.76413670000001,31.495078499999998,Жуковка,0.46,18269,Центральный,Брянская область,"34,7",н. д.,"0,08",1,,,,,,,,,,,,
230,50.111154,129.4402341,Завитинск,0.594203825422795,11481,Дальневосточный,Амурская область,"2,2","42,5",336,н. д.,,,,,,,,,,,,
231,56.50929300000001,66.539261,Заводоуковск,0.592362468990463,25657,Уральский,Тюменская область,"9,26",,,,,,,,,,,,,,,
232,57.4909934,42.13964,Заволжск,0.588897499732059,12045,Центральный,Ивановская область,"42,45","17,9",178,н. д.,,,,,,,,,,,,
233,52.387798,38.92672,Задонск,0.5916699628354979,9695,Центральный,Липецкая область,"47,73","35,1",400,н. д.,,,,,,,,,,,,
234,55.2866509,52.0056047,Заинск,0.5944658379500021,41798,Приволжский,Татарстан,"57,27","28,2",1100,н. д.,,,,,,,,,,,,
235,55.965401,94.708107,Заозёрный,0.598424186714395,10286,Сибирский,Красноярский край,"1,23","24,6",706,"0,03",1.0,,,,,,,,,,,
236,56.258968,32.085865000000005,Западная Двина,0.680641687356554,9376,Центральный,Тверская область,"15,27","9,4",118,0,0.0,,,,,,,,,,,
237,54.7585694,38.8818137,Зарайск,0.6173194558259151,24648,Центральный,Московская область,"169,08",н. д.,"0,01",1,,,,,,,,,,,,
238,56.8149706,61.320593599999995,Заречный,0.6028114619952271,63579,Приволжский,Пензенская область,"30,83","30,7",400,"0,08",1.0,,,,,,,,,,,
239,56.8149706,61.320593599999995,Заречный,0.6028114619952271,63579,Уральский,Свердловская область,"22,2",35,1510,"0,05",2.0,,,,,,,,,,,
240,53.707915,84.9348606,Заринск,0.596843782189952,47035,Сибирский,Алтайский край,"13,9","34,6",802,"0,04",1.0,,,,,,,,,,,
241,55.7293613,36.858538200000005,Звенигород,0.625925473457402,16395,Центральный,Московская область,"169,08",н. д.,"0,01",1,,,,,,,,,,,,
242,48.020645,40.118561,Зверево,0.5933142454086451,22416,Южный,Ростовская область,"41,87","15,3",643,"0,05",2.0,,,,,,,,,,,
243,55.8477605,48.5097031,Зеленодольск,0.604003853810806,97651,Приволжский,Татарстан,"57,27","28,2",1100,н. д.,,37.0,10.0,39.0,84.0,187.0,50.0,27.0,130.0,10.0,115.0,115.0
244,44.403175,43.884163,Зеленокумск,0.589467215043441,35790,Северо-Кавказский,Ставропольский край,"42,12",,,,,,,,,,,,,,,
245,53.928402,102.052727,Зима,0.601954426522077,32522,Сибирский,Иркутская область,"3,13","26,5",633,н. д.,,,,,,,,,,,,
246,55.03463945,59.5292694311903,Златоуст,0.6119021390014711,174985,Уральский,Челябинская область,"39,74","24,5",849,"0,06",2.0,191.0,78.0,231.0,241.0,88.0,141.0,216.0,83.0,109.0,162.0,221.0
247,52.426113,31.7390793,Злынка,0.5890274436962241,5507,Центральный,Брянская область,"34,7",н. д.,"0,08",1,,,,,,,,,,,,
248,51.1544658,82.1979928,Змеиногорск,0.597548679886816,10569,Сибирский,Алтайский край,"13,9","34,6",802,"0,04",1.0,,,,,,,,,,,
249,54.6155775,21.227367,Знаменск,0.5905151060851701,29357,Южный,Астраханская область,"23,07","23,9",240,"0,3",3.0,,,,,,,,,,,
250,56.17007099999999,34.585182,Зубцов,0.612775975104337,6937,Центральный,Тверская область,"15,27","9,4",118,0,0.0,,,,,,,,,,,
251,58.4060241,51.1388605,Зуевка,0.589079344667183,11198,Приволжский,Кировская область,"10,62","39,6",500,"0,08",1.0,,,,,,,,,,,
