,city,first_1000,first_10000,first_100000,last_1000
531,Нижнекамск,49.0,62.0,-1.0,-1.0
532,Нижнеудинск,92.0,-1.0,-1.0,-1.0
533,Нижние Серги,86.0,-1.0,-1.0,128.0
534,Нижний Ломов,49.0,-1.0,-1.0,116.0
535,Нижний Новгород,30.0,41.0,55.0,-1.0
536,Нижний Тагил,62.0,77.0,-1.0,-1.0
537,Нижняя Тура,70.0,-1.0,-1.0,139.0
538,Николаевск,79.0,-1.0,-1.0,132.0
539,Николаевск-на-Амуре,100.0,-1.0,-1.0,175.0
540,Никольск,68.0,-1.0,-1.0,100.0
541,Новая Ляля,88.0,-1.0,-1.0,133.0
542,Новгород Великий,41.0,53.0,-1.0,167.0
543,Новоабзаково,-1.0,-1.0,-1.0,0.0
544,Новоалександровск,60.0,-1.0,-1.0,125.0
545,Новоалтайск,104.0,-1.0,-1.0,-1.0
546,Новоаннинский,57.0,-1.0,-1.0,112.0
547,Новозыбков,59.0,-1.0,-1.0,139.0
548,Новокузнецк,60.0,74.0,-1.0,-1.0
549,Новокуйбышевск,72.0,99.0,-1.0,-1.0
550,Новомихайловский,85.0,-1.0,-1.0,127.0
551,Новомичуринск,53.0,-1.0,-1.0,112.0
552,Новопавловск,72.0,-1.0,-1.0,144.0
553,Новоржев,-1.0,-1.0,-1.0,0.0
554,Новороссийск,52.0,65.0,-1.0,177.0
555,Новосибирск,46.0,57.0,75.0,-1.0
556,Новосиль,-1.0,-1.0,-1.0,0.0
557,Новосокольники,70.0,-1.0,-1.0,100.0
558,Новотроицк,83.0,-1.0,-1.0,-1.0
559,Новоузенск,88.0,-1.0,-1.0,149.0
560,Новоуральск,76.0,106.0,-1.0,-1.0
561,Новохопёрск,58.0,-1.0,-1.0,88.0
562,Новочебоксарск,61.0,79.0,-1.0,179.0
563,Новочеркасск,45.0,58.0,-1.0,161.0
564,Новошахтинск,48.0,62.0,-1.0,152.0
565,Новый Оскол,69.0,-1.0,-1.0,128.0
566,Новый Уренгой,52.0,67.0,-1.0,164.0
567,Ноглики,105.0,-1.0,-1.0,135.0
568,Норильск,64.0,83.0,-1.0,-1.0
569,Ноябрьск,58.0,74.0,-1.0,168.0
570,Нурлат,72.0,-1.0,-1.0,148.0
571,Нытва,106.0,-1.0,-1.0,174.0
572,Нюрба,-1.0,-1.0,-1.0,0.0
573,Нягань,78.0,-1.0,-1.0,178.0
574,Нязепетровск,94.0,-1.0,-1.0,138.0
575,Няндома,67.0,-1.0,-1.0,131.0
576,Облучье,-1.0,-1.0,-1.0,0.0
577,Обнинск,48.0,61.0,-1.0,150.0
578,Обоянь,54.0,-1.0,-1.0,104.0
579,Обь,-1.0,-1.0,-1.0,0.0
580,Ожерелье,98.0,-1.0,-1.0,137.0
581,Озеро-Карачинское,-1.0,-1.0,-1.0,0.0
582,Озёрск,-1.0,-1.0,-1.0,0.0
583,Озёры,50.0,-1.0,-1.0,119.0
584,Октябрьский,77.0,110.0,-1.0,-1.0
585,Окуловка,60.0,-1.0,-1.0,104.0
586,Оленегорск,71.0,-1.0,-1.0,137.0
587,Оленёк,-1.0,-1.0,-1.0,0.0
588,Олонец,59.0,-1.0,-1.0,96.0
589,Олёкминск,-1.0,-1.0,-1.0,0.0
590,Омолон,-1.0,-1.0,-1.0,0.0
591,Омск,47.0,59.0,77.0,-1.0
592,Омсукчан,-1.0,-1.0,-1.0,0.0
593,Онега,75.0,-1.0,-1.0,143.0
594,Опочка,55.0,-1.0,-1.0,101.0
595,Оренбург,47.0,59.0,81.0,-1.0
596,Орехово-Зуево,53.0,67.0,-1.0,161.0
597,Орск,55.0,70.0,-1.0,-1.0
598,Орёл,42.0,54.0,-1.0,174.0
599,Оса,81.0,-1.0,-1.0,146.0
600,Осташков,52.0,-1.0,-1.0,115.0
601,Остров,51.0,-1.0,-1.0,115.0
602,Острогожск,57.0,-1.0,-1.0,130.0
603,Отрадный,102.0,-1.0,-1.0,-1.0
604,Оха,110.0,-1.0,-1.0,-1.0
605,Охотск,-1.0,-1.0,-1.0,0.0
606,Очёр,73.0,-1.0,-1.0,127.0
607,Павелец,-1.0,-1.0,-1.0,0.0
608,Павлово,56.0,73.0,-1.0,142.0
609,Павловск,51.0,-1.0,-1.0,118.0
610,Павловская,74.0,-1.0,-1.0,-1.0
611,Павловский Посад,68.0,100.0,-1.0,173.0
612,Палласовка,73.0,-1.0,-1.0,126.0
613,Партизанск,122.0,-1.0,-1.0,-1.0
614,Певек,-1.0,-1.0,-1.0,0.0
615,Пенза,35.0,47.0,64.0,-1.0
616,Пено,-1.0,-1.0,-1.0,0.0
617,Первомайск,77.0,-1.0,-1.0,131.0
618,Первоуральск,79.0,108.0,-1.0,-1.0
619,Перевоз,102.0,-1.0,-1.0,132.0
620,Переславль-Залесский,44.0,68.0,-1.0,131.0
621,Пермь,44.0,55.0,72.0,-1.0
622,Пестово,88.0,-1.0,-1.0,148.0
623,Петров Вал,92.0,-1.0,-1.0,140.0
624,Петровск,50.0,-1.0,-1.0,124.0
625,Петровск-Забайкальский,131.0,-1.0,-1.0,-1.0
626,Петрозаводск,46.0,58.0,-1.0,174.0
627,Петропавловск-Камчатский,59.0,76.0,-1.0,-1.0
628,Петухово,-1.0,-1.0,-1.0,0.0
629,Петушки,65.0,-1.0,-1.0,116.0
630,Печора,68.0,-1.0,-1.0,152.0
631,Печоры,61.0,-1.0,-1.0,103.0
632,Пикалёво,51.0,-1.0,-1.0,115.0
633,Питкяранта,62.0,-1.0,-1.0,103.0
634,Пласт,85.0,-1.0,-1.0,141.0
635,Плёс,-1.0,-1.0,-1.0,0.0
636,Поворино,62.0,-1.0,-1.0,116.0
637,Подольск,90.0,148.0,-1.0,-1.0
638,Подпорожье,88.0,-1.0,-1.0,156.0
639,Покачи,99.0,-1.0,-1.0,158.0
640,Покров,65.0,-1.0,-1.0,120.0
641,Полевской,107.0,-1.0,-1.0,-1.0
642,Полярные Зори,86.0,-1.0,-1.0,142.0
643,Поронайск,-1.0,-1.0,-1.0,0.0
644,Порхов,56.0,-1.0,-1.0,99.0
645,Похвистнево,121.0,-1.0,-1.0,-1.0
646,Почеп,67.0,-1.0,-1.0,125.0
647,Починок,70.0,-1.0,-1.0,103.0
648,Пржевальское,-1.0,-1.0,-1.0,0.0
649,Приволжск,73.0,-1.0,-1.0,130.0
650,Приобье,97.0,-1.0,-1.0,115.0
651,Прокопьевск,94.0,143.0,-1.0,-1.0
652,Пролетарск,60.0,-1.0,-1.0,118.0
653,Протвино,50.0,-1.0,-1.0,127.0
654,Прохладный,67.0,96.0,-1.0,162.0
655,Пряжа,-1.0,-1.0,-1.0,0.0
656,Псебай,65.0,-1.0,-1.0,105.0
657,Псков,40.0,52.0,-1.0,165.0
658,Пугачёв,112.0,-1.0,-1.0,-1.0
659,Пудож,95.0,-1.0,-1.0,129.0
660,Пустошка,65.0,-1.0,-1.0,78.0
661,Пучеж,65.0,-1.0,-1.0,97.0
662,Пушкино,93.0,-1.0,-1.0,-1.0
663,Пущино,48.0,-1.0,-1.0,115.0
664,Пыталово,87.0,-1.0,-1.0,99.0
665,Пыть-Ях,73.0,-1.0,-1.0,155.0
666,Пятигорск,51.0,64.0,-1.0,165.0
667,Радужный,81.0,-1.0,-1.0,137.0
668,Рассказово,48.0,67.0,-1.0,131.0
669,Ревда,95.0,-1.0,-1.0,-1.0
670,Реж,69.0,-1.0,-1.0,153.0
671,Ржев,42.0,60.0,-1.0,140.0
672,Родники,64.0,-1.0,-1.0,132.0
673,Рославль,48.0,64.0,-1.0,135.0
674,Россошь,51.0,67.0,-1.0,140.0
675,Ростов Великий,51.0,-1.0,-1.0,122.0
676,Ростов-на-Дону,30.0,41.0,56.0,-1.0
677,Рошаль,72.0,-1.0,-1.0,138.0
678,Ртищево,63.0,-1.0,-1.0,144.0
679,Рубцовск,81.0,108.0,-1.0,-1.0
680,Рудня,66.0,-1.0,-1.0,102.0
681,Руза,52.0,-1.0,-1.0,105.0
682,Рузаевка,58.0,-1.0,-1.0,142.0
683,Рыбинск,45.0,57.0,-1.0,164.0
684,Рыбное,69.0,-1.0,-1.0,127.0
685,Ряжск,50.0,-1.0,-1.0,115.0
686,Рязань,35.0,46.0,63.0,-1.0
687,Саки,73.0,-1.0,-1.0,140.0
688,Саккырыр,-1.0,-1.0,-1.0,0.0
689,Салават,73.0,96.0,-1.0,-1.0
690,Салехард,57.0,-1.0,-1.0,142.0
691,Салми,-1.0,-1.0,-1.0,0.0
692,Сальск,51.0,67.0,-1.0,140.0
693,Самара,42.0,53.0,69.0,-1.0
694,Сандово,65.0,-1.0,-1.0,92.0
695,Санкт-Петербург,23.0,33.0,45.0,-1.0
696,Саранск,47.0,59.0,-1.0,177.0
697,Сарапул,52.0,66.0,-1.0,155.0
698,Саратов,37.0,48.0,63.0,-1.0
699,Саров,60.0,77.0,-1.0,163.0
700,Саскылах,-1.0,-1.0,-1.0,0.0
701,Сасово,60.0,-1.0,-1.0,127.0
702,Сатка,73.0,-1.0,-1.0,159.0
703,Сафоново,48.0,66.0,-1.0,131.0
704,Саяногорск,77.0,-1.0,-1.0,172.0
705,Саянск,83.0,-1.0,-1.0,177.0
706,Светлогорск (Красноярск.),-1.0,-1.0,-1.0,0.0
707,Светлоград,57.0,-1.0,-1.0,132.0
708,Свободный,103.0,-1.0,-1.0,-1.0
709,Себеж,61.0,-1.0,-1.0,87.0
710,Севастополь,49.0,61.0,-1.0,-1.0
711,Северо-Енисейский,-1.0,-1.0,-1.0,0.0
712,Северобайкальск,107.0,-1.0,-1.0,-1.0
713,Северодвинск,76.0,108.0,-1.0,-1.0
714,Североуральск,74.0,-1.0,-1.0,148.0
715,Севск,65.0,-1.0,-1.0,93.0
716,Сегежа,72.0,-1.0,-1.0,148.0
717,Сеймчан,-1.0,-1.0,-1.0,0.0
718,Семикаракорск,54.0,-1.0,-1.0,118.0
719,Семёнов,122.0,-1.0,-1.0,-1.0
720,Серафимович,62.0,-1.0,-1.0,99.0
721,Сергач,61.0,-1.0,-1.0,121.0
722,Сергиев Посад,47.0,61.0,-1.0,151.0
723,Сердобск,54.0,-1.0,-1.0,127.0
724,Серов,69.0,90.0,-1.0,-1.0
725,Серпухов,51.0,65.0,-1.0,160.0
726,Сибай,93.0,-1.0,-1.0,-1.0
727,Сим,87.0,-1.0,-1.0,137.0
728,Симеиз,-1.0,-1.0,-1.0,0.0
729,Симферополь (Крым),36.0,48.0,-1.0,178.0
730,Синяя Осока,-1.0,-1.0,-1.0,0.0
731,Сковородино,95.0,-1.0,-1.0,129.0
732,Скопин,46.0,-1.0,-1.0,123.0
733,Славгород,90.0,-1.0,-1.0,174.0
734,Славянка,117.0,-1.0,-1.0,-1.0
735,Славянск-на-Кубани,64.0,88.0,-1.0,160.0
736,Сланцы,61.0,-1.0,-1.0,134.0
737,Слюдянка,-1.0,-1.0,-1.0,0.0
738,Смоленск,37.0,49.0,-1.0,175.0
739,Снежинск,70.0,-1.0,-1.0,160.0
740,Советская Гавань,109.0,-1.0,-1.0,-1.0
741,Советский,76.0,-1.0,-1.0,149.0
742,Сокол,75.0,-1.0,-1.0,164.0
743,Соликамск,71.0,93.0,-1.0,-1.0
744,Солнечногорск,76.0,-1.0,-1.0,-1.0
745,Соль-Илецк,-1.0,-1.0,-1.0,0.0
746,Сольцы,59.0,-1.0,-1.0,98.0
747,Сонково,-1.0,-1.0,-1.0,0.0
748,Сорочинск,80.0,-1.0,-1.0,160.0
749,Сорск,-1.0,-1.0,-1.0,0.0
750,Сортавала,57.0,-1.0,-1.0,114.0
751,Сосенский,57.0,-1.0,-1.0,102.0
752,Сосновка,-1.0,-1.0,-1.0,0.0
753,Сосногорск,79.0,-1.0,-1.0,158.0
754,Сочи,38.0,50.0,-1.0,-1.0
755,Спас-Деменск,-1.0,-1.0,-1.0,0.0
756,Спас-Клепики,60.0,-1.0,-1.0,85.0
757,Спасск,58.0,-1.0,-1.0,90.0
758,Спасск-Дальний,123.0,-1.0,-1.0,-1.0
759,Среднеколымск,-1.0,-1.0,-1.0,0.0
760,Сретенск,-1.0,-1.0,-1.0,0.0
761,Ставрополь,38.0,50.0,-1.0,-1.0
762,Старая Русса,51.0,-1.0,-1.0,123.0
763,Старица,66.0,-1.0,-1.0,101.0
764,Стародуб,77.0,-1.0,-1.0,141.0
765,Староминская,65.0,-1.0,-1.0,146.0
766,Старый Оскол,41.0,53.0,-1.0,165.0
767,Стерлитамак,65.0,82.0,-1.0,-1.0
768,Стрежевой,90.0,-1.0,-1.0,-1.0
769,Струнино,77.0,-1.0,-1.0,131.0
770,Ступино,52.0,69.0,-1.0,143.0
771,Судак,83.0,-1.0,-1.0,140.0
772,Суджа,63.0,-1.0,-1.0,86.0
773,Судогда,62.0,-1.0,-1.0,104.0
774,Суздаль,56.0,-1.0,-1.0,100.0
775,Сунтар,-1.0,-1.0,-1.0,0.0
776,Суоярви,70.0,-1.0,-1.0,105.0
777,Сураж,78.0,-1.0,-1.0,123.0
778,Сургут,47.0,60.0,-1.0,-1.0
779,Суровикино,54.0,-1.0,-1.0,114.0
780,Сусуман,-1.0,-1.0,-1.0,0.0
781,Сухиничи,56.0,-1.0,-1.0,109.0
782,Сухой Лог,75.0,-1.0,-1.0,155.0
783,Сызрань,57.0,72.0,-1.0,-1.0
784,Сыктывкар,34.0,47.0,-1.0,171.0
785,Сысерть,72.0,-1.0,-1.0,136.0
786,Сычёвка,70.0,-1.0,-1.0,100.0
787,Сясьстрой,54.0,-1.0,-1.0,104.0
788,Тавда,72.0,-1.0,-1.0,150.0
789,Таганрог,42.0,54.0,-1.0,169.0
790,Тайга,98.0,-1.0,-1.0,172.0
791,Тайшет,85.0,-1.0,-1.0,172.0
792,Таксимо,-1.0,-1.0,-1.0,0.0
793,Талакан,-1.0,-1.0,-1.0,0.0
794,Талдом,67.0,-1.0,-1.0,116.0
795,Талица,78.0,-1.0,-1.0,136.0
796,Тамбов,38.0,50.0,-1.0,171.0
797,Тара,88.0,-1.0,-1.0,163.0
798,Таруса,55.0,-1.0,-1.0,97.0
799,Татарск,105.0,-1.0,-1.0,-1.0
800,Тверь,45.0,56.0,-1.0,-1.0
801,Тейково,72.0,-1.0,-1.0,156.0
802,Темников,57.0,-1.0,-1.0,90.0
803,Темрюк,65.0,-1.0,-1.0,146.0
804,Терек,-1.0,-1.0,-1.0,0.0
805,Тикси,-1.0,-1.0,-1.0,0.0
806,Тимашёвск,67.0,-1.0,-1.0,160.0
807,Тихвин,45.0,61.0,-1.0,138.0
808,Тихорецк,63.0,86.0,-1.0,158.0
809,Тобольск,64.0,81.0,-1.0,172.0
810,Тогучин,-1.0,-1.0,-1.0,0.0
811,Толька,-1.0,-1.0,-1.0,0.0
812,Тольятти,51.0,63.0,84.0,-1.0
813,Томмот,-1.0,-1.0,-1.0,0.0
814,Томск,52.0,65.0,-1.0,-1.0
815,Топки,-1.0,-1.0,-1.0,0.0
816,Торжок,60.0,-1.0,-1.0,140.0
817,Торопец,63.0,-1.0,-1.0,108.0
818,Тосно,97.0,-1.0,-1.0,-1.0
819,Тотьма,75.0,-1.0,-1.0,111.0
820,Троицк,80.0,-1.0,-1.0,-1.0
821,Трёхгорный,98.0,-1.0,-1.0,-1.0
822,Туапсе,58.0,75.0,-1.0,146.0
823,Туймазы,71.0,105.0,-1.0,177.0
824,Тула,35.0,46.0,64.0,-1.0
825,Тулун,77.0,-1.0,-1.0,174.0
826,Тура,-1.0,-1.0,-1.0,0.0
827,Туран,-1.0,-1.0,-1.0,0.0
828,Туринск,80.0,-1.0,-1.0,139.0
829,Туруханск,-1.0,-1.0,-1.0,0.0
830,Тутаев,62.0,-1.0,-1.0,142.0
831,Тында,86.0,-1.0,-1.0,178.0
832,Тюкалинск,92.0,-1.0,-1.0,134.0
833,Тюмень,46.0,58.0,80.0,-1.0
834,Уварово,56.0,-1.0,-1.0,122.0
835,Углич,47.0,-1.0,-1.0,126.0
836,Удачный,74.0,-1.0,-1.0,123.0
837,Удомля,66.0,-1.0,-1.0,134.0
838,Ужур,88.0,-1.0,-1.0,144.0
839,Узловая,44.0,61.0,-1.0,136.0
840,Улан-Удэ,58.0,74.0,-1.0,-1.0
841,Ульяновск,47.0,58.0,78.0,-1.0
842,Унеча,60.0,-1.0,-1.0,125.0
843,Урай,125.0,-1.0,-1.0,-1.0
844,Урень,82.0,-1.0,-1.0,129.0
845,Уржум,79.0,-1.0,-1.0,119.0
846,Урюпинск,50.0,-1.0,-1.0,130.0
847,Усинск,56.0,-1.0,-1.0,137.0
848,Усмань,77.0,-1.0,-1.0,141.0
849,Усолье-Сибирское,91.0,-1.0,-1.0,-1.0
850,Уссурийск,87.0,126.0,-1.0,-1.0
851,Усть-Илимск,123.0,-1.0,-1.0,-1.0
852,Усть-Катав,90.0,-1.0,-1.0,161.0
853,Усть-Качка,-1.0,-1.0,-1.0,0.0
854,Усть-Кокса,-1.0,-1.0,-1.0,0.0
855,Усть-Куйга,-1.0,-1.0,-1.0,0.0
856,Усть-Кут,75.0,-1.0,-1.0,174.0
857,Усть-Лабинск,68.0,-1.0,-1.0,157.0
858,Усть-Нера,-1.0,-1.0,-1.0,0.0
859,Усть-Цильма,-1.0,-1.0,-1.0,0.0
860,Устюжна,60.0,-1.0,-1.0,97.0
861,Уфа,43.0,54.0,70.0,-1.0
862,Ухта,47.0,61.0,-1.0,154.0
863,Учалы,79.0,-1.0,-1.0,162.0
864,Уяр,93.0,-1.0,-1.0,139.0
865,Фатеж,66.0,-1.0,-1.0,84.0
866,Феодосия,51.0,66.0,-1.0,143.0
867,Фокино (ЗАТО),103.0,-1.0,-1.0,-1.0
868,Фролово,69.0,-1.0,-1.0,153.0
869,Фурманов,65.0,-1.0,-1.0,144.0
870,Хабаровск,51.0,64.0,92.0,-1.0
871,Хадыженск,77.0,-1.0,-1.0,144.0
872,Хандыга,-1.0,-1.0,-1.0,0.0
873,Ханты-Мансийск,57.0,75.0,-1.0,166.0
874,Харабали,59.0,-1.0,-1.0,114.0
875,Харовск,85.0,-1.0,-1.0,122.0
876,Хасавюрт,84.0,132.0,-1.0,-1.0
877,Хатанга,-1.0,-1.0,-1.0,0.0
878,Хвалынск,74.0,-1.0,-1.0,120.0
879,Хилок,-1.0,-1.0,-1.0,0.0
880,Химки,47.0,60.0,-1.0,169.0
881,Холм,-1.0,-1.0,-1.0,0.0
882,Хонуу,-1.0,-1.0,-1.0,0.0
883,Хоста,69.0,95.0,-1.0,-1.0
884,Хотынец,-1.0,-1.0,-1.0,0.0
885,Хотьково,83.0,-1.0,-1.0,156.0
886,Цивильск,69.0,-1.0,-1.0,117.0
887,Цимлянск,62.0,-1.0,-1.0,111.0
888,Чайковский,50.0,64.0,-1.0,150.0
889,Чапаевск,80.0,-1.0,-1.0,-1.0
890,Чаплыгин,55.0,-1.0,-1.0,102.0
891,Чара,-1.0,-1.0,-1.0,0.0
892,Чебаркуль,75.0,-1.0,-1.0,162.0
893,Чебоксары,40.0,52.0,73.0,-1.0
894,Челябинск,46.0,58.0,75.0,-1.0
895,Чемал,-1.0,-1.0,-1.0,0.0
896,Черемхово,-1.0,-1.0,-1.0,0.0
897,Черепаново,-1.0,-1.0,-1.0,0.0
898,Череповец,55.0,68.0,-1.0,-1.0
899,Черногорск,96.0,-1.0,-1.0,-1.0
900,Чернолучье,-1.0,-1.0,-1.0,0.0
901,Черноморское,81.0,-1.0,-1.0,125.0
902,Чернушка,76.0,-1.0,-1.0,153.0
903,Черский,-1.0,-1.0,-1.0,0.0
904,Чехов,95.0,-1.0,-1.0,-1.0
905,Чистополь,73.0,-1.0,-1.0,175.0
906,Чита,62.0,80.0,-1.0,-1.0
907,Чокурдах,-1.0,-1.0,-1.0,0.0
908,Чудово,57.0,-1.0,-1.0,108.0
909,Чулым,-1.0,-1.0,-1.0,0.0
910,Чумикан,-1.0,-1.0,-1.0,0.0
911,Чусовой,73.0,-1.0,-1.0,161.0
912,Чёрмоз,-1.0,-1.0,-1.0,0.0
913,Шадринск,68.0,88.0,-1.0,169.0
914,Шарыпово,87.0,-1.0,-1.0,176.0
915,Шарья,70.0,-1.0,-1.0,136.0
916,Шатура,68.0,-1.0,-1.0,145.0
917,Шахты,43.0,55.0,-1.0,168.0
918,Шахунья,73.0,-1.0,-1.0,138.0
919,Шацк,59.0,-1.0,-1.0,88.0
920,Шилка,-1.0,-1.0,-1.0,0.0
921,Шимановск,163.0,-1.0,-1.0,-1.0
922,Шумерля,62.0,-1.0,-1.0,135.0
923,Шумиха,83.0,-1.0,-1.0,140.0
924,Шушенское,86.0,-1.0,-1.0,145.0
925,Шуя,50.0,66.0,-1.0,137.0
926,Щигры,64.0,-1.0,-1.0,118.0
927,Щучье,78.0,-1.0,-1.0,121.0
928,Эвенск,-1.0,-1.0,-1.0,0.0
929,Элиста,49.0,62.0,-1.0,151.0
930,Энгельс,75.0,101.0,-1.0,-1.0
931,Югорск,88.0,-1.0,-1.0,179.0
932,Южа,55.0,-1.0,-1.0,106.0
933,Южно-Курильск,-1.0,-1.0,-1.0,0.0
934,Южно-Сахалинск,58.0,74.0,-1.0,-1.0
935,Южно-Сухокумск,81.0,-1.0,-1.0,121.0
936,Южноуральск,81.0,-1.0,-1.0,167.0
937,Юрга,80.0,116.0,-1.0,-1.0
938,Юрьев-Польский,51.0,-1.0,-1.0,113.0
939,Юрьевец,75.0,-1.0,-1.0,113.0
940,Юрюзань,100.0,-1.0,-1.0,144.0
941,Юхнов,58.0,-1.0,-1.0,90.0
942,Якутск,58.0,73.0,-1.0,-1.0
943,Ялта,50.0,65.0,-1.0,147.0
944,Ялуторовск,109.0,-1.0,-1.0,-1.0
945,Янаул,68.0,-1.0,-1.0,139.0
946,Яранск,91.0,-1.0,-1.0,154.0
947,Яровое,114.0,-1.0,-1.0,172.0
948,Ярославль,33.0,45.0,61.0,-1.0
949,Ярцево,48.0,65.0,-1.0,132.0
950,Шахтерск,173.0,-1.0,-1.0,-1.0
