source,target,pass_day,transport,source_lat,source_lng,target_lat,target_lng,target_population,source_population
Москва,Симферополь (Крым),5314.7,avia,55.479204599999996,37.3273304,44.9521457,34.1024858,332317.0,11514330.0
Москва,Сочи,4976.633333333333,avia,55.479204599999996,37.3273304,43.585482299999995,39.723109,343285.0,11514330.0
Симферополь (Крым),Москва,5194.066666666667,avia,44.9521457,34.1024858,55.479204599999996,37.3273304,11514330.0,332317.0
Сочи,Москва,4776.6,avia,43.585482299999995,39.723109,55.479204599999996,37.3273304,11514330.0,343285.0
Санкт-Петербург,Москва,4524.966666666666,avia,59.960673899999996,30.158655100000004,55.479204599999996,37.3273304,11514330.0,4848742.0
Москва,Санкт-Петербург,4058.633333333333,avia,55.479204599999996,37.3273304,59.960673899999996,30.158655100000004,4848742.0,11514330.0
Краснодар,Москва,4150.366666666667,avia,45.0352566,38.976481400000004,55.479204599999996,37.3273304,11514330.0,34926.0
Москва,Краснодар,3726.0666666666666,avia,55.479204599999996,37.3273304,45.0352566,38.976481400000004,34926.0,11514330.0
Минеральные Воды,Москва,3386.133333333333,avia,44.2107377,43.134969,55.479204599999996,37.3273304,11514330.0,76715.0
Москва,Минеральные Воды,3187.9,avia,55.479204599999996,37.3273304,44.2107377,43.134969,76715.0,11514330.0
Москва,Ростов-на-Дону,2666.266666666667,avia,55.479204599999996,37.3273304,47.22138579999999,39.7114196,1091544.0,11514330.0
Ростов-на-Дону,Москва,2571.2,avia,47.22138579999999,39.7114196,55.479204599999996,37.3273304,11514330.0,1091544.0
Москва,Екатеринбург,1997.5,avia,55.479204599999996,37.3273304,56.839104000000006,60.60825,1377738.0,11514330.0
Москва,Калининград,1814.0333333333333,avia,55.479204599999996,37.3273304,54.710128000000005,20.510583800000003,6399.0,11514330.0
Екатеринбург,Москва,1889.8666666666666,avia,56.839104000000006,60.60825,55.479204599999996,37.3273304,11514330.0,1377738.0
Калининград,Москва,1856.2333333333333,avia,54.710128000000005,20.510583800000003,55.479204599999996,37.3273304,11514330.0,6399.0
Москва,Махачкала,1726.7666666666667,avia,55.479204599999996,37.3273304,42.9830241,47.5048717,577990.0,11514330.0
Махачкала,Москва,1805.9,avia,42.9830241,47.5048717,55.479204599999996,37.3273304,11514330.0,577990.0
Москва,Уфа,1473.7333333333333,avia,55.479204599999996,37.3273304,54.726288000000004,55.947727,1062300.0,11514330.0
Уфа,Москва,1473.5,avia,54.726288000000004,55.947727,55.479204599999996,37.3273304,11514330.0,1062300.0
Санкт-Петербург,Краснодар,1365.9666666666667,avia,59.960673899999996,30.158655100000004,45.0352566,38.976481400000004,34926.0,4848742.0
Самара,Москва,1285.0333333333333,avia,53.198627,50.113987,55.479204599999996,37.3273304,11514330.0,1164900.0
Казань,Москва,1362.6333333333334,avia,55.7823547,49.1242266,55.479204599999996,37.3273304,11514330.0,1216965.0
Москва,Казань,1321.6,avia,55.479204599999996,37.3273304,55.7823547,49.1242266,1216965.0,11514330.0
Краснодар,Санкт-Петербург,1367.9333333333334,avia,45.0352566,38.976481400000004,59.960673899999996,30.158655100000004,4848742.0,34926.0
Москва,Самара,1291.4,avia,55.479204599999996,37.3273304,53.198627,50.113987,1164900.0,11514330.0
Тюмень,Москва,1182.3,avia,57.15353399999999,65.542274,55.479204599999996,37.3273304,11514330.0,581758.0
Москва,Новосибирск,1193.0,avia,55.479204599999996,37.3273304,55.0282171,82.9234509,30250.0,11514330.0
Новосибирск,Москва,1243.7666666666667,avia,55.0282171,82.9234509,55.479204599999996,37.3273304,11514330.0,30250.0
Москва,Тюмень,1212.7,avia,55.479204599999996,37.3273304,57.15353399999999,65.542274,581758.0,11514330.0
Москва,Волгоград,1163.5,avia,55.479204599999996,37.3273304,48.64820995,44.3857637990291,1021244.0,11514330.0
Волгоград,Москва,1107.4,avia,48.64820995,44.3857637990291,55.479204599999996,37.3273304,11514330.0,1021244.0
Мурманск,Москва,1114.5,avia,68.970665,33.07497,55.479204599999996,37.3273304,11514330.0,59690.0
Москва,Красноярск,1064.6,avia,55.479204599999996,37.3273304,56.0090968,92.8725147,2180.0,11514330.0
Челябинск,Москва,1069.8333333333333,avia,55.15984079999999,61.4025547,55.479204599999996,37.3273304,11514330.0,31916.0
Сургут,Москва,1000.3,avia,61.254031999999995,73.3964,55.479204599999996,37.3273304,11514330.0,38922.0
Москва,Челябинск,1031.3,avia,55.479204599999996,37.3273304,55.15984079999999,61.4025547,31916.0,11514330.0
Санкт-Петербург,Ростов-на-Дону,989.3666666666667,avia,59.960673899999996,30.158655100000004,47.22138579999999,39.7114196,1091544.0,4848742.0
Красноярск,Москва,963.6333333333333,avia,56.0090968,92.8725147,55.479204599999996,37.3273304,11514330.0,2180.0
Москва,Сургут,967.1666666666666,avia,55.479204599999996,37.3273304,61.254031999999995,73.3964,38922.0,11514330.0
Москва,Омск,943.0666666666667,avia,55.479204599999996,37.3273304,54.991375,73.37152900000001,25905.0,11514330.0
Омск,Москва,993.0333333333333,avia,54.991375,73.37152900000001,55.479204599999996,37.3273304,11514330.0,25905.0
Москва,Мурманск,897.6,avia,55.479204599999996,37.3273304,68.970665,33.07497,59690.0,11514330.0
Ростов-на-Дону,Санкт-Петербург,908.2,avia,47.22138579999999,39.7114196,59.960673899999996,30.158655100000004,4848742.0,1091544.0
Санкт-Петербург,Симферополь (Крым),846.9666666666667,avia,59.960673899999996,30.158655100000004,44.9521457,34.1024858,332317.0,4848742.0
Астрахань,Москва,838.5333333333333,avia,46.3652486,48.0552168617783,55.479204599999996,37.3273304,11514330.0,520662.0
Москва,Астрахань,848.6333333333333,avia,55.479204599999996,37.3273304,46.3652486,48.0552168617783,520662.0,11514330.0
Санкт-Петербург,Сочи,815.8,avia,59.960673899999996,30.158655100000004,43.585482299999995,39.723109,343285.0,4848742.0
Москва,Анапа,852.7333333333333,avia,55.479204599999996,37.3273304,44.894271999999994,37.316887,58983.0,11514330.0
Сочи,Санкт-Петербург,805.1333333333333,avia,43.585482299999995,39.723109,59.960673899999996,30.158655100000004,4848742.0,343285.0
Симферополь (Крым),Санкт-Петербург,781.0,avia,44.9521457,34.1024858,59.960673899999996,30.158655100000004,4848742.0,332317.0
Калининград,Санкт-Петербург,775.1333333333333,avia,54.710128000000005,20.510583800000003,59.960673899999996,30.158655100000004,4848742.0,6399.0
Санкт-Петербург,Калининград,788.8666666666667,avia,59.960673899999996,30.158655100000004,54.710128000000005,20.510583800000003,6399.0,4848742.0
Пермь,Москва,788.1333333333333,avia,58.014965000000004,56.246722999999996,55.479204599999996,37.3273304,11514330.0,1000679.0
Москва,Пермь,781.1333333333333,avia,55.479204599999996,37.3273304,58.014965000000004,56.246722999999996,1000679.0,11514330.0
Москва,Чебоксары,722.5,avia,55.479204599999996,37.3273304,56.1307195,47.2449597,447929.0,11514330.0
Москва,Нижнекамск,729.6,avia,55.479204599999996,37.3273304,55.641287899999995,51.8160376,234108.0,11514330.0
Нижнекамск,Москва,712.6666666666666,avia,55.641287899999995,51.8160376,55.479204599999996,37.3273304,11514330.0,234108.0
Москва,Назрань,719.5666666666667,avia,55.479204599999996,37.3273304,43.232077399999994,44.7540128,93357.0,11514330.0
Анапа,Москва,669.8666666666667,avia,44.894271999999994,37.316887,55.479204599999996,37.3273304,11514330.0,58983.0
Санкт-Петербург,Самара,684.9,avia,59.960673899999996,30.158655100000004,53.198627,50.113987,1164900.0,4848742.0
Самара,Санкт-Петербург,688.5333333333333,avia,53.198627,50.113987,59.960673899999996,30.158655100000004,4848742.0,1164900.0
Москва,Оренбург,671.5666666666667,avia,55.479204599999996,37.3273304,51.767452,55.097118,20663.0,11514330.0
Москва,Владикавказ,644.3333333333334,avia,55.479204599999996,37.3273304,43.024592999999996,44.682109999999994,311635.0,11514330.0
Чебоксары,Москва,637.4333333333333,avia,56.1307195,47.2449597,55.479204599999996,37.3273304,11514330.0,447929.0
Оренбург,Москва,682.1,avia,51.767452,55.097118,55.479204599999996,37.3273304,11514330.0,20663.0
Хабаровск,Москва,627.8,avia,48.481403,135.07693500000002,55.479204599999996,37.3273304,11514330.0,42977.0
Санкт-Петербург,Екатеринбург,658.1666666666666,avia,59.960673899999996,30.158655100000004,56.839104000000006,60.60825,1377738.0,4848742.0
Назрань,Москва,670.1,avia,43.232077399999994,44.7540128,55.479204599999996,37.3273304,11514330.0,93357.0
Санкт-Петербург,Архангельск,607.0,avia,59.960673899999996,30.158655100000004,64.543022,40.537121,348716.0,4848742.0
Владикавказ,Москва,622.3666666666667,avia,43.024592999999996,44.682109999999994,55.479204599999996,37.3273304,11514330.0,311635.0
Минеральные Воды,Санкт-Петербург,638.1333333333333,avia,44.2107377,43.134969,59.960673899999996,30.158655100000004,4848742.0,76715.0
Москва,Хабаровск,593.3666666666667,avia,55.479204599999996,37.3273304,48.481403,135.07693500000002,42977.0,11514330.0
Санкт-Петербург,Минеральные Воды,583.0666666666667,avia,59.960673899999996,30.158655100000004,44.2107377,43.134969,76715.0,4848742.0
Москва,Владивосток,632.3,avia,55.479204599999996,37.3273304,43.1150678,131.8855768,592069.0,11514330.0
Екатеринбург,Санкт-Петербург,570.3,avia,56.839104000000006,60.60825,59.960673899999996,30.158655100000004,4848742.0,1377738.0
Архангельск,Санкт-Петербург,566.3333333333334,avia,64.543022,40.537121,59.960673899999996,30.158655100000004,4848742.0,348716.0
Саратов,Москва,557.7333333333333,avia,51.530018,46.034683,55.479204599999996,37.3273304,11514330.0,12846.0
Москва,Саратов,587.9333333333333,avia,55.479204599999996,37.3273304,51.530018,46.034683,12846.0,11514330.0
Мурманск,Санкт-Петербург,556.8666666666667,avia,68.970665,33.07497,59.960673899999996,30.158655100000004,4848742.0,59690.0
Владивосток,Москва,553.0666666666667,avia,43.1150678,131.8855768,55.479204599999996,37.3273304,11514330.0,592069.0
Москва,Томск,544.7,avia,55.479204599999996,37.3273304,58.6124279,82.04753149999999,25614.0,11514330.0
Москва,Ставрополь,550.5666666666667,avia,55.479204599999996,37.3273304,45.0433245,41.9690934,32736.0,11514330.0
Санкт-Петербург,Казань,515.3666666666667,avia,59.960673899999996,30.158655100000004,55.7823547,49.1242266,1216965.0,4848742.0
Новый Уренгой,Москва,504.53333333333336,avia,66.085196,76.6799167,55.479204599999996,37.3273304,11514330.0,104144.0
Москва,Ульяновск,521.6666666666666,avia,55.479204599999996,37.3273304,54.146317700000004,47.2324921,17149.0,11514330.0
Санкт-Петербург,Мурманск,510.23333333333335,avia,59.960673899999996,30.158655100000004,68.970665,33.07497,59690.0,4848742.0
Ставрополь,Москва,479.8,avia,45.0433245,41.9690934,55.479204599999996,37.3273304,11514330.0,32736.0
Воронеж,Москва,491.8333333333333,avia,51.6605982,39.20058579999999,55.479204599999996,37.3273304,11514330.0,19738.0
Томск,Москва,507.7,avia,58.6124279,82.04753149999999,55.479204599999996,37.3273304,11514330.0,25614.0
Москва,Воронеж,488.6,avia,55.479204599999996,37.3273304,51.6605982,39.20058579999999,19738.0,11514330.0
Краснодар,Екатеринбург,459.1333333333333,avia,45.0352566,38.976481400000004,56.839104000000006,60.60825,1377738.0,34926.0
Казань,Санкт-Петербург,454.8333333333333,avia,55.7823547,49.1242266,59.960673899999996,30.158655100000004,4848742.0,1216965.0
Москва,Иркутск,471.03333333333336,avia,55.479204599999996,37.3273304,52.289597,104.280586,6751.0,11514330.0
Москва,Новый Уренгой,459.3333333333333,avia,55.479204599999996,37.3273304,66.085196,76.6799167,104144.0,11514330.0
Иркутск,Москва,437.2,avia,52.289597,104.280586,55.479204599999996,37.3273304,11514330.0,6751.0
Архангельск,Москва,428.73333333333335,avia,64.543022,40.537121,55.479204599999996,37.3273304,11514330.0,348716.0
Москва,Архангельск,442.96666666666664,avia,55.479204599999996,37.3273304,64.543022,40.537121,348716.0,11514330.0
Санкт-Петербург,Уфа,414.43333333333334,avia,59.960673899999996,30.158655100000004,54.726288000000004,55.947727,1062300.0,4848742.0
Ульяновск,Москва,409.2,avia,54.146317700000004,47.2324921,55.479204599999996,37.3273304,11514330.0,17149.0
Екатеринбург,Краснодар,411.3666666666667,avia,56.839104000000006,60.60825,45.0352566,38.976481400000004,34926.0,1377738.0
Москва,Белгород,406.4,avia,55.479204599999996,37.3273304,50.5955595,36.5873394,39026.0,11514330.0
Уфа,Санкт-Петербург,359.56666666666666,avia,54.726288000000004,55.947727,59.960673899999996,30.158655100000004,4848742.0,1062300.0
Белгород,Москва,351.8666666666667,avia,50.5955595,36.5873394,55.479204599999996,37.3273304,11514330.0,39026.0
Москва,Грозный,373.5,avia,55.479204599999996,37.3273304,43.319703100000005,45.693430799999994,271596.0,11514330.0
Санкт-Петербург,Сыктывкар,355.4,avia,59.960673899999996,30.158655100000004,61.66852370000001,50.8352024,235006.0,4848742.0
Грозный,Москва,343.3333333333333,avia,43.319703100000005,45.693430799999994,55.479204599999996,37.3273304,11514330.0,271596.0
Санкт-Петербург,Волгоград,368.06666666666666,avia,59.960673899999996,30.158655100000004,48.64820995,44.3857637990291,1021244.0,4848742.0
Сыктывкар,Санкт-Петербург,334.6666666666667,avia,61.66852370000001,50.8352024,59.960673899999996,30.158655100000004,4848742.0,235006.0
Санкт-Петербург,Махачкала,335.76666666666665,avia,59.960673899999996,30.158655100000004,42.9830241,47.5048717,577990.0,4848742.0
Москва,Киров,331.7,avia,55.479204599999996,37.3273304,58.6035257,49.6639029,31888.0,11514330.0
Сыктывкар,Москва,326.43333333333334,avia,61.66852370000001,50.8352024,55.479204599999996,37.3273304,11514330.0,235006.0
Благовещенск,Москва,328.2,avia,50.290527000000004,127.527161,55.479204599999996,37.3273304,11514330.0,214397.0
Волгоград,Санкт-Петербург,324.76666666666665,avia,48.64820995,44.3857637990291,59.960673899999996,30.158655100000004,4848742.0,1021244.0
Санкт-Петербург,Новосибирск,331.93333333333334,avia,59.960673899999996,30.158655100000004,55.0282171,82.9234509,30250.0,4848742.0
Москва,Благовещенск,314.6333333333333,avia,55.479204599999996,37.3273304,50.290527000000004,127.527161,214397.0,11514330.0
Москва,Барнаул,323.46666666666664,avia,55.479204599999996,37.3273304,53.347402,83.77844959999999,635585.0,11514330.0
Санкт-Петербург,Челябинск,308.46666666666664,avia,59.960673899999996,30.158655100000004,55.15984079999999,61.4025547,31916.0,4848742.0
Москва,Магадан,301.5,avia,55.479204599999996,37.3273304,59.56047679999999,150.79886169999997,95925.0,11514330.0
Киров,Москва,330.6666666666667,avia,58.6035257,49.6639029,55.479204599999996,37.3273304,11514330.0,31888.0
Новый Уренгой,Тюмень,308.7,avia,66.085196,76.6799167,57.15353399999999,65.542274,581758.0,104144.0
Новосибирск,Санкт-Петербург,322.03333333333336,avia,55.0282171,82.9234509,59.960673899999996,30.158655100000004,4848742.0,30250.0
Москва,Сыктывкар,321.3,avia,55.479204599999996,37.3273304,61.66852370000001,50.8352024,235006.0,11514330.0
Челябинск,Санкт-Петербург,311.5,avia,55.15984079999999,61.4025547,59.960673899999996,30.158655100000004,4848742.0,31916.0
Санкт-Петербург,Оренбург,288.56666666666666,avia,59.960673899999996,30.158655100000004,51.767452,55.097118,20663.0,4848742.0
Махачкала,Санкт-Петербург,304.7,avia,42.9830241,47.5048717,59.960673899999996,30.158655100000004,4848742.0,577990.0
Салехард,Тюмень,298.76666666666665,avia,66.5375387,66.6157469,57.15353399999999,65.542274,581758.0,42494.0
Барнаул,Москва,283.4,avia,53.347402,83.77844959999999,55.479204599999996,37.3273304,11514330.0,635585.0
Ижевск,Москва,282.93333333333334,avia,56.86655699999999,53.2094166,55.479204599999996,37.3273304,11514330.0,628117.0
Нижневартовск,Уфа,289.0,avia,60.9339411,76.58142740000001,54.726288000000004,55.947727,1062300.0,251860.0
Москва,Ижевск,293.8333333333333,avia,55.479204599999996,37.3273304,56.86655699999999,53.2094166,628117.0,11514330.0
Санкт-Петербург,Воронеж,282.9,avia,59.960673899999996,30.158655100000004,51.6605982,39.20058579999999,19738.0,4848742.0
Сургут,Санкт-Петербург,273.3333333333333,avia,61.254031999999995,73.3964,59.960673899999996,30.158655100000004,4848742.0,38922.0
Магадан,Москва,277.93333333333334,avia,59.56047679999999,150.79886169999997,55.479204599999996,37.3273304,11514330.0,95925.0
Екатеринбург,Сочи,272.6666666666667,avia,56.839104000000006,60.60825,43.585482299999995,39.723109,343285.0,1377738.0
Сочи,Екатеринбург,287.03333333333336,avia,43.585482299999995,39.723109,56.839104000000006,60.60825,1377738.0,343285.0
Оренбург,Санкт-Петербург,275.73333333333335,avia,51.767452,55.097118,59.960673899999996,30.158655100000004,4848742.0,20663.0
Санкт-Петербург,Сургут,270.26666666666665,avia,59.960673899999996,30.158655100000004,61.254031999999995,73.3964,38922.0,4848742.0
Надым,Москва,250.33333333333334,avia,65.5336238,72.51139549999999,55.479204599999996,37.3273304,11514330.0,46550.0
Воронеж,Санкт-Петербург,248.66666666666666,avia,51.6605982,39.20058579999999,59.960673899999996,30.158655100000004,4848742.0,19738.0
Санкт-Петербург,Омск,246.7,avia,59.960673899999996,30.158655100000004,54.991375,73.37152900000001,25905.0,4848742.0
Тюмень,Салехард,250.5,avia,57.15353399999999,65.542274,66.5375387,66.6157469,42494.0,581758.0
Салехард,Москва,259.03333333333336,avia,66.5375387,66.6157469,55.479204599999996,37.3273304,11514330.0,42494.0
Тюмень,Новый Уренгой,240.4,avia,57.15353399999999,65.542274,66.085196,76.6799167,104144.0,581758.0
Нижневартовск,Новосибирск,236.33333333333334,avia,60.9339411,76.58142740000001,55.0282171,82.9234509,30250.0,251860.0
Москва,Кемерово,233.5,avia,55.479204599999996,37.3273304,55.355125,86.087234,532884.0,11514330.0
Ханты-Мансийск,Москва,238.63333333333333,avia,61.00346,69.01915699999999,55.479204599999996,37.3273304,11514330.0,20283.0
Новосибирск,Нижневартовск,233.93333333333334,avia,55.0282171,82.9234509,60.9339411,76.58142740000001,251860.0,30250.0
Санкт-Петербург,Анапа,243.4,avia,59.960673899999996,30.158655100000004,44.894271999999994,37.316887,58983.0,4848742.0
Санкт-Петербург,Тюмень,241.53333333333333,avia,59.960673899999996,30.158655100000004,57.15353399999999,65.542274,581758.0,4848742.0
Южно-Сахалинск,Москва,238.46666666666667,avia,46.9574273,142.72743799999998,55.479204599999996,37.3273304,11514330.0,181727.0
Кемерово,Москва,225.73333333333332,avia,55.355125,86.087234,55.479204599999996,37.3273304,11514330.0,532884.0
Нижневартовск,Москва,243.33333333333334,avia,60.9339411,76.58142740000001,55.479204599999996,37.3273304,11514330.0,251860.0
Омск,Санкт-Петербург,241.73333333333332,avia,54.991375,73.37152900000001,59.960673899999996,30.158655100000004,4848742.0,25905.0
Ноябрьск,Москва,224.3,avia,63.2002917,75.4475807,55.479204599999996,37.3273304,11514330.0,110572.0
Уфа,Нижневартовск,241.53333333333333,avia,54.726288000000004,55.947727,60.9339411,76.58142740000001,251860.0,1062300.0
Москва,Орск,232.16666666666666,avia,55.479204599999996,37.3273304,51.2305015,58.4738015,238006.0,11514330.0
Москва,Петропавловск-Камчатский,224.7,avia,55.479204599999996,37.3273304,53.0199693,158.6472187,179526.0,11514330.0
Москва,Южно-Сахалинск,221.96666666666667,avia,55.479204599999996,37.3273304,46.9574273,142.72743799999998,181727.0,11514330.0
Москва,Салехард,224.93333333333334,avia,55.479204599999996,37.3273304,66.5375387,66.6157469,42494.0,11514330.0
Москва,Якутск,229.8,avia,55.479204599999996,37.3273304,62.027287,129.732086,269486.0,11514330.0
Пенза,Москва,221.93333333333334,avia,53.200001,45.0,55.479204599999996,37.3273304,11514330.0,519592.0
Анапа,Санкт-Петербург,224.66666666666666,avia,44.894271999999994,37.316887,59.960673899999996,30.158655100000004,4848742.0,58983.0
Якутск,Москва,217.7,avia,62.027287,129.732086,55.479204599999996,37.3273304,11514330.0,269486.0
Сургут,Махачкала,219.3,avia,61.254031999999995,73.3964,42.9830241,47.5048717,577990.0,38922.0
Сочи,Казань,223.6,avia,43.585482299999995,39.723109,55.7823547,49.1242266,1216965.0,343285.0
Москва,Пенза,209.2,avia,55.479204599999996,37.3273304,53.200001,45.0,519592.0,11514330.0
Тюмень,Санкт-Петербург,224.03333333333333,avia,57.15353399999999,65.542274,59.960673899999996,30.158655100000004,4848742.0,581758.0
Сургут,Новосибирск,212.8,avia,61.254031999999995,73.3964,55.0282171,82.9234509,30250.0,38922.0
Санкт-Петербург,Красноярск,212.63333333333333,avia,59.960673899999996,30.158655100000004,56.0090968,92.8725147,2180.0,4848742.0
Магнитогорск,Москва,203.06666666666666,avia,53.4242184,58.983136,55.479204599999996,37.3273304,11514330.0,408401.0
Сургут,Краснодар,199.6,avia,61.254031999999995,73.3964,45.0352566,38.976481400000004,34926.0,38922.0
Улан-Удэ,Москва,202.26666666666668,avia,51.835784100000005,107.5839105,55.479204599999996,37.3273304,11514330.0,431922.0
Орск,Москва,195.26666666666668,avia,51.2305015,58.4738015,55.479204599999996,37.3273304,11514330.0,238006.0
Москва,Магнитогорск,196.23333333333332,avia,55.479204599999996,37.3273304,53.4242184,58.983136,408401.0,11514330.0
Москва,Курган,196.16666666666666,avia,55.479204599999996,37.3273304,55.51707765,65.459065802296,47974.0,11514330.0
Москва,Улан-Удэ,194.93333333333334,avia,55.479204599999996,37.3273304,51.835784100000005,107.5839105,431922.0,11514330.0
Москва,Надым,190.3,avia,55.479204599999996,37.3273304,65.5336238,72.51139549999999,46550.0,11514330.0
Хабаровск,Южно-Сахалинск,196.5,avia,48.481403,135.07693500000002,46.9574273,142.72743799999998,181727.0,42977.0
Москва,Нижневартовск,185.46666666666667,avia,55.479204599999996,37.3273304,60.9339411,76.58142740000001,251860.0,11514330.0
Сочи,Краснодар,191.66666666666666,avia,43.585482299999995,39.723109,45.0352566,38.976481400000004,34926.0,343285.0
Курган,Москва,190.86666666666667,avia,55.51707765,65.459065802296,55.479204599999996,37.3273304,11514330.0,47974.0
Махачкала,Сургут,185.1,avia,42.9830241,47.5048717,61.254031999999995,73.3964,38922.0,577990.0
Москва,Нальчик,172.13333333333333,avia,55.479204599999996,37.3273304,43.4883695,43.610560193588,240095.0,11514330.0
Пермь,Санкт-Петербург,182.73333333333332,avia,58.014965000000004,56.246722999999996,59.960673899999996,30.158655100000004,4848742.0,1000679.0
Южно-Сахалинск,Хабаровск,177.53333333333333,avia,46.9574273,142.72743799999998,48.481403,135.07693500000002,42977.0,181727.0
Краснодар,Сочи,171.63333333333333,avia,45.0352566,38.976481400000004,43.585482299999995,39.723109,343285.0,34926.0
Нальчик,Москва,172.23333333333332,avia,43.4883695,43.610560193588,55.479204599999996,37.3273304,11514330.0,240095.0
Санкт-Петербург,Пермь,173.33333333333334,avia,59.960673899999996,30.158655100000004,58.014965000000004,56.246722999999996,1000679.0,4848742.0
Новосибирск,Сургут,179.8,avia,55.0282171,82.9234509,61.254031999999995,73.3964,38922.0,30250.0
Новый Уренгой,Новосибирск,165.66666666666666,avia,66.085196,76.6799167,55.0282171,82.9234509,30250.0,104144.0
Москва,Саранск,173.8,avia,55.479204599999996,37.3273304,54.18671,45.18383,318841.0,11514330.0
Сургут,Уфа,174.5,avia,61.254031999999995,73.3964,54.726288000000004,55.947727,1062300.0,38922.0
Москва,Нижний Новгород,158.03333333333333,avia,55.479204599999996,37.3273304,56.328571,44.003506,1250615.0,11514330.0
Петропавловск-Камчатский,Москва,164.36666666666667,avia,53.0199693,158.6472187,55.479204599999996,37.3273304,11514330.0,179526.0
Симферополь (Крым),Ростов-на-Дону,156.13333333333333,avia,44.9521457,34.1024858,47.22138579999999,39.7114196,1091544.0,332317.0
Казань,Сочи,157.93333333333334,avia,55.7823547,49.1242266,43.585482299999995,39.723109,343285.0,1216965.0
Новосибирск,Иркутск,160.53333333333333,avia,55.0282171,82.9234509,52.289597,104.280586,6751.0,30250.0
Иркутск,Бодайбо,154.43333333333334,avia,52.289597,104.280586,57.8500317,114.20382839999999,15331.0,6751.0
Нижний Новгород,Москва,153.3,avia,56.328571,44.003506,55.479204599999996,37.3273304,11514330.0,1250615.0
Москва,Ухта,152.46666666666667,avia,55.479204599999996,37.3273304,63.58317295,53.72050473868279,99642.0,11514330.0
Бодайбо,Иркутск,153.86666666666667,avia,57.8500317,114.20382839999999,52.289597,104.280586,6751.0,15331.0
Сургут,Самара,160.53333333333333,avia,61.254031999999995,73.3964,53.198627,50.113987,1164900.0,38922.0
Мирный,Новосибирск,154.66666666666666,avia,62.541077,113.97858400000001,55.0282171,82.9234509,30250.0,30259.0
Новосибирск,Краснодар,154.23333333333332,avia,55.0282171,82.9234509,45.0352566,38.976481400000004,34926.0,30250.0
Краснодар,Сургут,152.4,avia,45.0352566,38.976481400000004,61.254031999999995,73.3964,38922.0,34926.0
Саранск,Москва,152.73333333333332,avia,54.18671,45.18383,55.479204599999996,37.3273304,11514330.0,318841.0
Москва,Ноябрьск,143.43333333333334,avia,55.479204599999996,37.3273304,63.2002917,75.4475807,110572.0,11514330.0
Москва,Петрозаводск,150.13333333333333,avia,55.479204599999996,37.3273304,61.790039,34.390007000000004,263540.0,11514330.0
Петрозаводск,Москва,148.0,avia,61.790039,34.390007000000004,55.479204599999996,37.3273304,11514330.0,263540.0
Уфа,Краснодар,148.73333333333332,avia,54.726288000000004,55.947727,45.0352566,38.976481400000004,34926.0,1062300.0
Ростов-на-Дону,Симферополь (Крым),146.7,avia,47.22138579999999,39.7114196,44.9521457,34.1024858,332317.0,1091544.0
Красноярск,Санкт-Петербург,142.76666666666668,avia,56.0090968,92.8725147,59.960673899999996,30.158655100000004,4848742.0,2180.0
Краснодар,Новосибирск,148.26666666666668,avia,45.0352566,38.976481400000004,55.0282171,82.9234509,30250.0,34926.0
Москва,Ханты-Мансийск,143.36666666666667,avia,55.479204599999996,37.3273304,61.00346,69.01915699999999,20283.0,11514330.0
Сочи,Тюмень,135.83333333333334,avia,43.585482299999995,39.723109,57.15353399999999,65.542274,581758.0,343285.0
Санкт-Петербург,Нижнекамск,140.96666666666667,avia,59.960673899999996,30.158655100000004,55.641287899999995,51.8160376,234108.0,4848742.0
Ухта,Москва,137.96666666666667,avia,63.58317295,53.72050473868279,55.479204599999996,37.3273304,11514330.0,99642.0
Краснодар,Самара,138.7,avia,45.0352566,38.976481400000004,53.198627,50.113987,1164900.0,34926.0
Киров,Санкт-Петербург,132.83333333333334,avia,58.6035257,49.6639029,59.960673899999996,30.158655100000004,4848742.0,31888.0
Краснодар,Уфа,128.3,avia,45.0352566,38.976481400000004,54.726288000000004,55.947727,1062300.0,34926.0
Новый Уренгой,Уфа,135.23333333333332,avia,66.085196,76.6799167,54.726288000000004,55.947727,1062300.0,104144.0
Тюмень,Сочи,135.23333333333332,avia,57.15353399999999,65.542274,43.585482299999995,39.723109,343285.0,581758.0
Санкт-Петербург,Владикавказ,134.4,avia,59.960673899999996,30.158655100000004,43.024592999999996,44.682109999999994,311635.0,4848742.0
Екатеринбург,Симферополь (Крым),131.33333333333334,avia,56.839104000000006,60.60825,44.9521457,34.1024858,332317.0,1377738.0
Белоярский,Тюмень,130.66666666666666,avia,63.7156353,66.6667691,57.15353399999999,65.542274,581758.0,20283.0
Уфа,Новый Уренгой,135.0,avia,54.726288000000004,55.947727,66.085196,76.6799167,104144.0,1062300.0
Санкт-Петербург,Нижний Новгород,126.76666666666667,avia,59.960673899999996,30.158655100000004,56.328571,44.003506,1250615.0,4848742.0
Самара,Краснодар,127.8,avia,53.198627,50.113987,45.0352566,38.976481400000004,34926.0,1164900.0
Москва,Чита,130.0,avia,55.479204599999996,37.3273304,52.033409000000006,113.50089299999999,323964.0,11514330.0
Тюмень,Белоярский,133.93333333333334,avia,57.15353399999999,65.542274,63.7156353,66.6667691,20283.0,581758.0
Москва,Геленджик,130.93333333333334,avia,55.479204599999996,37.3273304,44.56094470000001,38.076683200000005,54813.0,11514330.0
