,n_iter,name,suspected,infected,recovered
119,0,Унеча,26196.0,1.0,0.0
120,0,Волгореченск,17108.0,1.0,0.0
121,0,Чебоксары,447929.0,1.0,0.0
122,0,Торжок,47702.0,1.0,0.0
123,0,Кизилюрт,36187.0,1.0,0.0
124,0,Беломорск,11217.0,1.0,0.0
125,0,Елец,108404.0,1.0,0.0
126,0,Семёнов,24536.0,1.0,0.0
127,0,Ванино,15314.0,1.0,0.0
128,0,Дербент,119961.0,1.0,0.0
129,0,Екатеринбург,1377738.0,1.0,0.0
130,0,Калининск,16442.0,1.0,0.0
131,0,Хвалынск,13199.0,1.0,0.0
132,0,Балашиха,215353.0,1.0,0.0
133,0,Благодарный,32736.0,1.0,0.0
134,0,Пролетарск,20267.0,1.0,0.0
135,0,Малая Вишера,12461.0,1.0,0.0
136,0,Игарка,6183.0,1.0,0.0
137,0,Соликамск,97239.0,1.0,0.0
138,0,Рославль,54898.0,1.0,0.0
139,0,Руза,47529.0,1.0,0.0
140,0,Катав-Ивановск,17640.0,1.0,0.0
141,0,Заринск,47035.0,1.0,0.0
142,0,Пено,3661.0,1.0,0.0
143,0,Чаплыгин,12656.0,1.0,0.0
144,0,Омолон,873.0,1.0,0.0
145,0,Касли,16998.0,1.0,0.0
146,0,Яранск,17252.0,1.0,0.0
147,0,Пыталово,5826.0,1.0,0.0
148,0,Хадыженск,21580.0,1.0,0.0
149,0,Оленёк,2273.0,1.0,0.0
150,0,Новоалтайск,73134.0,1.0,0.0
151,0,Новосиль,3799.0,1.0,0.0
152,0,Грязи,46798.0,1.0,0.0
153,0,Орёл,317854.0,1.0,0.0
154,0,Нижний Ломов,22678.0,1.0,0.0
155,0,Сеймчан,2064.0,1.0,0.0
156,0,Купино,15448.0,1.0,0.0
157,0,Сургут,38922.0,1.0,0.0
158,0,Горнозаводск,12334.0,1.0,0.0
159,0,Стрежевой,42216.0,1.0,0.0
160,0,Чайковский,82933.0,1.0,0.0
161,0,Абакан,165183.0,1.0,0.0
162,0,Шахты,240152.0,1.0,0.0
163,0,Боготол,21029.0,1.0,0.0
164,0,Пустошка,4619.0,1.0,0.0
165,0,Альметьевск,146309.0,1.0,0.0
166,0,Шахтерск,48759.0,1.0,0.0
167,0,Туймазы,66849.0,1.0,0.0
168,0,Валуйки,35322.0,1.0,0.0
169,0,Дубна,70569.0,1.0,0.0
170,0,Луга,36409.0,1.0,0.0
171,0,Пикалёво,19981.0,1.0,0.0
172,0,Волгодонск,170621.0,1.0,0.0
173,0,Карпинск,29118.0,1.0,0.0
174,0,Протвино,37308.0,1.0,0.0
175,0,Артёмовск,74072.0,1.0,0.0
176,0,Бобров,19738.0,1.0,0.0
177,0,Сатка,45465.0,1.0,0.0
178,0,Волчанск,10008.0,1.0,0.0
179,0,Инта,32021.0,1.0,0.0
180,0,Ряжск,21676.0,1.0,0.0
181,0,Карабаш,13151.0,1.0,0.0
182,0,Кольчугино,45804.0,1.0,0.0
183,0,Кисловодск,128502.0,1.0,0.0
184,0,Рыбинск,10683.0,1.0,0.0
185,0,Льгов,21452.0,1.0,0.0
186,0,Бежаницы,4141.0,1.0,0.0
187,0,Светлогорск (Красноярск.),876.0,1.0,0.0
188,0,Ступино,66942.0,1.0,0.0
189,0,Хасавюрт,133929.0,1.0,0.0
190,0,Макарьев,7114.0,1.0,0.0
191,0,Судак,16492.0,1.0,0.0
192,0,Порхов,10608.0,1.0,0.0
193,0,Лесной,52464.0,1.0,0.0
194,0,Феодосия,69038.0,1.0,0.0
195,0,Белозерск,9614.0,1.0,0.0
196,0,Обнинск,104798.0,1.0,0.0
197,0,Старый Оскол,221163.0,1.0,0.0
198,0,Искитим,60072.0,1.0,0.0
199,0,Нарткала,31679.0,1.0,0.0
200,0,Дубовка,14345.0,1.0,0.0
201,0,Курильск,2070.0,1.0,0.0
202,0,Гусиноозёрск,23280.0,1.0,0.0
203,0,Диксон,548.0,1.0,0.0
204,0,Коркино,38950.0,1.0,0.0
205,0,Санкт-Петербург,4848742.0,1.0,0.0
206,0,Бодайбо,15331.0,1.0,0.0
207,0,Кандалакша,35659.0,1.0,0.0
208,0,Макушино,8337.0,1.0,0.0
209,0,Козьмодемьянск,21262.0,1.0,0.0
210,0,Славянск-на-Кубани,63768.0,1.0,0.0
211,0,Абдулино,20663.0,1.0,0.0
212,0,Байкальск,13589.0,1.0,0.0
213,0,Нюрба,10156.0,1.0,0.0
214,0,Нелидово,22886.0,1.0,0.0
215,0,Красный Холм,5608.0,1.0,0.0
216,0,Кизел,20277.0,1.0,0.0
217,0,Десногорск,29677.0,1.0,0.0
218,0,Курган,47974.0,1.0,0.0
219,0,Богородицк,31897.0,1.0,0.0
220,0,Известковый,1536.0,1.0,0.0
221,0,Жиганск,3420.0,1.0,0.0
222,0,Хилок,11530.0,1.0,0.0
223,0,Калевала,3855.0,1.0,0.0
224,0,Нижнекамск,234108.0,1.0,0.0
225,0,Магадан,95925.0,1.0,0.0
226,0,Калачинск,24000.0,1.0,0.0
227,0,Анадырь,13053.0,1.0,0.0
228,0,Хонуу,2476.0,1.0,0.0
229,0,Ноглики,10151.0,1.0,0.0
230,0,Инсар,8687.0,1.0,0.0
231,0,Волжский,314436.0,1.0,0.0
232,0,Кингисепп,9797.0,1.0,0.0
233,0,Нижние Серги,11217.0,1.0,0.0
234,0,Чернушка,33275.0,1.0,0.0
235,0,Любань,4188.0,1.0,0.0
236,0,Новоуральск,91813.0,1.0,0.0
237,0,Вуктыл,12357.0,1.0,0.0
238,0,Котлас,60562.0,1.0,0.0
239,0,Перевоз,9201.0,1.0,0.0
240,0,Урай,39435.0,1.0,0.0
241,0,Кондопога,32978.0,1.0,0.0
242,0,Междуреченск,101995.0,1.0,0.0
243,0,Усмань,18752.0,1.0,0.0
244,0,Ярославль,591486.0,1.0,0.0
245,0,Батагай,3647.0,1.0,0.0
246,0,Борзя,31376.0,1.0,0.0
247,0,Новороссийск,241788.0,1.0,0.0
248,0,Спас-Клепики,5917.0,1.0,0.0
249,0,Тихвин,58843.0,1.0,0.0
250,0,Сухой Лог,34836.0,1.0,0.0
251,0,Майкоп,144055.0,1.0,0.0
252,0,Заволжск,12045.0,1.0,0.0
253,0,Ейск,87771.0,1.0,0.0
254,0,Углич,34505.0,1.0,0.0
255,0,Лысьва,67712.0,1.0,0.0
256,0,Арамиль,14227.0,1.0,0.0
257,0,Удачный,12611.0,1.0,0.0
258,0,Велиж,7620.0,1.0,0.0
259,0,Чокурдах,2085.0,1.0,0.0
260,0,Остров,2177.0,1.0,0.0
261,0,Ковров,145492.0,1.0,0.0
262,0,Курск,7721.0,1.0,0.0
263,0,Омсукчан,3707.0,1.0,0.0
264,0,Тайшет,8981.0,1.0,0.0
265,0,Камбарка,11028.0,1.0,0.0
266,0,Элиста,103728.0,1.0,0.0
267,0,Качканар,42563.0,1.0,0.0
268,0,Вятские Поляны,35159.0,1.0,0.0
269,0,Терек,19170.0,1.0,0.0
270,0,Дегтярск,15521.0,1.0,0.0
271,0,Иваново,409277.0,1.0,0.0
272,0,Черноморское,11379.0,1.0,0.0
273,0,Тара,26664.0,1.0,0.0
274,0,Сыктывкар,235006.0,1.0,0.0
275,0,Алатырь,38202.0,1.0,0.0
276,0,Богданович,31752.0,1.0,0.0
277,0,Павловская,65842.0,1.0,0.0
278,0,Южно-Сухокумск,10048.0,1.0,0.0
279,0,Макаров,6393.0,1.0,0.0
280,0,Рязань,525062.0,1.0,0.0
281,0,Чернолучье,258.0,1.0,0.0
282,0,Белореченск,53891.0,1.0,0.0
283,0,Симферополь (Крым),332317.0,1.0,0.0
284,0,Туапсе,63233.0,1.0,0.0
285,0,Изборск,789.0,1.0,0.0
286,0,Светлоград,38520.0,1.0,0.0
287,0,Петров Вал,13264.0,1.0,0.0
288,0,Таганрог,257692.0,1.0,0.0
289,0,Спас-Деменск,4904.0,1.0,0.0
290,0,Котово,24104.0,1.0,0.0
291,0,Оленегорск,23079.0,1.0,0.0
292,0,Данков,21056.0,1.0,0.0
293,0,Задонск,9695.0,1.0,0.0
294,0,Саянск,40786.0,1.0,0.0
295,0,Туринск,17990.0,1.0,0.0
296,0,Кирсанов,17240.0,1.0,0.0
297,0,Новокузнецк,547885.0,1.0,0.0
298,0,Майский,26755.0,1.0,0.0
299,0,Салехард,42494.0,1.0,0.0
300,0,Пржевальское,1438.0,1.0,0.0
301,0,Балей,12536.0,1.0,0.0
302,0,Каменка,39579.0,1.0,0.0
303,0,Кунгур,67857.0,1.0,0.0
304,0,Волжск,314436.0,1.0,0.0
305,0,Первоуральск,149800.0,1.0,0.0
306,0,Бокситогорск,16593.0,1.0,0.0
307,0,Поворино,17692.0,1.0,0.0
308,0,Осташков,18073.0,1.0,0.0
309,0,Переславль-Залесский,41923.0,1.0,0.0
310,0,Железнодорожный,151985.0,1.0,0.0
311,0,Фокино (ЗАТО),23100.0,1.0,0.0
312,0,Чебаркуль,43405.0,1.0,0.0
313,0,Дорогобуж,10720.0,1.0,0.0
314,0,Янаул,26988.0,1.0,0.0
315,0,Рудня,10029.0,1.0,0.0
316,0,Карагайский,6682.0,1.0,0.0
317,0,Питкяранта,11484.0,1.0,0.0
318,0,Дзержинск,47125.0,1.0,0.0
319,0,Болотное,16969.0,1.0,0.0
320,0,Ростов Великий,30969.0,1.0,0.0
321,0,Синяя Осока,132.0,1.0,0.0
322,0,Энгельс,202838.0,1.0,0.0
323,0,Сасово,28117.0,1.0,0.0
324,0,Миньяр,10195.0,1.0,0.0
325,0,Фурманов,36149.0,1.0,0.0
326,0,Андреаполь,8265.0,1.0,0.0
327,0,Павловск,25126.0,1.0,0.0
328,0,Усть-Катав,23586.0,1.0,0.0
329,0,Бабаево,12074.0,1.0,0.0
330,0,Пучеж,8583.0,1.0,0.0
331,0,Солнечногорск,52996.0,1.0,0.0
332,0,Георгиевск,72126.0,1.0,0.0
333,0,Новоаннинский,17911.0,1.0,0.0
334,0,Реж,38709.0,1.0,0.0
335,0,Губкинский,23340.0,1.0,0.0
336,0,Усть-Нера,5173.0,1.0,0.0
337,0,Туран,4988.0,1.0,0.0
338,0,Самара,1164900.0,1.0,0.0
339,0,Хоста,78533.0,1.0,0.0
340,0,Лукоянов,14949.0,1.0,0.0
341,0,Клинцы,62510.0,1.0,0.0
342,0,Новая Ляля,12400.0,1.0,0.0
343,0,Кириллов,7735.0,1.0,0.0
344,0,Темрюк,38014.0,1.0,0.0
345,0,Минеральные Воды,76715.0,1.0,0.0
346,0,Узловая,55282.0,1.0,0.0
347,0,Мытищи,173341.0,1.0,0.0
348,0,Покачи,17053.0,1.0,0.0
349,0,Сосногорск,27809.0,1.0,0.0
350,0,Каргат,10620.0,1.0,0.0
351,0,Богучар,11811.0,1.0,0.0
352,0,Чумикан,1959.0,1.0,0.0
353,0,Ярцево,47853.0,1.0,0.0
354,0,Ростов-на-Дону,1091544.0,1.0,0.0
355,0,Лахденпохья,7818.0,1.0,0.0
356,0,Няндома,22354.0,1.0,0.0
357,0,Кумертау,62854.0,1.0,0.0
358,0,Выборг,80013.0,1.0,0.0
359,0,Чусовой,46740.0,1.0,0.0
360,0,Нефтекамск,121757.0,1.0,0.0
361,0,Торопец,13018.0,1.0,0.0
362,0,Заречный,63579.0,1.0,0.0
363,0,Жирновск,16890.0,1.0,0.0
364,0,Адлер,109539.0,1.0,0.0
365,0,Октябрьский,109379.0,1.0,0.0
366,0,Ханты-Мансийск,20283.0,1.0,0.0
367,0,Нязепетровск,12452.0,1.0,0.0
368,0,Гагарин,31721.0,1.0,0.0
369,0,Черемхово,52650.0,1.0,0.0
370,0,Мама,14432.0,1.0,0.0
371,0,Скопин,30374.0,1.0,0.0
372,0,Кодинск,14835.0,1.0,0.0
373,0,Калач-на-Дону,26892.0,1.0,0.0
374,0,Оренбург,20663.0,1.0,0.0
375,0,Кушва,33027.0,1.0,0.0
376,0,Грязовец,15528.0,1.0,0.0
377,0,Мураши,6752.0,1.0,0.0
378,0,Химки,207125.0,1.0,0.0
379,0,Бородино,17423.0,1.0,0.0
380,0,Нижний Новгород,1250615.0,1.0,0.0
381,0,Аксай,41984.0,1.0,0.0
382,0,Шуя,58528.0,1.0,0.0
383,0,Тотьма,9784.0,1.0,0.0
384,0,Пестово,15911.0,1.0,0.0
385,0,Рубцовск,146386.0,1.0,0.0
386,0,Новоалександровск,26759.0,1.0,0.0
387,0,Еманжелинск,30218.0,1.0,0.0
388,0,Алдан,21277.0,1.0,0.0
389,0,Ленинск,95300.0,1.0,0.0
390,0,Беслан,36724.0,1.0,0.0
391,0,Киржач,30044.0,1.0,0.0
392,0,Советский,26434.0,1.0,0.0
393,0,Сортавала,19215.0,1.0,0.0
394,0,Сухиничи,16295.0,1.0,0.0
395,0,Дмитров,61454.0,1.0,0.0
396,0,Петровск,18555.0,1.0,0.0
397,0,Рассказово,45484.0,1.0,0.0
398,0,Данилов,15861.0,1.0,0.0
399,0,Партизанск,38648.0,1.0,0.0
400,0,Лесосибирск,61146.0,1.0,0.0
401,0,Буинск,20342.0,1.0,0.0
402,0,Нерехта,22817.0,1.0,0.0
403,0,Толька,4662.0,1.0,0.0
404,0,Краснокамск,52632.0,1.0,0.0
405,0,Горно-Алтайск,62861.0,1.0,0.0
406,0,Трёхгорный,32355.0,1.0,0.0
407,0,Славгород,30370.0,1.0,0.0
408,0,Сунтар,9826.0,1.0,0.0
409,0,Ливны,50430.0,1.0,0.0
410,0,Могоча,13228.0,1.0,0.0
411,0,Верхотурье,8815.0,1.0,0.0
412,0,Бутурлиновка,27208.0,1.0,0.0
413,0,Боровичи,54731.0,1.0,0.0
414,0,Сорск,12140.0,1.0,0.0
415,0,Приобье,7327.0,1.0,0.0
416,0,Анапа,58983.0,1.0,0.0
417,0,Полярные Зори,15106.0,1.0,0.0
418,0,Духовщина,4370.0,1.0,0.0
419,0,Меленки,15208.0,1.0,0.0
420,0,Чапаевск,72689.0,1.0,0.0
421,0,Вольск,66520.0,1.0,0.0
422,0,Тула,501129.0,1.0,0.0
423,0,Морозовск,27644.0,1.0,0.0
424,0,Нальчик,240095.0,1.0,0.0
425,0,Медынь,8298.0,1.0,0.0
426,0,Зырянка,3170.0,1.0,0.0
427,0,Когалым,58192.0,1.0,0.0
428,0,Суровикино,20527.0,1.0,0.0
429,0,Миллерово,36493.0,1.0,0.0
430,0,Петровск-Забайкальский,18555.0,1.0,0.0
431,0,Новопавловск,26556.0,1.0,0.0
432,0,Александровск,14868.0,1.0,0.0
433,0,Симеиз,3916.0,1.0,0.0
434,0,Болхов,11421.0,1.0,0.0
435,0,Кимры,49623.0,1.0,0.0
436,0,Егорьевск,70133.0,1.0,0.0
437,0,Свободный,58594.0,1.0,0.0
438,0,Большой Камень (ЗАТО),37918.0,1.0,0.0
439,0,Таксимо,8114.0,1.0,0.0
440,0,Мантурово,17479.0,1.0,0.0
441,0,Зима,32522.0,1.0,0.0
442,0,Подольск,187956.0,1.0,0.0
443,0,Северодвинск,192265.0,1.0,0.0
444,0,Кавалерово,14437.0,1.0,0.0
445,0,Топки,28642.0,1.0,0.0
446,0,Печоры,12308.0,1.0,0.0
447,0,Кыштым,38950.0,1.0,0.0
448,0,Новозыбков,40552.0,1.0,0.0
449,0,Тверь,403726.0,1.0,0.0
450,0,Мурманск,59690.0,1.0,0.0
451,0,Нижнеудинск,6751.0,1.0,0.0
452,0,Верхний Уфалей,30504.0,1.0,0.0
453,0,Снежинск,48896.0,1.0,0.0
454,0,Минусинск,71171.0,1.0,0.0
455,0,Троицк,78637.0,1.0,0.0
456,0,Саранск,318841.0,1.0,0.0
457,0,Южно-Сахалинск,181727.0,1.0,0.0
458,0,Ершов,21447.0,1.0,0.0
459,0,Саккырыр,1722.0,1.0,0.0
460,0,Калязин,13870.0,1.0,0.0
461,0,Яровое,18085.0,1.0,0.0
462,0,Харовск,10078.0,1.0,0.0
463,0,Чита,323964.0,1.0,0.0
464,0,Усть-Кут,45061.0,1.0,0.0
465,0,Грозный,271596.0,1.0,0.0
466,0,Белоярский,20283.0,1.0,0.0
467,0,Бикин,17156.0,1.0,0.0
468,0,Певек,4161.0,1.0,0.0
469,0,Новгород Великий,222868.0,1.0,0.0
470,0,Верещагино,22760.0,1.0,0.0
471,0,Луховицы,29849.0,1.0,0.0
472,0,Кубинка,22918.0,1.0,0.0
473,0,Валдай,16099.0,1.0,0.0
474,0,Евпатория,105719.0,1.0,0.0
475,0,Брянск,415640.0,1.0,0.0
476,0,Наро-Фоминск,18467.0,1.0,0.0
477,0,Гулькевичи,35225.0,1.0,0.0
478,0,Тында,35574.0,1.0,0.0
479,0,Тамбов,15211.0,1.0,0.0
480,0,Ипатово,26055.0,1.0,0.0
481,0,Первомайск,14567.0,1.0,0.0
482,0,Кемерово,532884.0,1.0,0.0
483,0,Лениногорск,64145.0,1.0,0.0
484,0,Тайга,25330.0,1.0,0.0
485,0,Серов,99381.0,1.0,0.0
486,0,Черногорск,72117.0,1.0,0.0
487,0,Усть-Илимск,86591.0,1.0,0.0
488,0,Юрьевец,10205.0,1.0,0.0
489,0,Шушенское,17142.0,1.0,0.0
490,0,Мичуринск,98758.0,1.0,0.0
491,0,Старая Русса,32235.0,1.0,0.0
492,0,Прокопьевск,210150.0,1.0,0.0
493,0,Азов,82882.0,1.0,0.0
494,0,Комсомольск,8693.0,1.0,0.0
495,0,Асино,25614.0,1.0,0.0
496,0,Добрянка,35720.0,1.0,0.0
497,0,Ленск,24955.0,1.0,0.0
498,0,Иркутск,6751.0,1.0,0.0
499,0,Кызыл,109906.0,1.0,0.0
500,0,Суздаль,10535.0,1.0,0.0
501,0,Темников,7247.0,1.0,0.0
502,0,Среднеколымск,3525.0,1.0,0.0
503,0,Невель,16324.0,1.0,0.0
504,0,Бежецк,24517.0,1.0,0.0
505,0,Струнино,14372.0,1.0,0.0
506,0,Мценск,43216.0,1.0,0.0
507,0,Кувандык,26176.0,1.0,0.0
508,0,Суоярви,9763.0,1.0,0.0
509,0,Багдарин,4875.0,1.0,0.0
510,0,Мотыгино,5902.0,1.0,0.0
511,0,Байкит,3513.0,1.0,0.0
512,0,Владикавказ,311635.0,1.0,0.0
513,0,Будённовск,62073.0,1.0,0.0
514,0,Таруса,9656.0,1.0,0.0
515,0,Михайловск,9215.0,1.0,0.0
516,0,Нефтекумск,27700.0,1.0,0.0
517,0,Аян,1895.0,1.0,0.0
518,0,Белокуриха,15072.0,1.0,0.0
519,0,Лесозаводск,36975.0,1.0,0.0
520,0,Завитинск,11481.0,1.0,0.0
521,0,Казачинское,3604.0,1.0,0.0
522,0,Куртамыш,17098.0,1.0,0.0
523,0,Верхнеуральск,9459.0,1.0,0.0
524,0,Пенза,519592.0,1.0,0.0
525,0,Александров,61544.0,1.0,0.0
526,0,Сорочинск,30136.0,1.0,0.0
527,0,Лодейное Поле,21053.0,1.0,0.0
528,0,Смоленск,7620.0,1.0,0.0
529,0,Весьегонск,7330.0,1.0,0.0
530,0,Фатеж,5404.0,1.0,0.0
531,0,Прохладный,59595.0,1.0,0.0
532,0,Дагомыс,74737.0,1.0,0.0
533,0,Любим,5553.0,1.0,0.0
534,0,Сысерть,20594.0,1.0,0.0
535,0,Киров,31888.0,1.0,0.0
536,0,Краснослободск,16007.0,1.0,0.0
537,0,Болгар,8650.0,1.0,0.0
538,0,Оха,7597.0,1.0,0.0
539,0,Бронницы,21102.0,1.0,0.0
540,0,Белая Гора,2058.0,1.0,0.0
541,0,Бузулук,82816.0,1.0,0.0
542,0,Усть-Лабинск,43268.0,1.0,0.0
543,0,Городовиковск,9565.0,1.0,0.0
544,0,Канск,94230.0,1.0,0.0
545,0,Ковылкино,21307.0,1.0,0.0
546,0,Мамадыш,14432.0,1.0,0.0
547,0,Белово,76752.0,1.0,0.0
548,0,Отрадный,47709.0,1.0,0.0
549,0,Волгоград,1021244.0,1.0,0.0
550,0,Асбест,70067.0,1.0,0.0
551,0,Лакинск,15707.0,1.0,0.0
552,0,Новосибирск,30250.0,1.0,0.0
553,0,Арсеньев,56742.0,1.0,0.0
554,0,Устюжна,9478.0,1.0,0.0
555,0,Муром,116078.0,1.0,0.0
556,0,Павловский Посад,63771.0,1.0,0.0
557,0,Юхнов,7056.0,1.0,0.0
558,0,Кондрово,16672.0,1.0,0.0
559,0,Колпино,147965.0,1.0,0.0
560,0,Холм,3829.0,1.0,0.0
561,0,Сердобск,35393.0,1.0,0.0
562,0,Острогожск,33842.0,1.0,0.0
563,0,Малоархангельск,3872.0,1.0,0.0
564,0,Калач,26892.0,1.0,0.0
565,0,Слюдянка,18542.0,1.0,0.0
566,0,Почеп,17933.0,1.0,0.0
567,0,Сочи,343285.0,1.0,0.0
568,0,Нарьян-Мар,21296.0,1.0,0.0
569,0,Катайск,14017.0,1.0,0.0
570,0,Сланцы,33587.0,1.0,0.0
571,0,Михайлов,59153.0,1.0,0.0
572,0,Уварово,26829.0,1.0,0.0
573,0,Щучье,10971.0,1.0,0.0
574,0,Сусуман,5865.0,1.0,0.0
575,0,Вологда,301642.0,1.0,0.0
576,0,Борисоглебск,65585.0,1.0,0.0
577,0,Хатанга,4684.0,1.0,0.0
578,0,Шатура,32836.0,1.0,0.0
579,0,Гудермес,45643.0,1.0,0.0
580,0,Озеро-Карачинское,1507.0,1.0,0.0
581,0,Алексеевка,39026.0,1.0,0.0
582,0,Пряжа,3487.0,1.0,0.0
583,0,Злынка,5507.0,1.0,0.0
584,0,Стародуб,19010.0,1.0,0.0
585,0,Златоуст,174985.0,1.0,0.0
586,0,Дмитриев-Льговский,7600.0,1.0,0.0
587,0,Ревда,61713.0,1.0,0.0
588,0,Бавлы,22109.0,1.0,0.0
589,0,Барыш,17149.0,1.0,0.0
590,0,Ленинск-Кузнецкий,101666.0,1.0,0.0
591,0,Нурлат,32600.0,1.0,0.0
592,0,Кузнецк,101666.0,1.0,0.0
593,0,Воткинск,100034.0,1.0,0.0
594,0,Камешково,13113.0,1.0,0.0
595,0,Волхов,47344.0,1.0,0.0
596,0,Горняк,13040.0,1.0,0.0
597,0,Нариманов,11386.0,1.0,0.0
598,0,Алексин,61738.0,1.0,0.0
599,0,Берёзово,7050.0,1.0,0.0
600,0,Сибай,62732.0,1.0,0.0
