transport,departure,arrival,passengers
avia,Грозный,Хабаровск,5
avia,Ульяновск,Тюмень,8
avia,Пенза,Пермь,6
avia,Симферополь (Крым),Липецк,4
avia,Барнаул,Липецк,7
avia,Воронеж,Нижневартовск,6
avia,Магадан,Благовещенск,7
avia,Нижний Новгород,Ижевск,7
avia,Уфа,Белоярский,4
avia,Якутск,Казань,7
avia,Благовещенск,Улан-Удэ,8
avia,Усинск,Сургут,7
avia,Ухта,Ростов-на-Дону,8
avia,Липецк,Красноярск,5
avia,Магнитогорск,Нижний Новгород,5
avia,Нижний Новгород,Южно-Сахалинск,6
avia,Челябинск,Владивосток,5
avia,Якутск,Ульяновск,5
avia,Грозный,Пенза,6
avia,Киров,Сургут,7
avia,Красный Чикой,Чита,8
avia,Мирный,Ростов-на-Дону,5
avia,Нижнекамск,Владикавказ,7
avia,Ноябрьск,Хабаровск,8
avia,Петропавловск-Камчатский,Калининград,8
avia,Челябинск,Норильск,5
avia,Владивосток,Ростов-на-Дону,8
avia,Назрань,Иркутск,6
avia,Новый Уренгой,Ульяновск,8
avia,Пенза,Новый Уренгой,5
avia,Салехард,Нижнекамск,8
avia,Сочи,Петрозаводск,6
avia,Тикси,Москва,6
avia,Архангельск,Липецк,6
avia,Якутск,Вилюйск,7
avia,Благовещенск,Пермь,8
avia,Сыктывкар,Пермь,7
avia,Ростов-на-Дону,Когалым,8
avia,Симферополь (Крым),Салехард,6
avia,Белгород,Грозный,4
avia,Астрахань,Минеральные Воды,5
avia,Братск,Сочи,8
avia,Киров,Белгород,4
avia,Нижневартовск,Томск,7
avia,Сыктывкар,Новый Уренгой,7
avia,Волгоград,Сыктывкар,6
avia,Красноярск,Барнаул,5
avia,Абакан,Иркутск,5
avia,Краснодар,Анадырь,7
avia,Хабаровск,Чумикан,6
avia,Благовещенск,Махачкала,7
avia,Новосибирск,Назрань,5
avia,Череповец,Ухта,8
avia,Барнаул,Уфа,7
avia,Диксон,Норильск,6
avia,Владикавказ,Новый Уренгой,5
avia,Ставрополь,Волгоград,5
avia,Томск,Пермь,6
avia,Архангельск,Южно-Сахалинск,6
avia,Оренбург,Архангельск,7
avia,Ростов-на-Дону,Псков,8
avia,Анапа,Надым,5
avia,Нижневартовск,Красноярск,4
avia,Сеймчан,Магадан,7
avia,Орск,Минеральные Воды,7
avia,Сочи,Липецк,4
avia,Таксимо,Москва,8
avia,Южно-Сахалинск,Нижний Новгород,6
avia,Благовещенск,Анапа,4
avia,Петрозаводск,Тюмень,6
avia,Нарьян-Мар,Мурманск,8
avia,Омск,Владивосток,5
avia,Сургут,Нижнекамск,6
avia,Геленджик,Пермь,6
avia,Екатеринбург,Магадан,5
avia,Казань,Нерюнгри,6
avia,Якутск,Махачкала,8
avia,Хандыга,Якутск,7
avia,Минеральные Воды,Петрозаводск,8
avia,Ухта,Ульяновск,8
avia,Улан-Удэ,Сургут,8
avia,Махачкала,Воронеж,5
avia,Краснодар,Удачный,7
avia,Магнитогорск,Хабаровск,6
avia,Новокузнецк,Грозный,4
avia,Ноябрьск,Курган,8
avia,Пермь,Сыктывкар,7
avia,Саратов,Хабаровск,6
avia,Ставрополь,Улан-Удэ,6
avia,Астрахань,Саратов,6
avia,Вилюйск,Якутск,6
avia,Курган,Сочи,4
avia,Надым,Иркутск,7
avia,Южно-Сахалинск,Воронеж,7
avia,Оренбург,Нижний Новгород,5
avia,Сургут,Киров,7
avia,Владивосток,Мурманск,6
avia,Владивосток,Ставрополь,7
avia,Пенза,Сургут,5
avia,Томск,Архангельск,7
avia,Тюмень,Томск,8
avia,Калининград,Южно-Сахалинск,6
avia,Нижневартовск,Владивосток,5
avia,Омск,Петропавловск-Камчатский,8
avia,Ростов-на-Дону,Мирный,6
avia,Сургут,Усинск,8
avia,Магнитогорск,Иркутск,8
avia,Ставрополь,Омск,8
avia,Мирный,Минеральные Воды,4
avia,Ульяновск,Ставрополь,6
avia,Новосибирск,Анадырь,5
avia,Тюмень,Нальчик,4
avia,Астрахань,Воронеж,6
avia,Ленск,Братск,7
avia,Нижнекамск,Томск,5
avia,Усинск,Ульяновск,5
avia,Благовещенск,Новый Уренгой,5
avia,Минеральные Воды,Магадан,6
avia,Мурманск,Владивосток,7
avia,Абакан,Ростов-на-Дону,6
avia,Иркутск,Ульяновск,5
avia,Самара,Белоярский,8
avia,Саратов,Киров,7
avia,Братск,Пермь,7
avia,Иркутск,Оренбург,7
avia,Кемерово,Сыктывкар,6
avia,Нижневартовск,Саратов,4
avia,Нижний Новгород,Магадан,7
avia,Нижнекамск,Новокузнецк,8
avia,Салехард,Геленджик,4
avia,Хабаровск,Уфа,5
avia,Санкт-Петербург,Воркута,4
avia,Иркутск,Абакан,5
avia,Геленджик,Уфа,6
avia,Магадан,Нерюнгри,5
avia,Братск,Барнаул,6
avia,Нижневартовск,Нарьян-Мар,6
avia,Омск,Чита,6
avia,Назрань,Красноярск,6
avia,Калининград,Бугульма,6
avia,Пермь,Чита,5
avia,Самара,Нарьян-Мар,5
avia,Светлогорск (Красноярск.),Красноярск,5
avia,Ростов-на-Дону,Южно-Сахалинск,5
avia,Ульяновск,Ухта,6
avia,Берёзово,Москва,5
avia,Пермь,Петрозаводск,7
avia,Воркута,Санкт-Петербург,4
avia,Омск,Абакан,5
avia,Барнаул,Махачкала,8
avia,Казань,Мирный,4
avia,Нижний Новгород,Иркутск,6
avia,Норильск,Владивосток,5
avia,Томск,Ижевск,7
avia,Ханты-Мансийск,Оренбург,8
avia,Уфа,Барнаул,7
avia,Омск,Саранск,7
avia,Ухта,Самара,7
avia,Белгород,Нарьян-Мар,6
avia,Магадан,Казань,6
avia,Казань,Якутск,7
avia,Магнитогорск,Новый Уренгой,7
avia,Самара,Когалым,5
avia,Тюмень,Бугульма,7
avia,Киров,Томск,8
avia,Курган,Калининград,7
avia,Оренбург,Сургут,7
avia,Нальчик,Нижний Новгород,6
avia,Ноябрьск,Челябинск,7
avia,Белгород,Томск,8
avia,Владивосток,Самара,6
avia,Липецк,Краснодар,8
avia,Назрань,Казань,5
avia,Пенза,Ростов-на-Дону,6
avia,Салехард,Нижний Новгород,6
avia,Сочи,Петропавловск-Камчатский,5
avia,Усть-Кут,Красноярск,4
avia,Мурманск,Грозный,5
avia,Санкт-Петербург,Горно-Алтайск,5
avia,Улан-Удэ,Екатеринбург,7
avia,Нижний Новгород,Саратов,7
avia,Пермь,Норильск,5
avia,Ставрополь,Новосибирск,5
avia,Братск,Тюмень,5
avia,Киров,Волгоград,4
avia,Сочи,Владивосток,7
avia,Сыктывкар,Омск,8
avia,Хабаровск,Нижний Новгород,6
avia,Ульяновск,Ростов-на-Дону,7
avia,Анапа,Салехард,7
avia,Калининград,Липецк,4
avia,Тюмень,Мирный,8
avia,Анадырь,Магадан,5
avia,Владивосток,Махачкала,7
avia,Надым,Самара,6
avia,Пенза,Анапа,8
avia,Салехард,Калининград,7
avia,Сочи,Братск,5
avia,Красноярск,Красноярск,4
avia,Омск,Липецк,5
avia,Сургут,Салехард,7
avia,Абакан,Нижний Новгород,7
avia,Барнаул,Челябинск,6
avia,Екатеринбург,Нарьян-Мар,8
avia,Магадан,Омсукчан,8
avia,Норильск,Новый Уренгой,4
avia,Саратов,Грозный,4
avia,Ставрополь,Екатеринбург,7
avia,Астрахань,Братск,7
avia,Ростов-на-Дону,Салехард,8
avia,Хабаровск,Казань,4
avia,Ульяновск,Иркутск,6
avia,Нижневартовск,Ставрополь,6
avia,Петрозаводск,Пермь,8
avia,Симферополь (Крым),Абакан,6
avia,Надым,Казань,6
avia,Усинск,Астрахань,6
avia,Апатиты,Уфа,7
avia,Петропавловск-Камчатский,Белгород,4
avia,Воронеж,Барнаул,5
avia,Новосибирск,Липецк,4
avia,Санкт-Петербург,Анадырь,4
avia,Симферополь (Крым),Надым,5
avia,Тюмень,Талакан,6
avia,Геленджик,Салехард,6
avia,Пермь,Геленджик,6
avia,Салехард,Сургут,8
avia,Ханты-Мансийск,Саратов,5
avia,Бодайбо,Красноярск,5
avia,Чебоксары,Сургут,7
avia,Воронеж,Чебоксары,8
avia,Кемерово,Воронеж,7
avia,Омск,Улан-Удэ,5
avia,Ухта,Усинск,5
avia,Анапа,Ижевск,5
avia,Чита,Салехард,8
avia,Белгород,Ноябрьск,7
avia,Махачкала,Иркутск,6
avia,Челябинск,Ижевск,7
avia,Астрахань,Симферополь (Крым),6
avia,Грозный,Сыктывкар,7
avia,Южно-Сахалинск,Екатеринбург,4
avia,Оренбург,Уфа,5
avia,Ижевск,Краснодар,7
avia,Нальчик,Томск,7
avia,Самара,Усинск,4
avia,Владивосток,Сургут,5
avia,Казань,Магадан,5
avia,Магадан,Абакан,6
avia,Нижний Новгород,Геленджик,7
avia,Пенза,Уфа,8
avia,Благовещенск,Ставрополь,7
avia,Улан-Удэ,Омск,7
avia,Калининград,Якутск,4
avia,Ухта,Белгород,7
avia,Анадырь,Санкт-Петербург,6
avia,Курган,Краснодар,8
avia,Самара,Казань,7
avia,Саратов,Новосибирск,6
avia,Ставрополь,Пенза,7
avia,Уфа,Омск,6
avia,Брянск,Сочи,7
avia,Ростов-на-Дону,Ханты-Мансийск,5
bus,Москва,Санкт-Петербург,230281
bus,Санкт-Петербург,Москва,189247
bus,Москва,Переславль-Залесский,85317
bus,Москва,Ростов-на-Дону,79014
bus,Ростов-на-Дону,Москва,55160
bus,Москва,Киржач,48825
bus,Москва,Ярославль,37799
bus,Санкт-Петербург,Тихвин,39483
bus,Москва,Пенза,39839
bus,Москва,Воронеж,36618
bus,Москва,Рязань,36896
bus,Москва,Нижний Новгород,28412
bus,Екатеринбург,Челябинск,26520
bus,Челябинск,Екатеринбург,26682
bus,Москва,Тула,26891
bus,Москва,Каменск-Шахтинский,24663
bus,Воронеж,Москва,25918
bus,Санкт-Петербург,Новгород Великий,23400
bus,Ярославль,Москва,24723
bus,Москва,Липецк,24848
bus,Москва,Елец,23878
bus,Москва,Астрахань,21499
bus,Москва,Алексин,23496
bus,Санкт-Петербург,Смоленск,20752
bus,Москва,Тамбов,21217
bus,Москва,Ставрополь,19738
bus,Москва,Старый Оскол,19025
bus,Москва,Кольчугино,18906
bus,Москва,Белгород,17868
bus,Москва,Саратов,17919
bus,Санкт-Петербург,Псков,17679
bus,Москва,Смоленск,17264
bus,Нижний Новгород,Москва,16697
bus,Москва,Ржев,16976
bus,Москва,Волгоград,16670
bus,Москва,Волгодонск,16864
bus,Москва,Узловая,17000
bus,Киржач,Москва,16295
bus,Тула,Москва,16094
bus,Москва,Иваново,15959
bus,Москва,Скопин,15283
bus,Смоленск,Санкт-Петербург,14722
bus,Екатеринбург,Уфа,14696
bus,Москва,Касимов,13989
bus,Рязань,Москва,13652
bus,Москва,Чебоксары,12775
bus,Москва,Нелидово,12981
bus,Москва,Моршанск,13706
bus,Новгород Великий,Санкт-Петербург,12831
bus,Владимир,Иваново,12201
bus,Москва,Пущино,12373
bus,Москва,Михайлов,12516
bus,Кимры,Тверь,12344
bus,Москва,Симферополь (Крым),11729
bus,Москва,Таганрог,11938
bus,Екатеринбург,Курган,11546
bus,Москва,Богородицк,10949
bus,Москва,Шацк,11202
bus,Смоленск,Ярцево,10724
bus,Липецк,Москва,9653
bus,Иваново,Владимир,10205
bus,Иркутск,Братск,9578
bus,Санкт-Петербург,Пикалёво,9847
bus,Тверь,Кимры,8764
bus,Москва,Осташков,8790
bus,Москва,Шахты,8821
bus,Тихвин,Санкт-Петербург,9240
bus,Ржев,Москва,9156
bus,Ростов-на-Дону,Ставрополь,9003
bus,Калуга,Тула,8569
bus,Москва,Таруса,8648
bus,Москва,Владимир,8706
bus,Казань,Уфа,8145
bus,Москва,Ливны,8105
bus,Нижневартовск,Сургут,8127
bus,Уфа,Казань,8330
bus,Москва,Руза,7727
bus,Псков,Санкт-Петербург,7626
bus,Москва,Зубцов,8387
bus,Барнаул,Новосибирск,8136
bus,Белгород,Москва,7995
bus,Каменск-Шахтинский,Москва,7478
bus,Новосибирск,Новокузнецк,7574
bus,Москва,Йошкар-Ола,7514
bus,Москва,Верея,7761
bus,Москва,Юхнов,7275
bus,Москва,Дятьково,7557
bus,Москва,Великие Луки,6859
bus,Москва,Зарайск,6819
bus,Ростов-на-Дону,Волгоград,7431
bus,Пенза,Москва,7041
bus,Братск,Иркутск,7340
bus,Москва,Кострома,6780
bus,Иваново,Москва,7264
bus,Нижний Тагил,Екатеринбург,6743
bus,Ростов-на-Дону,Белая Калитва,6955
bus,Москва,Белая Калитва,6682
bus,Москва,Западная Двина,6706
bus,Уфа,Екатеринбург,6933
bus,Тверь,Старица,6452
bus,Ростов-на-Дону,Шахты,6766
bus,Санкт-Петербург,Вологда,6764
bus,Москва,Углич,6191
bus,Санкт-Петербург,Лодейное Поле,6809
bus,Тверь,Бежецк,6040
bus,Москва,Рассказово,6238
bus,Санкт-Петербург,Опочка,6386
bus,Санкт-Петербург,Остров,6058
bus,Москва,Краснодар,5934
bus,Москва,Орёл,6081
bus,Москва,Рославль,5939
bus,Екатеринбург,Нижний Тагил,6091
bus,Санкт-Петербург,Порхов,5798
bus,Москва,Калуга,6167
bus,Москва,Волоколамск,5758
bus,Москва,Богучар,5867
bus,Москва,Балашов,5884
bus,Москва,Кашин,5802
bus,Москва,Камышин,5666
bus,Москва,Псков,5920
bus,Санкт-Петербург,Петрозаводск,5679
bus,Москва,Юрьев-Польский,6055
bus,Санкт-Петербург,Бокситогорск,5616
bus,Ахтубинск,Волгоград,5903
bus,Москва,Данков,5442
bus,Москва,Людиново,5680
bus,Санкт-Петербург,Сясьстрой,5541
bus,Сыктывкар,Киров,5671
bus,Москва,Кинешма,5575
bus,Казань,Чебоксары,5533
bus,Ярцево,Смоленск,5328
bus,Томск,Новосибирск,5217
bus,Москва,Суздаль,5239
bus,Москва,Курск,5256
bus,Москва,Новочеркасск,5430
bus,Екатеринбург,Пермь,5047
bus,Томск,Новокузнецк,5110
bus,Москва,Вологда,5330
bus,Москва,Вязьма,5367
bus,Астрахань,Волгоград,5175
bus,Красноярск,Томск,5449
bus,Елец,Москва,5093
bus,Ярославль,Кострома,5012
bus,Ханты-Мансийск,Сургут,5274
bus,Москва,Ряжск,5189
bus,Москва,Губкин,4938
bus,Санкт-Петербург,Старая Русса,4978
bus,Санкт-Петербург,Гдов,4946
bus,Березники,Пермь,4868
bus,Пущино,Москва,4815
bus,Москва,Киров,5026
bus,Новокузнецк,Новосибирск,5011
bus,Нижний Новгород,Казань,5076
bus,Красноярск,Новокузнецк,4995
bus,Казань,Ульяновск,4826
bus,Москва,Нижний Ломов,4699
bus,Москва,Миллерово,4957
bus,Москва,Жиздра,4857
bus,Бийск,Новосибирск,4861
bus,Москва,Балаково,4623
bus,Москва,Сафоново,4652
bus,Тверь,Вышний Волочёк,4680
bus,Ставрополь,Ростов-на-Дону,4690
bus,Саратов,Пенза,4674
bus,Тобольск,Тюмень,4895
bus,Тамбов,Москва,4799
bus,Москва,Вязники,4750
bus,Иваново,Ярославль,4355
bus,Москва,Рыбинск,4317
bus,Ставрополь,Москва,4606
bus,Сургут,Ханты-Мансийск,4388
bus,Ростов-на-Дону,Краснодар,4270
bus,Москва,Лебедянь,4206
bus,Санкт-Петербург,Ивангород,4475
bus,Петрозаводск,Санкт-Петербург,4396
bus,Великие Луки,Москва,4194
bus,Таганрог,Москва,4511
bus,Уфа,Пермь,4197
bus,Ярославль,Иваново,4248
bus,Москва,Спас-Клепики,4272
bus,Москва,Павловск,4150
bus,Москва,Муром,4111
bus,Волгоград,Ростов-на-Дону,4002
bus,Ижевск,Пермь,4011
bus,Москва,Казань,4144
bus,Рыбинск,Москва,4164
bus,Краснодар,Ставрополь,4360
bus,Тольятти,Казань,4165
bus,Москва,Элиста,4018
bus,Саратов,Москва,3955
bus,Москва,Мценск,4072
bus,Ханты-Мансийск,Тюмень,3867
bus,Москва,Ярцево,3939
bus,Ставрополь,Краснодар,3995
bus,Вологда,Санкт-Петербург,4090
bus,Пенза,Саратов,3849
bus,Владимир,Суздаль,3722
bus,Пермь,Березники,3757
bus,Вологда,Москва,3872
bus,Сыктывкар,Микунь,3793
bus,Красноярск,Абакан,3822
bus,Сургут,Нижневартовск,3822
bus,Пятигорск,Нальчик,3615
bus,Зеленогорск (ЗАТО),Красноярск,3566
bus,Санкт-Петербург,Валдай,3596
bus,Кострома,Москва,3561
bus,Екатеринбург,Нижняя Тура,3564
bus,Москва,Новошахтинск,3556
bus,Москва,Темников,3772
bus,Тула,Калуга,3448
bus,Томск,Кемерово,3591
bus,Ростов-на-Дону,Симферополь (Крым),3667
bus,Казань,Тольятти,3626
bus,Ростов-на-Дону,Воронеж,3468
bus,Санкт-Петербург,Новоржев,3540
bus,Москва,Майкоп,3351
bus,Москва,Можайск,3600
bus,Ярославль,Рыбинск,3514
bus,Санкт-Петербург,Великие Луки,3552
bus,Томск,Красноярск,3654
bus,Пермь,Уфа,3446
bus,Москва,Десногорск,3610
bus,Москва,Протвино,3380
bus,Москва,Керчь,3618
bus,Ростов-на-Дону,Астрахань,3395
bus,Нижний Новгород,Иваново,3521
bus,Кольчугино,Москва,3561
bus,Пермь,Екатеринбург,3412
bus,Канск,Красноярск,3424
bus,Екатеринбург,Губаха,3297
bus,Астрахань,Ростов-на-Дону,3248
bus,Москва,Валуйки,3457
bus,Нижний Тагил,Верхняя Салда,3301
bus,Москва,Ейск,3234
bus,Екатеринбург,Миасс,3354
bus,Ковров,Иваново,3178
bus,Москва,Обнинск,3194
bus,Москва,Гагарин,3061
bus,Усть-Кут,Иркутск,3164
bus,Екатеринбург,Шадринск,3153
bus,Москва,Новомичуринск,3055
bus,Новочеркасск,Москва,3149
bus,Москва,Россошь,3246
bus,Москва,Озёры,3085
bus,Смоленск,Москва,3284
bus,Кострома,Ярославль,3356
bus,Углич,Москва,3066
bus,Москва,Козельск,3143
bus,Астрахань,Москва,2984
bus,Ростов-на-Дону,Сальск,3021
bus,Астрахань,Краснодар,2963
bus,Пермь,Казань,3163
bus,Москва,Борисоглебск,2969
bus,Казань,Пермь,3069
bus,Москва,Ростов Великий,2975
bus,Москва,Химки,3191
bus,Иркутск,Тулун,3039
bus,Иркутск,Усть-Кут,3097
bus,Миасс,Челябинск,2985
bus,Воронеж,Белгород,2984
bus,Москва,Новгород Великий,3139
bus,Москва,Саранск,3066
bus,Ухта,Сыктывкар,3042
bus,Челябинск,Златоуст,2927
bus,Саратов,Камышин,3118
bus,Казань,Набережные Челны,3038
bus,Тверь,Ржев,2798
bus,Санкт-Петербург,Себеж,2792
bus,Красноярск,Кызыл,2770
bus,Ачинск,Красноярск,2894
bus,Тюмень,Курган,2860
bus,Тобольск,Омск,2953
bus,Златоуст,Челябинск,2964
bus,Калуга,Киров,2959
bus,Екатеринбург,Реж,2924
bus,Киров,Сыктывкар,2780
bus,Новосибирск,Томск,2746
bus,Волгоград,Москва,2689
bus,Кызыл,Красноярск,2700
bus,Красноярск,Назарово,2689
bus,Екатеринбург,Каменск-Уральский,2771
bus,Москва,Феодосия,2698
bus,Нижний Новгород,Пенза,2775
bus,Москва,Кузнецк,2726
bus,Москва,Михайловка,2848
bus,Ростов-на-Дону,Ялта,2668
bus,Екатеринбург,Алапаевск,2703
bus,Санкт-Петербург,Кингисепп,2622
bus,Красноярск,Ачинск,2679
bus,Москва,Калязин,2663
bus,Сергиев Посад,Переславль-Залесский,2768
bus,Ростов-на-Дону,Севастополь,2711
bus,Екатеринбург,Невьянск,2742
bus,Санкт-Петербург,Пустошка,2802
bus,Красноярск,Кемерово,2713
bus,Волгоград,Астрахань,2751
bus,Москва,Гаврилов Посад,2658
bus,Красноярск,Канск,2506
bus,Смоленск,Рославль,2582
bus,Псков,Остров,2539
bus,Ржев,Тверь,2557
bus,Москва,Петровск,2595
bus,Москва,Красный Сулин,2542
bus,Тверь,Осташков,2510
bus,Екатеринбург,Златоуст,2588
bus,Смоленск,Духовщина,2539
bus,Москва,Шуя,2543
bus,Челябинск,Миасс,2599
bus,Ростов-на-Дону,Семикаракорск,2544
bus,Тамбов,Воронеж,2545
bus,Москва,Севастополь,2505
bus,Тулун,Иркутск,2460
bus,Сыктывкар,Ухта,2439
bus,Санкт-Петербург,Велиж,2512
bus,Белая Калитва,Ростов-на-Дону,2619
bus,Заозёрный,Красноярск,2526
bus,Москва,Чаплыгин,2441
bus,Севастополь,Краснодар,2555
bus,Екатеринбург,Краснотурьинск,2540
bus,Губаха,Екатеринбург,2596
bus,Челябинск,Пермь,2527
bus,Казань,Нижний Новгород,2451
bus,Москва,Гуково,2343
bus,Москва,Мосальск,2438
bus,Тамбов,Кирсанов,2428
bus,Братск,Тулун,2363
bus,Краснодар,Москва,2405
bus,Екатеринбург,Тюмень,2346
bus,Москва,Армавир,2484
bus,Екатеринбург,Качканар,2453
bus,Ростов-на-Дону,Новошахтинск,2350
bus,Москва,Сердобск,2320
bus,Бийск,Белокуриха,2199
bus,Остров,Санкт-Петербург,2365
bus,Екатеринбург,Серов,2412
bus,Кемерово,Новосибирск,2200
bus,Москва,Вольск,2377
bus,Челябинск,Щучье,2263
bus,Екатеринбург,Верхний Тагил,2339
bus,Москва,Зверево,2194
bus,Москва,Ельня,2332
bus,Егорьевск,Москва,2357
bus,Москва,Урюпинск,2326
bus,Чебоксары,Казань,2262
bus,Ижевск,Сарапул,2245
bus,Новосибирск,Кемерово,2113
bus,Владимир,Рязань,2189
bus,Саратов,Воронеж,2280
bus,Тверь,Кувшиново,2175
bus,Москва,Опочка,2106
bus,Москва,Котово,2150
bus,Челябинск,Карталы,2035
bus,Рязань,Михайлов,2078
bus,Вологда,Ярославль,2005
bus,Псков,Москва,2118
bus,Воронеж,Старый Оскол,2179
bus,Вичуга,Иваново,2075
bus,Екатеринбург,Снежинск,2096
bus,Иваново,Ковров,2194
bus,Саратов,Нижний Новгород,2063
bus,Ижевск,Чайковский,2085
bus,Москва,Выкса,2014
bus,Бийск,Барнаул,2122
bus,Тамбов,Мичуринск,2113
bus,Абакан,Красноярск,2057
bus,Саянск,Иркутск,2153
bus,Москва,Ковров,2116
bus,Томск,Юрга,1992
bus,Минеральные Воды,Ставрополь,1959
bus,Москва,Вичуга,2064
bus,Ростов-на-Дону,Махачкала,1971
bus,Волгоград,Краснодар,1930
bus,Москва,Морозовск,2009
bus,Москва,Егорьевск,2071
bus,Москва,Новохопёрск,2041
bus,Барнаул,Томск,2041
bus,Москва,Ступино,2083
bus,Тамбов,Липецк,1951
bus,Барнаул,Бийск,1918
bus,Тула,Богородицк,1867
bus,Красноярск,Зеленогорск (ЗАТО),1817
bus,Псков,Опочка,1941
bus,Санкт-Петербург,Олонец,1917
bus,Воронеж,Тамбов,1935
bus,Екатеринбург,Сысерть,1943
bus,Воронеж,Курск,1987
bus,Муром,Владимир,1989
bus,Старая Русса,Санкт-Петербург,1938
bus,Миасс,Екатеринбург,1940
bus,Москва,Остров,1899
bus,Москва,Уварово,1858
bus,Чайковский,Ижевск,1969
bus,Курган,Екатеринбург,1834
bus,Шахты,Москва,1900
bus,Москва,Коломна,1948
bus,Москва,Белореченск,1872
bus,Екатеринбург,Новоуральск,1862
bus,Чебаркуль,Челябинск,1806
bus,Кириши,Санкт-Петербург,1809
bus,Иваново,Вичуга,1862
bus,Санкт-Петербург,Сольцы,1828
bus,Красноярск,Мотыгино,1779
bus,Екатеринбург,Кировград,1824
bus,Саратов,Волгоград,1872
bus,Оренбург,Казань,1855
bus,Ижевск,Набережные Челны,1803
bus,Ростов-на-Дону,Керчь,1722
bus,Москва,Ахтубинск,1749
bus,Тверь,Кашин,1717
bus,Краснодар,Симферополь (Крым),1853
bus,Набережные Челны,Казань,1803
bus,Ивангород,Санкт-Петербург,1722
bus,Павлово,Нижний Новгород,1728
bus,Иваново,Кострома,1755
bus,Москва,Мичуринск,1844
bus,Челябинск,Казань,1860
bus,Калуга,Козельск,1834
bus,Екатеринбург,Ирбит,1858
bus,Богучар,Москва,1888
bus,Барнаул,Новокузнецк,1875
bus,Москва,Минеральные Воды,1774
bus,Петрозаводск,Медвежьегорск,1879
bus,Назарово,Ачинск,1731
bus,Москва,Алексеевка,1719
bus,Москва,Серпухов,1652
bus,Москва,Кропоткин,1694
bus,Челябинск,Сатка,1766
bus,Омск,Тобольск,1667
bus,Волгоград,Ахтубинск,1761
bus,Ханты-Мансийск,Омск,1615
bus,Чебоксары,Москва,1779
bus,Казань,Оренбург,1628
bus,Симферополь (Крым),Краснодар,1660
bus,Рязань,Тула,1736
bus,Нелидово,Москва,1635
bus,Ставрополь,Пятигорск,1778
bus,Москва,Пятигорск,1755
bus,Мегион,Сургут,1640
bus,Омск,Ханты-Мансийск,1731
bus,Остров,Псков,1687
bus,Екатеринбург,Касли,1715
bus,Ставрополь,Волгоград,1775
bus,Набережные Челны,Агрыз,1776
bus,Торжок,Кувшиново,1772
bus,Моршанск,Москва,1638
bus,Челябинск,Курган,1615
bus,Саратов,Вольск,1679
bus,Пенза,Кузнецк,1520
bus,Москва,Ипатово,1627
bus,Серов,Екатеринбург,1562
bus,Ростов-на-Дону,Белгород,1527
bus,Екатеринбург,Дегтярск,1564
bus,Москва,Новоаннинский,1532
bus,Москва,Белинский,1541
bus,Красноярск,Минусинск,1560
bus,Санкт-Петербург,Устюжна,1608
bus,Москва,Арзамас,1563
bus,Тюмень,Ханты-Мансийск,1566
bus,Тверь,Максатиха,1630
bus,Казань,Нижнекамск,1616
bus,Москва,Будённовск,1522
bus,Москва,Ялта,1520
bus,Красноярск,Боготол,1616
bus,Нижний Новгород,Чебоксары,1637
bus,Владимир,Муром,1610
bus,Санкт-Петербург,Весьегонск,1562
bus,Москва,Обоянь,1590
bus,Тюмень,Тавда,1596
bus,Москва,Кисловодск,1445
bus,Великие Луки,Санкт-Петербург,1441
bus,Владивосток,Дальнегорск,1529
bus,Алексин,Тула,1557
bus,Москва,Жирновск,1490
bus,Санкт-Петербург,Невель,1425
bus,Кызыл,Абакан,1439
bus,Тула,Алексин,1432
bus,Нижний Новгород,Арзамас,1568
bus,Тулун,Братск,1490
bus,Сыктывкар,Казань,1429
bus,Красноярск,Саяногорск,1550
bus,Красноярск,Лесосибирск,1478
bus,Петрозаводск,Костомукша,1519
bus,Белгород,Воронеж,1534
bus,Москва,Суровикино,1538
bus,Барнаул,Горно-Алтайск,1560
bus,Тверь,Удомля,1522
bus,Ачинск,Назарово,1518
bus,Екатеринбург,Далматово,1434
bus,Барнаул,Кемерово,1519
bus,Казань,Киров,1551
bus,Москва,Пустошка,1542
bus,Тюмень,Шадринск,1543
bus,Тверь,Конаково,1425
bus,Екатеринбург,Соликамск,1512
bus,Иваново,Кинешма,1548
bus,Казань,Димитровград,1442
bus,Москва,Жердевка,1544
bus,Кувшиново,Торжок,1382
bus,Екатеринбург,Чусовой,1406
bus,Суздаль,Владимир,1374
bus,Удомля,Вышний Волочёк,1390
bus,Киржач,Владимир,1382
bus,Санкт-Петербург,Вытегра,1397
bus,Екатеринбург,Катайск,1456
bus,Москва,Уфа,1443
bus,Псков,Дно,1378
bus,Барнаул,Белокуриха,1445
bus,Порхов,Санкт-Петербург,1374
bus,Ставрополь,Минеральные Воды,1348
bus,Улан-Удэ,Чита,1378
bus,Ростов-на-Дону,Феодосия,1434
bus,Воронеж,Волгоград,1337
bus,Муром,Москва,1468
bus,Когалым,Сургут,1340
bus,Екатеринбург,Североуральск,1375
bus,Москва,Медынь,1364
bus,Москва,Конаково,1360
bus,Тверь,Торжок,1385
bus,Москва,Острогожск,1441
bus,Пенза,Нижний Новгород,1419
bus,Владикавказ,Краснодар,1436
bus,Ростов-на-Дону,Ейск,1381
bus,Москва,Спасск,1344
bus,Казань,Альметьевск,1353
bus,Белгород,Курск,1260
bus,Ижевск,Воткинск,1354
bus,Пятигорск,Краснодар,1304
