transport,departure,arrival,passengers
train,Мегион,Сургут,18
train,Карталы,Оренбург,15
train,Усть-Кут,Канск,18
train,Киров,Ульяновск,18
train,Екатеринбург,Чита,15
train,Бежецк,Ярославль,18
train,Владикавказ,Тихорецк,18
train,Кореновск,Сочи,16
train,Киров,Пенза,14
train,Новочеркасск,Лазаревское,16
train,Владикавказ,Шахты,17
train,Вельск,Котлас,18
train,Белгород,Сызрань,15
train,Белореченск,Владикавказ,16
train,Красноярск,Волгоград,15
train,Санкт-Петербург,Поворино,18
train,Иркутск,Канаш,18
train,Пыть-Ях,Агрыз,16
train,Москва,Дербент,16
train,Орёл,Тверь,17
train,Шахты,Владикавказ,17
train,Новороссийск,Ижевск,17
train,Ульяновск,Челябинск,15
train,Котово,Москва,15
train,Вольск,Самара,18
train,Рязань,Пятигорск,16
train,Тайга,Усть-Кут,17
train,Москва,Татарск,18
train,Санкт-Петербург,Ковылкино,15
train,Юрга,Усть-Кут,16
train,Новосибирск,Ростов-на-Дону,17
train,Лазаревское,Новочеркасск,15
train,Санкт-Петербург,Ишим,16
train,Ряжск,Оренбург,17
train,Воронеж,Прохладный,17
train,Биробиджан,Белогорск,15
train,Красноярск,Агрыз,18
train,Невинномысск,Лоо,14
train,Оленегорск,Архангельск,17
train,Курск,Армавир,15
train,Санкт-Петербург,Сосногорск,17
train,Окуловка,Тосно,18
train,Пермь,Каменск-Уральский,17
train,Бугульма,Челябинск,17
train,Санкт-Петербург,Верещагино,14
train,Кандалакша,Вологда,17
train,Завитинск,Хабаровск,18
train,Таксимо,Красноярск,15
train,Шахты,Волгоград,17
train,Иркутск,Хабаровск,15
train,Новосибирск,Алейск,15
train,Тюмень,Бугуруслан,17
train,Тюмень,Красноуфимск,16
train,Боготол,Новосибирск,15
train,Котельниково,Краснодар,18
train,Киселёвск,Абакан,17
train,Пыть-Ях,Вятские Поляны,16
train,Тобольск,Златоуст,16
train,Волгоград,Липецк,16
train,Саратов,Горячий Ключ,16
train,Тюмень,Чебаркуль,14
train,Екатеринбург,Сызрань,17
train,Дагомыс,Горячий Ключ,18
train,Москва,Узловая,15
train,Екатеринбург,Адлер,14
train,Череповец,Котлас,16
train,Кострома,Екатеринбург,17
train,Минеральные Воды,Тула,17
train,Новосибирск,Тулун,16
train,Белогорск,Завитинск,16
train,Сочи,Георгиевск,15
train,Владивосток,Иркутск,17
train,Анапа,Мичуринск,18
train,Карасук,Омск,17
train,Тюмень,Первоуральск,17
train,Миллерово,Адлер,14
train,Тюмень,Называевск,15
train,Губкинский,Пермь,16
train,Улан-Удэ,Бабушкин,15
train,Владикавказ,Туапсе,14
train,Новокузнецк,Кропоткин,18
train,Лазаревское,Хоста,16
train,Москва,Аша,15
train,Москва,Ахтубинск,14
train,Зима,Новосибирск,17
train,Облучье,Владивосток,17
train,Мегион,Казань,16
train,Ярославль,Арзамас,14
train,Вятские Поляны,Пермь,17
train,Тайшет,Ангарск,15
train,Томск,Краснодар,15
train,Мичуринск,Волгоград,16
train,Киров,Данилов,18
train,Самара,Вольск,17
train,Прокопьевск,Омск,15
train,Сочи,Кореновск,18
train,Котлас,Усинск,18
train,Санкт-Петербург,Богородицк,16
train,Когалым,Пермь,16
train,Сальск,Волгоград,15
train,Оренбург,Инза,18
train,Санкт-Петербург,Новоаннинский,15
train,Мытищи,Александров,15
train,Ухта,Вологда,16
train,Санкт-Петербург,Рассказово,15
train,Каменск-Уральский,Нижневартовск,16
train,Кувандык,Челябинск,15
train,Мариинск,Красноярск,17
train,Самара,Кувандык,16
train,Вологда,Коряжма,14
train,Ессентуки,Санкт-Петербург,15
train,Нижний Новгород,Новороссийск,16
train,Агрыз,Пермь,16
train,Нягань,Нижний Тагил,14
train,Уфа,Рузаевка,14
train,Канаш,Пенза,14
train,Пыть-Ях,Абдулино,18
train,Ухта,Лабытнанги,18
train,Нижний Новгород,Микунь,16
train,Янаул,Тобольск,16
train,Адлер,Казань,14
train,Волгоград,Михайловка,18
train,Гудермес,Астрахань,15
train,Сургут,Туймазы,17
train,Балаково,Уфа,18
train,Иркутск,Челябинск,16
train,Петров Вал,Ростов-на-Дону,15
train,Новочеркасск,Самара,15
train,Пермь,Богданович,16
train,Советская Гавань,Владивосток,18
train,Петрозаводск,Беломорск,19
train,Екатеринбург,Вологда,19
train,Свободный,Иркутск,16
train,Ростов Великий,Сергиев Посад,15
train,Ставрополь,Воронеж,18
train,Агрыз,Краснодар,15
train,Оренбург,Губкинский,16
train,Липецк,Краснодар,15
train,Сокол,Архангельск,18
train,Пыть-Ях,Киров,17
train,Ноябрьск,Новосибирск,15
train,Рязань,Армавир,15
train,Ростов-на-Дону,Петров Вал,16
train,Смоленск,Сочи,15
train,Екатеринбург,Лиски,17
train,Лиски,Пенза,16
train,Ярославль,Сокол,14
train,Сочи,Казань,14
train,Пермь,Первоуральск,13
train,Когалым,Тобольск,14
train,Москва,Зуевка,14
train,Липецк,Армавир,13
train,Ершов,Самара,15
train,Брянск,Ростов-на-Дону,13
train,Новочеркасск,Липецк,16
train,Сургут,Златоуст,14
train,Магнитогорск,Нижневартовск,16
train,Владивосток,Чита,16
train,Волгоград,Нижневартовск,14
train,Нижневартовск,Барнаул,15
train,Абинск,Москва,14
train,Славгород,Тюмень,16
train,Тайга,Екатеринбург,15
train,Усть-Кут,Нижнеудинск,13
train,Коряжма,Санкт-Петербург,15
train,Биробиджан,Уссурийск,16
train,Тверь,Мурманск,15
train,Тюмень,Камышлов,17
train,Абакан,Киселёвск,13
train,Туймазы,Санкт-Петербург,14
train,Самара,Миасс,13
train,Новочеркасск,Ессентуки,14
train,Палласовка,Астрахань,15
train,Сургут,Заводоуковск,14
train,Киров,Абакан,14
train,Тула,Минеральные Воды,16
train,Карталы,Саратов,15
train,Прокопьевск,Тюмень,13
train,Дятьково,Москва,15
train,Зеленодольск,Екатеринбург,14
train,Москва,Новопавловск,14
train,Москва,Подпорожье,12
train,Пермь,Когалым,16
train,Саратов,Туапсе,15
train,Рязань,Моршанск,15
train,Челябинск,Ачинск,15
train,Екатеринбург,Нижний Тагил,15
train,Калуга,Унеча,14
train,Ковылкино,Рязань,14
train,Димитровград,Саратов,13
train,Лесозаводск,Комсомольск-на-Амуре,13
train,Ртищево,Саратов,16
train,Новочеркасск,Саратов,15
train,Омск,Славгород,16
train,Новороссийск,Каменск-Шахтинский,15
train,Белово,Омск,14
train,Ярославль,Иваново,14
train,Губкинский,Казань,13
train,Москва,Кинель,13
train,Екатеринбург,Армавир,14
train,Владимир,Новгород Великий,16
train,Уфа,Советский,14
train,Тайга,Братск,15
train,Зверево,Воронеж,14
train,Ульяновск,Нурлат,16
train,Юрга,Иркутск,14
train,Тайшет,Северобайкальск,16
train,Туапсе,Шахты,17
train,Тихвин,Вологда,16
train,Луховицы,Рязань,12
train,Саратов,Нижневартовск,15
train,Волхов,Сыктывкар,13
train,Сызрань,Челябинск,14
train,Саратов,Тюмень,14
train,Екатеринбург,Тихвин,15
train,Сочи,Дагомыс,14
train,Белгород,Пенза,16
train,Лиски,Ростов-на-Дону,13
train,Канаш,Адлер,15
train,Камышлов,Омск,15
train,Тюмень,Кизилюрт,17
train,Нижний Новгород,Адлер,16
train,Ижевск,Сургут,16
train,Ульяновск,Ярославль,15
train,Тюмень,Белово,13
train,Владивосток,Екатеринбург,14
train,Краснодар,Саранск,16
train,Ярославль,Смоленск,13
train,Каменск-Шахтинский,Воркута,14
train,Приобье,Югорск,16
train,Апатиты,Белгород,13
train,Бердск,Томск,14
train,Сургут,Камышлов,17
train,Хасавюрт,Ростов-на-Дону,16
train,Белогорск,Тында,13
train,Михайлов,Волгоград,13
train,Уфа,Димитровград,15
train,Вологда,Волхов,15
train,Томск,Ачинск,15
train,Чита,Белогорск,13
train,Новосибирск,Боготол,14
train,Омск,Улан-Удэ,17
train,Омск,Грязи,14
train,Завитинск,Белогорск,13
train,Рязань,Луховицы,13
train,Чита,Тайшет,12
train,Новосибирск,Карасук,14
train,Тверь,Волгоград,16
train,Златоуст,Сургут,15
train,Киров,Волгоград,16
train,Пыть-Ях,Новосибирск,15
train,Самара,Лиски,14
train,Минеральные Воды,Лоо,13
train,Калачинск,Тюмень,15
train,Зеленодольск,Нижний Новгород,16
train,Бабушкин,Улан-Удэ,13
train,Кораблино,Москва,14
train,Ульяновск,Зеленодольск,14
train,Екатеринбург,Красноуфимск,14
train,Пыть-Ях,Бугульма,13
train,Ачинск,Тюмень,13
train,Ульяновск,Иваново,13
train,Лоо,Белореченск,14
train,Ульяновск,Невинномысск,13
train,Ярославль,Тюмень,13
train,Лабытнанги,Микунь,14
train,Астрахань,Камышлов,16
train,Сызрань,Адлер,14
train,Тайшет,Усть-Кут,14
train,Пенза,Ртищево,14
train,Пермь,Туапсе,15
train,Нижний Новгород,Рыбинск,14
train,Москва,Менделеевск,12
train,Липецк,Ростов-на-Дону,15
train,Москва,Талица,15
train,Тольятти,Сызрань,13
train,Екатеринбург,Крымск,14
train,Новотроицк,Сочи,16
train,Саратов,Лазаревское,15
train,Тамбов,Сызрань,16
train,Дзержинск,Орехово-Зуево,16
train,Омск,Чита,13
train,Кандалакша,Апатиты,13
train,Челябинск,Белгород,13
train,Екатеринбург,Петров Вал,15
train,Новочеркасск,Минеральные Воды,13
train,Сальск,Лазаревское,15
train,Усинск,Ростов-на-Дону,15
train,Навашино,Казань,17
train,Екатеринбург,Талица,15
train,Новосибирск,Владимир,15
train,Ачинск,Ярославль,13
train,Саратов,Палласовка,13
train,Москва,Усть-Лабинск,14
train,Лазаревское,Владикавказ,13
train,Москва,Нарткала,13
train,Лоо,Минеральные Воды,16
train,Тихорецк,Санкт-Петербург,13
train,Рязань,Минеральные Воды,13
train,Уссурийск,Улан-Удэ,16
train,Камышлов,Тюмень,16
train,Александров,Архангельск,17
train,Набережные Челны,Сочи,16
train,Владивосток,Сковородино,15
train,Усть-Катав,Челябинск,14
train,Ишим,Нижневартовск,16
train,Чита,Тында,15
train,Ковров,Самара,14
train,Омск,Камышлов,16
train,Отрадный,Уфа,16
train,Димитровград,Нижний Новгород,15
train,Новороссийск,Лиски,14
train,Мурманск,Орёл,17
train,Новосибирск,Сарапул,15
train,Новороссийск,Славянск-на-Кубани,13
train,Калуга,Малоярославец,16
train,Брянск,Минеральные Воды,15
train,Воркута,Сосногорск,15
train,Владивосток,Советская Гавань,12
train,Шахунья,Киров,13
train,Санкт-Петербург,Себеж,16
train,Лоо,Самара,17
train,Челябинск,Сарапул,14
train,Тюмень,Улан-Удэ,16
train,Инза,Самара,14
train,Тула,Невинномысск,12
train,Горячий Ключ,Хоста,16
train,Ростов-на-Дону,Балашов,15
train,Ростов-на-Дону,Омск,13
train,Ульяновск,Пермь,14
train,Иркутск,Казань,13
train,Белогорск,Облучье,16
train,Тихорецк,Кисловодск,15
train,Минеральные Воды,Армавир,16
train,Ишим,Санкт-Петербург,16
train,Лиски,Екатеринбург,14
train,Сыктывкар,Воркута,13
train,Михайловск,Сочи,13
train,Мурманск,Бологое,15
train,Сызрань,Кропоткин,15
train,Пугачёв,Самара,13
train,Тосно,Окуловка,14
train,Беслан,Адлер,15
train,Уфа,Похвистнево,14
train,Алзамай,Иркутск,16
train,Тюмень,Вятские Поляны,14
train,Москва,Прокопьевск,15
train,Ярославль,Уфа,13
train,Микунь,Нижний Новгород,16
train,Батайск,Славянск-на-Кубани,16
train,Уфа,Невинномысск,16
train,Ревда,Казань,17
train,Мичуринск,Краснодар,14
train,Пенза,Новороссийск,14
train,Зверево,Краснодар,16
train,Торжок,Смоленск,14
train,Новочеркасск,Славянск-на-Кубани,14
train,Пермь,Кемерово,15
train,Сычёвка,Санкт-Петербург,14
train,Сергиев Посад,Кострома,16
train,Ярцево,Смоленск,14
train,Малоярославец,Калуга,16
train,Красноярск,Бугуруслан,13
train,Вологда,Апатиты,13
train,Абакан,Пермь,15
train,Тольятти,Арзамас,15
train,Иркутск,Томск,15
train,Нижний Новгород,Смоленск,16
train,Биробиджан,Свободный,13
train,Волгоград,Новочеркасск,15
train,Сызрань,Анапа,14
train,Шахты,Лиски,14
train,Янаул,Ноябрьск,16
train,Москва,Северобайкальск,16
train,Абакан,Ужур,16
train,Мыски,Абакан,13
train,Брянск,Сухиничи,13
train,Советский,Москва,17
train,Тюмень,Абакан,16
train,Волгоград,Кореновск,15
train,Краснодар,Пугачёв,14
train,Горячий Ключ,Волгоград,14
train,Адлер,Петров Вал,13
train,Тобольск,Астрахань,15
train,Ростов-на-Дону,Сызрань,14
train,Нижний Новгород,Зуевка,14
train,Екатеринбург,Муром,16
train,Дагомыс,Лазаревское,14
train,Ростов-на-Дону,Челябинск,15
train,Ачинск,Абакан,15
train,Нижний Новгород,Арзамас,13
train,Минеральные Воды,Гудермес,14
train,Киселёвск,Томск,14
train,Юрга,Тюмень,14
train,Гагарин,Сафоново,13
train,Новозыбков,Туапсе,14
train,Спасск-Дальний,Комсомольск-на-Амуре,15
train,Ростов-на-Дону,Кизилюрт,16
train,Лазаревское,Хадыженск,13
train,Липецк,Пятигорск,15
train,Бийск,Тюмень,17
train,Ижевск,Саратов,14
train,Липецк,Борисоглебск,16
train,Астрахань,Мичуринск,13
train,Анапа,Орёл,17
train,Сальск,Саратов,15
train,Иваново,Александров,13
train,Минеральные Воды,Мичуринск,14
train,Шахты,Анапа,16
train,Адлер,Батайск,13
train,Санкт-Петербург,Ессентуки,13
train,Махачкала,Армавир,15
train,Челябинск,Лангепас,16
train,Новокузнецк,Иркутск,14
train,Ростов-на-Дону,Тюмень,11
train,Краснодар,Абинск,15
train,Ростов-на-Дону,Грязи,11
train,Тула,Анапа,12
train,Ростов-на-Дону,Лиски,10
train,Омск,Канск,13
train,Минеральные Воды,Шахты,13
train,Барнаул,Казань,15
train,Новый Уренгой,Ковров,14
train,Новочеркасск,Крымск,11
train,Ноябрьск,Пермь,13
train,Санкт-Петербург,Новокузнецк,13
train,Майкоп,Хоста,11
train,Сургут,Талица,11
train,Уссурийск,Свободный,13
train,Ижевск,Пенза,13
train,Адлер,Омск,12
train,Брянск,Анапа,14
train,Анапа,Тула,14
train,Черемхово,Новосибирск,11
train,Омск,Новоалтайск,14
train,Саратов,Балаково,12
train,Волгоград,Михайлов,11
train,Камышлов,Новый Уренгой,11
train,Печора,Нижний Новгород,11
train,Кисловодск,Липецк,12
train,Краснодар,Бугульма,11
train,Кропоткин,Моздок,13
train,Славгород,Татарск,13
train,Волгоград,Гудермес,14
train,Лоо,Адлер,14
train,Омск,Ангарск,13
train,Пенза,Моршанск,15
train,Сочи,Петров Вал,13
train,Ростов-на-Дону,Саранск,15
train,Сорочинск,Самара,14
train,Москва,Далматово,12
train,Глазов,Нижний Новгород,12
train,Липецк,Волгоград,14
train,Киров,Чусовой,14
train,Астрахань,Екатеринбург,12
train,Петров Вал,Нижневартовск,13
train,Микунь,Ухта,13
train,Нижний Новгород,Мичуринск,12
train,Нальчик,Воронеж,14
train,Котлас,Лабытнанги,13
train,Зеленодольск,Пермь,15
train,Волхов,Сегежа,12
train,Ижевск,Бугульма,13
train,Кузнецк,Уфа,14
train,Саратов,Тобольск,15
train,Петров Вал,Казань,10
train,Тюмень,Петров Вал,13
train,Минеральные Воды,Новочеркасск,15
train,Тамбов,Тверь,15
train,Канск,Омск,14
train,Москва,Юрьев-Польский,14
train,Красноярск,Татарск,13
train,Грязи,Пятигорск,12
train,Краснодар,Грязи,13
train,Пермь,Лиски,15
train,Пыть-Ях,Туймазы,13
train,Новосибирск,Саратов,12
train,Казань,Невинномысск,15
train,Ярославль,Сыктывкар,13
train,Туапсе,Лазаревское,12
train,Ростов-на-Дону,Воркута,11
train,Оленегорск,Белгород,14
train,Москва,Кольчугино,15
train,Новосибирск,Пыть-Ях,14
train,Адлер,Екатеринбург,12
train,Благовещенск,Шимановск,13
train,Барнаул,Нижневартовск,11
train,Рязань,Орск,11
train,Владивосток,Красноярск,13
train,Кисловодск,Армавир,12
train,Невинномысск,Липецк,12
train,Тобольск,Мегион,14
train,Санкт-Петербург,Подпорожье,15
train,Тобольск,Ноябрьск,12
train,Ангарск,Северобайкальск,12
train,Уфа,Татарск,11
train,Анапа,Сальск,12
train,Агрыз,Чернушка,13
train,Воронеж,Староминская,14
train,Новочеркасск,Кропоткин,13
train,Чебоксары,Муром,11
train,Красноуфимск,Тюмень,14
train,Санкт-Петербург,Красный Кут,13
train,Санкт-Петербург,Жердевка,12
train,Бугульма,Нижневартовск,13
train,Лазаревское,Кропоткин,15
train,Киров,Адлер,13
train,Озеро-Карачинское,Омск,13
train,Славгород,Москва,13
train,Набережные Челны,Саратов,12
train,Нижневартовск,Абдулино,15
train,Чита,Слюдянка,15
train,Ярославль,Бологое,13
train,Екатеринбург,Шахты,15
train,Черемхово,Улан-Удэ,14
train,Новосибирск,Вихоревка,13
train,Киров,Кисловодск,13
train,Лангепас,Омск,14
train,Окуловка,Тверь,12
train,Волгоград,Новосибирск,15
train,Пенза,Пермь,13
train,Минеральные Воды,Сызрань,13
train,Тында,Белогорск,13
train,Лесозаводск,Уссурийск,12
train,Волгоград,Староминская,14
train,Алзамай,Красноярск,11
train,Новороссийск,Нижний Новгород,11
train,Минеральные Воды,Оренбург,15
train,Россошь,Ессентуки,13
train,Волгоград,Киров,11
train,Хабаровск,Сковородино,14
train,Ростов-на-Дону,Новохопёрск,11
train,Губаха,Екатеринбург,13
train,Иркутск,Забайкальск,14
train,Апатиты,Волхов,15
train,Белогорск,Улан-Удэ,15
train,Муром,Екатеринбург,11
train,Вольск,Тамбов,14
train,Ульяновск,Рузаевка,12
train,Минеральные Воды,Владикавказ,14
train,Краснодар,Лиски,11
train,Ноябрьск,Киров,11
train,Иваново,Ярославль,14
train,Дагомыс,Туапсе,12
train,Волгоград,Омск,13
train,Тюмень,Сарапул,12
train,Грозный,Кропоткин,14
train,Самара,Мичуринск,13
train,Нижнеудинск,Улан-Удэ,12
train,Екатеринбург,Невинномысск,14
train,Новороссийск,Грязи,15
train,Иваново,Рыбинск,13
train,Миллерово,Санкт-Петербург,13
train,Улан-Удэ,Тюмень,10
train,Рузаевка,Уфа,11
train,Омск,Миасс,14
train,Барыш,Санкт-Петербург,13
train,Пенза,Ряжск,12
train,Сочи,Киров,12
train,Михайлов,Москва,11
train,Воронеж,Грозный,15
train,Тюмень,Камбарка,15
train,Обь,Омск,14
train,Лабытнанги,Вологда,11
train,Владимир,Дзержинск,11
train,Челябинск,Лиски,12
train,Ульяновск,Пыть-Ях,12
train,Санкт-Петербург,Чудово,14
train,Новотроицк,Оренбург,12
train,Омск,Канаш,14
train,Улан-Удэ,Тында,13
train,Оренбург,Кинель,15
train,Малоархангельск,Москва,13
train,Волгоград,Пермь,12
train,Ангарск,Зима,14
train,Сегежа,Волхов,13
train,Усолье-Сибирское,Новосибирск,14
train,Чернушка,Лангепас,14
train,Самара,Топки,13
train,Ярославль,Сосногорск,14
train,Челябинск,Медногорск,13
train,Мантурово,Санкт-Петербург,15
train,Хоста,Воронеж,12
train,Сызрань,Воронеж,11
train,Лоо,Хадыженск,11
train,Пенза,Киров,14
train,Лангепас,Казань,10
train,Канск,Усть-Кут,13
train,Вологда,Ростов-на-Дону,13
train,Киров,Тверь,12
train,Миасс,Екатеринбург,13
train,Апатиты,Новосокольники,12
train,Волгоград,Тверь,11
train,Шарья,Киров,13
train,Белорецк,Москва,12
train,Вологда,Бабаево,11
train,Назарово,Абакан,12
train,Самара,Кизляр,14
train,Абакан,Уяр,12
train,Самара,Грязи,12
train,Санкт-Петербург,Сасово,13
train,Архангельск,Сокол,13
train,Тайга,Иркутск,15
train,Москва,Горнозаводск,12
train,Зеленодольск,Волгоград,12
train,Сальск,Кисловодск,11
train,Пермь,Губкинский,14
train,Заозёрный,Омск,11
train,Кунгур,Пыть-Ях,13
train,Орск,Пыть-Ях,14
train,Лениногорск,Пермь,12
train,Александров,Кинешма,14
train,Каменск-Шахтинский,Воронеж,14
train,Печора,Инта,15
train,Ростов-на-Дону,Новопавловск,14
train,Кисловодск,Мичуринск,13
train,Новокузнецк,Владивосток,13
train,Челябинск,Адлер,11
train,Казань,Каменск-Шахтинский,11
train,Нижний Новгород,Туймазы,11
train,Красноярск,Курган,11
train,Тында,Таксимо,11
train,Татарск,Славгород,14
train,Грозный,Минеральные Воды,14
train,Тюмень,Волгоград,13
train,Омск,Ковров,13
train,Георгиевск,Санкт-Петербург,13
train,Уссурийск,Белогорск,13
train,Грязи,Самара,15
train,Сызрань,Лиски,15
train,Сызрань,Тольятти,12
train,Новопавловск,Ростов-на-Дону,11
train,Калуга,Наро-Фоминск,14
train,Белогорск,Сковородино,11
train,Зима,Ангарск,14
train,Апатиты,Тверь,12
train,Сургут,Чернушка,11
train,Махачкала,Тамбов,12
train,Армавир,Казань,11
train,Александров,Мытищи,12
train,Когалым,Губкинский,14
train,Воронеж,Тимашёвск,14
train,Кизляр,Екатеринбург,12
train,Шахты,Воронеж,12
train,Новочеркасск,Анапа,12
train,Пыть-Ях,Магнитогорск,15
train,Саратов,Тверь,14
train,Москва,Советский,14
train,Красноярск,Нижний Новгород,11
train,Серов,Нижний Тагил,14
train,Тюмень,Орск,13
train,Иркутск,Уфа,12
train,Уфа,Пятигорск,14
train,Москва,Беслан,15
train,Нижний Новгород,Ноябрьск,11
train,Тюмень,Ростов-на-Дону,14
train,Тобольск,Москва,11
train,Киров,Сосногорск,12
train,Агрыз,Сургут,12
train,Бабаево,Волхов,14
train,Челябинск,Вологда,11
train,Губкинский,Москва,10
train,Невинномысск,Минеральные Воды,14
train,Туапсе,Пермь,11
train,Ростов-на-Дону,Новосибирск,14
train,Губкинский,Чернушка,12
train,Бугульма,Рязань,14
train,Батайск,Новороссийск,13
train,Находка,Дальнереченск,14
train,Суоярви,Санкт-Петербург,13
train,Приобье,Нижний Тагил,13
train,Белгород,Омск,12
train,Пятигорск,Тихорецк,14
train,Тюмень,Магнитогорск,13
train,Серов,Нягань,15
train,Туапсе,Прохладный,14
train,Тобольск,Янаул,11
train,Абакан,Новоалтайск,11
train,Челябинск,Улан-Удэ,14
train,Сызрань,Белгород,14
train,Верещагино,Санкт-Петербург,11
train,Сергач,Казань,15
train,Югорск,Нижний Тагил,13
train,Ижевск,Самара,13
train,Челябинск,Отрадный,11
train,Белореченск,Прохладный,14
train,Гороховец,Владимир,13
train,Тимашёвск,Воронеж,13
train,Лангепас,Янаул,12
train,Туапсе,Челябинск,14
train,Санкт-Петербург,Палласовка,12
train,Брянск,Вышний Волочёк,13
train,Уфа,Щучье,11
train,Екатеринбург,Губаха,15
train,Саратов,Новочеркасск,12
train,Новый Уренгой,Ишим,12
train,Новороссийск,Кропоткин,11
train,Нижневартовск,Чернушка,13
train,Бердск,Бийск,14
train,Янаул,Губкинский,14
train,Окуловка,Белгород,14
train,Махачкала,Кропоткин,12
train,Балашов,Краснодар,12
train,Самара,Тула,14
train,Бологое,Мурманск,13
train,Киров,Микунь,11
train,Тобольск,Волгоград,14
train,Хадыженск,Лоо,14
train,Серов,Советский,14
train,Армавир,Хоста,14
train,Ульяновск,Инза,13
train,Кисловодск,Лиски,13
train,Кореновск,Адлер,13
train,Кыштым,Тюмень,12
train,Нерюнгри,Москва,12
train,Дзержинск,Нижний Новгород,13
train,Самара,Лангепас,13
train,Армавир,Гудермес,11
train,Махачкала,Тихорецк,11
train,Новгород Великий,Луга,11
train,Усть-Кут,Ачинск,15
train,Пыть-Ях,Мегион,11
train,Саратов,Липецк,13
train,Кунгур,Санкт-Петербург,13
train,Прохладный,Туапсе,15
train,Нижний Тагил,Приобье,13
train,Пятигорск,Рязань,12
train,Самара,Каменка,13
train,Мурманск,Окуловка,13
train,Татарск,Карасук,14
train,Сафоново,Санкт-Петербург,13
train,Кропоткин,Ставрополь,13
train,Краснодар,Нижневартовск,14
train,Екатеринбург,Галич,11
train,Саратов,Петров Вал,11
train,Воронеж,Лазаревское,11
train,Барнаул,Юрга,13
train,Новый Уренгой,Чернушка,15
train,Курск,Лиски,11
train,Бузулук,Оренбург,13
train,Сальск,Лоо,13
train,Хилок,Улан-Удэ,12
train,Армавир,Ульяновск,11
train,Нижнеудинск,Ангарск,13
train,Кирсанов,Саратов,11
train,Назрань,Воронеж,12
train,Челябинск,Бугуруслан,12
train,Заозёрный,Тайга,12
train,Тула,Мценск,14
train,Кемерово,Тюмень,15
train,Дагомыс,Хадыженск,12
train,Краснодар,Котельниково,12
train,Орск,Волгоград,11
train,Челябинск,Серов,12
train,Партизанск,Хабаровск,11
train,Псков,Петрозаводск,11
train,Усть-Кут,Екатеринбург,12
train,Горячий Ключ,Россошь,10
train,Поворино,Казань,10
train,Кропоткин,Курск,13
train,Невинномысск,Ульяновск,10
train,Екатеринбург,Братск,11
train,Армавир,Рязань,10
train,Тулун,Ангарск,13
train,Тюмень,Кострома,9
train,Южноуральск,Екатеринбург,13
train,Саратов,Бугуруслан,11
train,Саратов,Морозовск,13
train,Заозёрный,Иркутск,11
train,Грязи,Владикавказ,12
train,Северодвинск,Ярославль,11
train,Невинномысск,Тула,11
train,Северобайкальск,Омск,11
train,Киров,Кострома,10
train,Пыть-Ях,Заводоуковск,12
train,Тюмень,Богданович,9
train,Новгород Великий,Санкт-Петербург,10
train,Сухиничи,Брянск,11
train,Гудермес,Армавир,13
train,Шахунья,Санкт-Петербург,11
train,Тверь,Узловая,11
train,Кисловодск,Казань,11
train,Агрыз,Новый Уренгой,12
train,Ессентуки,Лиски,10
train,Тюмень,Глазов,10
train,Грозный,Волжский,12
train,Оренбург,Бузулук,11
train,Кострома,Шарья,10
train,Лиски,Ухта,13
train,Гудермес,Москва,10
train,Усть-Кут,Барабинск,13
train,Сонково,Санкт-Петербург,9
train,Челябинск,Минеральные Воды,12
train,Липецк,Анапа,9
train,Абакан,Тайга,10
train,Бузулук,Новотроицк,12
train,Известковый,Биробиджан,12
train,Тюмень,Чита,10
train,Арзамас,Челябинск,13
train,Тверь,Окуловка,13
train,Нижний Новгород,Бугульма,11
train,Новокузнецк,Миасс,12
train,Свободный,Новосибирск,11
train,Омск,Нерюнгри,13
train,Челябинск,Белово,12
train,Смоленск,Вышний Волочёк,9
train,Воронеж,Белгород,10
train,Астрахань,Челябинск,10
train,Нижний Новгород,Печора,12
train,Белгород,Воронеж,11
train,Ижевск,Кропоткин,13
train,Омск,Тында,9
train,Пермь,Лениногорск,10
train,Славянск-на-Кубани,Батайск,13
train,Анжеро-Судженск,Омск,13
train,Сургут,Отрадный,13
train,Микунь,Пенза,14
train,Нижневартовск,Туймазы,10
train,Курск,Невинномысск,12
train,Тверь,Ростов-на-Дону,13
train,Новопавловск,Краснодар,12
train,Челябинск,Горячий Ключ,10
train,Свободный,Биробиджан,11
train,Санкт-Петербург,Зуевка,13
train,Екатеринбург,Можга,13
train,Фурманов,Нижний Новгород,10
train,Горячий Ключ,Самара,13
train,Курганинск,Туапсе,9
train,Сургут,Кувандык,12
train,Нижний Тагил,Советский,9
train,Ессентуки,Россошь,11
train,Минеральные Воды,Екатеринбург,10
train,Отрадный,Екатеринбург,13
train,Екатеринбург,Верещагино,10
train,Котельнич,Екатеринбург,13
train,Екатеринбург,Макушино,13
train,Усолье-Сибирское,Канск,10
train,Иркутск,Борзя,12
train,Бологое,Владимир,12
train,Ноглики,Долинск,10
train,Пыть-Ях,Ноябрьск,12
train,Уфа,Грязи,13
train,Братск,Улан-Удэ,13
train,Лабытнанги,Ухта,10
train,Хоста,Адлер,12
train,Хилок,Иркутск,11
train,Шумерля,Муром,10
train,Усинск,Вельск,10
train,Губкинский,Ижевск,12
train,Пенза,Минеральные Воды,12
train,Нижневартовск,Камышлов,10
train,Юрга,Новокузнецк,9
train,Инта,Ярославль,11
train,Нижний Новгород,Дзержинск,12
train,Владимир,Нижний Тагил,12
