,Lat,Long,City,City population,Provinces/State
447,58.09963345,57.7964506389877,Лысьва,67712,Пермский край
448,51.65978675,35.26115591482711,Льгов,21452,Курская область
449,59.346325,31.244207,Любань,4188,Ленинградская область
450,58.35762,40.691818,Любим,5553,Ярославская область
451,53.8647156,34.4478141,Людиново,40550,Калужская область
452,59.56047679999999,150.79886169999997,Магадан,95925,Магаданская область
453,53.4242184,58.983136,Магнитогорск,408401,Челябинская область
454,44.606207899999994,40.104053,Майкоп,144055,Республика Адыгея
455,43.62865135,44.0559924880066,Майский,26755,Кабардино-Балкарская Республика
456,48.61,142.7835,Макаров,6393,Сахалинская область
457,57.880402000000004,43.80724,Макарьев,7114,Костромская область
458,57.797325,35.87904,Максатиха,7485,Тверская область
459,55.208321,67.252739,Макушино,8337,Псковская область
460,58.844215000000005,32.218636,Малая Вишера,12461,Новгородская область
461,52.399578000000005,36.504021,Малоархангельск,3872,Орловская область
462,55.012181000000005,36.459024600000006,Малоярославец,30401,Калужская область
463,57.66301899999999,112.53671659999999,Мама,14432,Иркутская область
464,55.7090757,51.4089032,Мамадыш,14432,Республика Татарстан
465,51.83413770000001,85.744008,Манжерок,1500,Республика Алтай
466,58.333270999999996,44.761790999999995,Мантурово,17479,Костромская область
467,56.206299,87.75125899999999,Мариинск,40522,Свердловская область
468,51.7069911,46.748365299999996,Маркс ,31500,Саратовская область
469,42.9830241,47.5048717,Махачкала,577990,Республика Дагестан
470,53.0591919,32.8500077,Мглин,7916,Брянская область
471,61.03540400000001,76.108215,Мегион,49471,Ханты-Мансийский автономный округ - Югра
472,62.915024,34.473339,Медвежьегорск,15536,Республика Карелия
473,51.4049435,57.58031379999999,Медногорск,27253,Оренбургская область
474,54.9695,35.857,Медынь,8298,Калужская область
475,53.68637629999999,88.0703443,Междуреченск,101995,Кемеровская область
476,55.33683739999999,41.631406299999995,Меленки,15208,Нижегородская область
477,52.8989248,55.849003599999996,Мелеуз,61408,Республика Башкортостан
478,55.8878706,52.308443,Менделеевск,22075,Республика Татарстан
479,55.7255585,53.107181499999996,Мензелинск,16474,Республика Татарстан
480,54.3207145,35.279633399999994,Мещовск,4101,Калужская область
481,55.065304000000005,60.108337,Миасс,151812,Челябинская область
482,62.358238,50.08218,Микунь,10732,Республика Коми
483,48.9196264,40.391853999999995,Миллерово,36493,Ростовская область
484,44.2107377,43.134969,Минеральные Воды,76715,Ставропольский край
485,53.700325,91.69723499999999,Минусинск,71171,Красноярский край
486,55.070913899999994,57.54850210000001,Миньяр,10195,Челябинская область
487,62.541077,113.97858400000001,Мирный,30259,Архангельская область
488,54.230217,39.027538,Михайлов,59153,Рязанская область
489,50.0796329,43.234387700000006,Михайловка,59153,Волгоградская область
490,56.444538,59.124191,Михайловск,9215,Ставропольский край
491,52.8946613,40.507172100000005,Мичуринск,98758,Тамбовская область
492,53.7335417,119.7648554,Могоча,13228,Забайкальский край
493,55.50163829999999,36.0334703,Можайск,31388,Московская область
494,56.44273520000001,52.213852100000004,Можга,47959,Удмуртская Республика
495,43.735584,44.653614000000005,Моздок,38748,Курская область
496,48.352379,41.828762,Морозовск,27644,Ростовская область
497,53.44001255,41.7996583166198,Моршанск,41550,Тамбовская область
498,54.48729300000001,34.978953999999995,Мосальск,4285,Калужская область
499,55.479204599999996,37.3273304,Москва,11514330,Москва
500,58.184208,94.694298,Мотыгино,5902,Псковская область
501,59.39510179999999,48.9644445,Мураши,6752,Пермский край
502,68.970665,33.07497,Мурманск,59690,Мурманская область
503,55.5738,42.0447,Муром,116078,Владимирская область
504,53.278983999999994,36.576077000000005,Мценск,43216,Орловская область
505,53.71386,87.80031600000001,Мыски,43029,Кемеровская область
506,55.909492799999995,37.7339358,Мытищи,173341,Московская область
507,55.742011700000006,52.3992173,Набережные Челны,513242,Республика Татарстан
508,55.544070999999995,42.188671,Навашино,16413,Нижегородская область
509,65.5336238,72.51139549999999,Надым,46550,Ямало-Ненецкий автономный округ
510,56.011593000000005,90.418503,Назарово,52829,Красноярский край
511,43.232077399999994,44.7540128,Назрань,93357,Республика Ингушетия
512,55.564896,71.349365,Называевск,12119,Омская область
513,43.4883695,43.610560193588,Нальчик,240095,Кабардино-Балкарская Республика
514,46.692261,47.851238,Нариманов,11386,Ростовская область
515,55.3879473,36.7398309,Наро-Фоминск,18467,Московская область
516,43.55299395,43.8540412039357,Нарткала,31679,Кабардино-Балкарская Республика
517,67.6380175,53.0071044,Нарьян-Мар,21296,Ненецкий автономный округ
518,42.8246489,132.8926,Находка,159695,Приморский край
519,56.017616000000004,29.917128,Невель,16324,Псковская область
520,44.624581400000004,41.947594099999996,Невинномысск,118351,Ставропольский край
521,57.492403599999996,60.2105408,Невьянск,25147,Свердловская область
522,56.226096999999996,32.771111,Нелидово,22886,Тверская область
523,57.460655,40.573799,Нерехта,22817,Костромская область
524,56.65794350000001,124.71230420000002,Нерюнгри,61746,Республика Саха (Якутия)
525,56.088403099999994,54.2478094,Нефтекамск,121757,Республика Башкортостан
526,44.752205,44.985077000000004,Нефтекумск,27700,Ставропольский край
527,61.090309,72.6101,Нефтеюганск,123276,Ханты-Мансийский автономный округ - Югра
528,58.288948,43.886444,Нея,9827,Костромская область
529,55.783573,109.571762,Нижнеангарск,4520,Республика Бурятия
530,60.9339411,76.58142740000001,Нижневартовск,251860,Ханты-Мансийский автономный округ - Югра
531,55.641287899999995,51.8160376,Нижнекамск,234108,Республика Татарстан
532,54.90848810000001,99.0302862,Нижнеудинск,6751,Иркутская область
533,56.6619,59.30003000000001,Нижние Серги,11217,Свердловская область
534,53.529991,43.673626,Нижний Ломов,22678,Пензенская область
535,56.328571,44.003506,Нижний Новгород,1250615,Нижегородская область
536,57.905149,59.9508466,Нижний Тагил,361883,Свердловская область
537,58.618427000000004,59.867397,Нижняя Тура,21596,Свердловская область
538,50.031459999999996,45.454487,Николаевск,15081,Волгоградская область
539,53.138729000000005,140.72493,Николаевск-на-Амуре,22773,Хабаровский край
540,53.71459599999999,46.085175,Никольск,8515,Вологодская область
541,59.052733999999994,60.595974,Новая Ляля,12400,Свердловская область
542,58.52672495,31.251195526374197,Новгород Великий,222868,Новгородская область
543,53.809017000000004,58.643627,Новоабзаково,1331,Республика Башкортостан
544,45.4952532,41.2198866,Новоалександровск,26759,Ставропольский край
545,53.39334100000001,83.93940699999999,Новоалтайск,73134,Алтайский край
546,50.529675,42.667362,Новоаннинский,17911,Волгоградская область
547,52.537085999999995,31.933670000000003,Новозыбков,40552,Брянская область
548,53.75760699999999,87.136101,Новокузнецк,547885,Кемеровская область
549,53.09924300000001,49.948364,Новокуйбышевск,108449,Самарская область
550,44.2533593,38.8447977,Новомихайловский,10858,Краснодарский край
551,54.043011,39.744011,Новомичуринск,19309,Рязанская область
552,43.961890999999994,43.6311,Новопавловск,26556,Ставропольский край
553,57.031181000000004,29.332918,Новоржев,3695,Псковская область
554,44.7239578,37.7690711,Новороссийск,241788,Краснодарский край
555,55.0282171,82.9234509,Новосибирск,30250,Новосибирская область
556,52.972939000000004,37.041908,Новосиль,3799,Орловская область
557,56.347384999999996,30.152925,Новосокольники,8119,Псковская область
558,51.196369,58.298527,Новотроицк,97914,Оренбургская область
559,50.462326000000004,48.135532,Новоузенск,17015,Саратовская область
560,57.247046999999995,60.09581800000001,Новоуральск,91813,Свердловская область
561,51.095146,41.616955,Новохопёрск,6108,Воронежская область
562,56.114002299999996,47.4870341,Новочебоксарск,124094,Чувашская Республика
563,47.41066,40.101986,Новочеркасск,169039,Ростовская область
564,47.7558886,39.935987,Новошахтинск,111087,Ростовская область
565,50.764427000000005,37.863338,Новый Оскол,19530,Белгородская область
566,66.085196,76.6799167,Новый Уренгой,104144,Ямало-Ненецкий автономный округ
567,51.7953617,143.13650769999998,Ноглики,10151,Сахалинская область
568,69.34983940000001,88.200517,Норильск,175301,Красноярский край
569,63.2002917,75.4475807,Ноябрьск,110572,Ямало-Ненецкий автономный округ
570,54.4297351,50.8019579,Нурлат,32600,Республика Татарстан
571,57.943422999999996,55.33163489999999,Нытва,19041,Пермский край
572,63.286648,118.35414899999999,Нюрба,10156,Республика Саха (Якутия)
573,62.144636,65.4347572,Нягань,54903,Ханты-Мансийский автономный округ - Югра
574,56.055507999999996,59.598629,Нязепетровск,12452,Челябинская область
575,61.6612985,40.1970404,Няндома,22354,Архангельская область
576,49.014514899999995,131.0538038,Облучье,9379,Псковская область
577,55.09992175,36.6092733472383,Обнинск,104798,Калужская область
578,51.211079,36.276245,Обоянь,13562,Курская область
579,54.9859,82.7126,Обь,26137,Новосибирская область
580,54.803036399999996,38.273946200000005,Ожерелье,10540,Московская область
581,55.334234200000004,76.9433418,Озеро-Карачинское,1507,Новосибирская область
582,55.760459999999995,60.705101,Озёрск,79300,Челябинская область
583,54.854209,38.5598853,Озёры,25012,Московская область
584,54.480972200000004,53.4660062,Октябрьский,109379,Республика Башкортостан
585,58.3740782,33.300938300000006,Окуловка,12464,Архангельская область
586,68.140732,33.282596999999996,Оленегорск,23079,Мурманская область
587,69.0128038,117.76664869999999,Оленёк,2273,Республика Саха (Якутия)
588,60.979276,32.9749376,Олонец,9060,Республика Карелия
589,60.373016,120.438751,Олёкминск,9200,Республика Саха (Якутия)
590,63.4180703,158.9963689,Омолон,873,Чукотский автономный округ
591,54.991375,73.37152900000001,Омск,25905,Омская область
592,62.51276429999999,155.7823514,Омсукчан,3707,Магаданская область
593,63.9110736,38.095613799999995,Онега,21359,Архангельская область
594,56.71167,28.656817999999998,Опочка,11601,Псковская область
595,51.767452,55.097118,Оренбург,20663,Оренбургская область
596,55.808327799999994,38.979003799999994,Орехово-Зуево,120620,Московская область
597,51.2305015,58.4738015,Орск,238006,Оренбургская область
598,52.96854329999999,36.0692477,Орёл,317854,Орловская область
599,57.282920700000005,55.4602059,Оса,22420,Кировская область
600,57.15554470000001,33.102665,Осташков,18073,Тверская область
601,57.34463100000001,28.357816999999997,Остров,2177,Московская область
602,50.864902,39.077244,Острогожск,33842,Воронежская область
603,53.376175,51.348053,Отрадный,47709,Самарская область
604,53.589108200000005,142.9497542,Оха,7597,Сахалинская область
605,59.364392099999996,143.2410816,Охотск,3298,Хабаровский край
606,57.88361750000001,54.715823,Очёр,14237,Пермский край
607,53.787865000000004,39.242053999999996,Павелец,1591,Рязанская область
608,55.965137,43.071114,Павлово,60699,Нижегородская область
609,59.684853000000004,30.433264,Павловск,25126,Воронежская область
610,46.1352557,39.782918,Павловская,65842,Москва
611,55.78133570000001,38.6507838,Павловский Посад,63771,Московская область
612,50.045901,46.88963820000001,Палласовка,15984,Волгоградская область
613,43.1413275,133.1436968,Партизанск,38648,Приморский край
614,69.7028171,170.2746851,Певек,4161,Чукотский автономный округ
615,53.200001,45.0,Пенза,519592,Пензенская область
616,56.9403,32.7353,Пено,3661,Тверская область
617,54.866649100000004,43.8054106,Первомайск,14567,Нижегородская область
618,56.904858,59.943118999999996,Первоуральск,149800,Свердловская область
619,55.596546,44.544846,Перевоз,9201,Тверская область
620,56.736610399999996,38.846282099999996,Переславль-Залесский,41923,Ярославская область
621,58.014965000000004,56.246722999999996,Пермь,1000679,Пермский край
622,58.6000449,35.814472200000004,Пестово,15911,Московская область
623,50.139621999999996,45.2141,Петров Вал,13264,Волгоградская область
624,52.3094494,45.3889831,Петровск,18555,Саратовская область
625,51.275215,108.85448500000001,Петровск-Забайкальский,18555,Забайкальский край
626,61.790039,34.390007000000004,Петрозаводск,263540,Республика Карелия
627,53.0199693,158.6472187,Петропавловск-Камчатский,179526,Камчатский край
628,55.064663,67.88715400000001,Петухово,11291,Нижегородская область
629,55.931031299999994,39.4599489,Петушки,15167,Пермский край
630,65.12825625,57.138231414978,Печора,43458,Республика Коми
631,57.81330500000001,27.608185,Печоры,12308,Псковская область
632,59.5129787,34.1773573,Пикалёво,19981,Ленинградская область
633,61.571780700000005,31.4744211,Питкяранта,11484,Республика Карелия
634,54.369811999999996,60.807091,Пласт,17344,Челябинская область
635,57.459187,41.511353,Плёс,2600,Ивановская область
636,51.199276,42.24094,Поворино,17692,Воронежская область
637,55.4308841,37.545305600000006,Подольск,187956,Московская область
638,60.914291000000006,34.162354,Подпорожье,18729,Ленинградская область
639,61.744116399999996,75.5968105,Покачи,17053,Ханты-Мансийский автономный округ - Югра
640,55.918616899999996,39.17055070000001,Покров,17762,Московская область
641,56.442108,60.165859,Полевской,64316,Свердловская область
642,67.374084,32.495792,Полярные Зори,15106,Мурманская область
643,49.221636600000004,143.1015759,Поронайск,16461,Сахалинская область
644,57.765289,29.551878000000002,Порхов,10608,Псковская область
645,53.646797,52.123344,Похвистнево,28181,Самарская область
646,52.92878,33.454536,Почеп,17933,Тверская область
647,54.404776,32.4407898,Починок,8776,Смоленская область
648,50.477947,71.09135400000001,Пржевальское,1438,Смоленская область
649,57.38033299999999,41.281178000000004,Приволжск,2341,Ивановская область
650,62.54525400000001,65.64843,Приобье,7327,Ханты-Мансийский автономный округ - Югра
651,53.890972,86.737663,Прокопьевск,210150,Кемеровская область
652,46.700161,41.724078999999996,Пролетарск,20267,Ростовская область
653,54.8707703,37.2188629,Протвино,37308,Московская область
654,43.759001700000006,44.0103981,Прохладный,59595,Кабардино-Балкарская Республика
655,61.6932537,33.6224108,Пряжа,3487,Республика Карелия
656,44.1092655,40.7902989,Псебай,10839,Краснодарский край
657,57.817398,28.334367999999998,Псков,98778,Псковская область
658,52.012125299999994,48.810979499999995,Пугачёв,40895,Саратовская область
659,61.808434,36.536045,Пудож,9698,Республика Карелия
660,56.3350632,29.3684565,Пустошка,4619,Псковская область
661,56.982048,43.168003000000006,Пучеж,8583,Ивановская область
662,56.0104274,37.846189200000005,Пушкино,102840,Московская область
663,54.8347213,37.6139685,Пущино,20263,Московская область
664,57.06290799999999,27.921060999999998,Пыталово,5826,Псковская область
665,60.755116,72.83998100000001,Пыть-Ях,41453,Ханты-Мансийский автономный округ - Югра
666,44.039775,43.0706669,Пятигорск,142397,Ставропольский край
667,62.135315000000006,77.462616,Радужный,18212,Владимирская область
668,52.658699,41.879002,Рассказово,45484,Тамбовская область
669,56.800065100000005,59.908668799999994,Ревда,61713,Свердловская область
670,57.370647,61.4042865,Реж,38709,Свердловская область
671,56.259262,34.330151,Ржев,62026,Тверская область
672,57.105225,41.728390000000005,Родники,26318,Московская область
673,53.9448678,32.8479317285327,Рославль,54898,Смоленская область
674,50.1961874,39.5764857,Россошь,62865,Воронежская область
675,57.1692627,39.3583565,Ростов Великий,30969,Московская область
676,47.22138579999999,39.7114196,Ростов-на-Дону,1091544,Ростовская область
677,55.65832389999999,39.87171370000001,Рошаль,21265,Московская область
678,52.259884,43.787853000000005,Ртищево,41295,Московская область
679,51.527626399999995,81.21761740000001,Рубцовск,146386,Алтайский край
680,54.9471458,31.090628600000002,Рудня,10029,Псковская область
681,55.6998907,36.1946992,Руза,47529,Московская область
682,54.058735,44.954390999999994,Рузаевка,47529,Северо-Казахстанская область
683,58.050373,38.834637,Рыбинск,10683,Ярославская область
684,54.726841500000006,39.508861200000005,Рыбное,18378,Московская область
685,53.708878000000006,40.062984,Ряжск,21676,Рязанская область
686,54.6295687,39.742503899999996,Рязань,525062,Рязанская область
687,45.1319466,33.6001281,Саки,25146,Республика Крым
688,67.799362,130.403229,Саккырыр,1722,Республика Саха (Якутия)
689,53.361686999999996,55.924641,Салават,156085,Республика Башкортостан
690,66.5375387,66.6157469,Салехард,42494,Ямало-Ненецкий автономный округ
691,61.368728299999994,31.867289500000002,Салми,2187,Республика Карелия
692,46.476669,41.541008000000005,Сальск,61312,Ростовская область
693,53.198627,50.113987,Самара,1164900,Самарская область
694,58.461376,36.411373,Сандово,6797,Тверская область
695,59.960673899999996,30.158655100000004,Санкт-Петербург,4848742,Санкт-Петербург
696,54.18671,45.18383,Саранск,318841,Мордовия
697,56.477334,53.819295700000005,Сарапул,101390,Удмуртская Республика
698,51.530018,46.034683,Саратов,12846,Саратовская область
699,54.934631,43.334606,Саров,92073,Нижегородская область
700,71.96495329999999,114.09394329999999,Саскылах,2317,Республика Саха (Якутия)
701,54.353919999999995,41.926643,Сасово,28117,Рязанская область
702,55.040287,59.028034,Сатка,45465,Челябинская область
703,55.108427799999994,33.2376513,Сафоново,46116,Московская область
704,53.0899015,91.4128377,Саяногорск,49889,Республика Хакасия
705,54.1123301,102.1785158,Саянск,40786,Иркутская область
706,66.9127,88.3706499,Светлогорск (Красноярск.),876,Красноярский край
707,45.340613299999994,42.8459286,Светлоград,38520,Ставропольский край
708,51.377354,128.13475,Свободный,58594,Свердловская область
709,56.289339299999995,28.482557500000002,Себеж,6375,Псковская область
710,44.6054434,33.5220842,Севастополь,393304,Севастополь
711,60.374702,93.032997,Северо-Енисейский,6747,Красноярский край
712,55.635967,109.33564799999999,Северобайкальск,23673,Республика Бурятия
713,64.563385,39.823769,Северодвинск,192265,Архангельская область
714,60.15016,59.960517,Североуральск,29279,Свердловская область
715,52.156021,34.494572,Севск,7282,Кемеровская область
716,63.4086094,33.9933369,Сегежа,29660,Республика Карелия
717,69.152888,130.4463475,Сеймчан,2064,Магаданская область
718,47.516393,40.8122575,Семикаракорск,23884,Ростовская область
719,56.78834200000001,44.49155,Семёнов,24536,Нижегородская область
720,49.580608000000005,42.730164,Серафимович,9368,Волгоградская область
721,55.529616000000004,45.4754305,Сергач,21387,Нижегородская область
722,56.3153529,38.1358208,Сергиев Посад,110878,Иркутская область
723,52.46150600000001,44.213924,Сердобск,35393,Пензенская область
724,59.605190500000006,60.574043,Серов,99381,Свердловская область
725,54.9155247,37.4195533,Серпухов,126496,Московская область
726,52.720425,58.665466,Сибай,62732,Республика Башкортостан
727,48.781075200000004,142.86213080000002,Сим,332317,Челябинская область
728,44.4059623,34.0050679,Симеиз,3916,Республика Крым
729,44.9521457,34.1024858,Симферополь (Крым),332317,Республика Крым
730,56.71934920000001,40.6660219,Синяя Осока,132,Ивановская область
731,53.986256700000006,123.93734540000001,Сковородино,9561,Московская область
732,53.823524,39.549274,Скопин,30374,Рязанская область
733,52.983332999999995,78.666667,Славгород,30370,Алтайский край
734,59.733169999999994,30.46667,Славянка,65000,Ленинградская область
735,45.2590875,38.1244609,Славянск-на-Кубани,63768,Краснодарский край
736,59.117259999999995,28.086979,Сланцы,33587,Ленинградская область
737,55.513577100000006,109.20477749999999,Слюдянка,18542,Иркутская область
738,54.77897005,32.0471812191561,Смоленск,7620,Смоленская область
739,56.087008999999995,60.732673999999996,Снежинск,48896,Челябинская область
740,48.966297,140.28495800000002,Советская Гавань,27712,Хабаровский край
741,61.362099,63.57354,Советский,26434,Ростовская область
742,59.4617,40.1166,Сокол,37191,Москва
743,59.649437,56.779593999999996,Соликамск,97239,Пермский край
744,56.18535010000001,36.9781536,Солнечногорск,52996,Московская область
745,51.161289000000004,54.996371999999994,Соль-Илецк,26308,Оренбургская область
746,58.119003,30.309679,Сольцы,10317,Новгородская область
747,57.7809325,37.1653992,Сонково,3737,Тверская область
748,52.426971,53.154175,Сорочинск,30136,Оренбургская область
749,54.0834652,90.0184549555963,Сорск,12140,Республика Хакасия
750,61.702740000000006,30.691231,Сортавала,19215,Республика Карелия
751,54.05161429999999,35.9589929,Сосенский,12394,Калужская область
752,56.2573802,51.2842677,Сосновка,11960,Новгородская область
753,63.58523435,53.9004017501668,Сосногорск,27809,Республика Коми
754,43.585482299999995,39.723109,Сочи,343285,Краснодарский край
755,54.4118,34.032398,Спас-Деменск,4904,Калужская область
756,55.130867,40.176037,Спас-Клепики,5917,Рязанская область
757,44.5980135,132.815701,Спасск,7442,Пензенская область
758,44.5980135,132.815701,Спасск-Дальний,44166,Приморский край
759,67.455497,153.7071456,Среднеколымск,3525,Республика Саха (Якутия)
760,52.243190999999996,117.69554099999999,Сретенск,6850,Кировская область
761,45.0433245,41.9690934,Ставрополь,32736,Ставропольский край
762,57.989892299999994,31.3634905,Старая Русса,32235,Новгородская область
763,56.5081105,34.93147379999999,Старица,8610,Тверская область
764,52.584446,32.760098,Стародуб,19010,Брянская область
765,46.53594879999999,39.0625056,Староминская,42500,Краснодарский край
766,51.298038,37.833202,Старый Оскол,221163,Белгородская область
767,53.632374,55.952259,Стерлитамак,273432,Республика Башкортостан
768,60.732758,77.60080699999999,Стрежевой,42216,Томская область
769,56.373999999999995,38.586,Струнино,14372,Владимирская область
770,54.886598,38.0772589,Ступино,66942,Московская область
771,44.8488369,34.971099,Судак,16492,Республика Крым
772,51.190708,35.270855,Суджа,6036,Курская область
773,55.9515703,40.8586886,Судогда,11848,Владимирская область
774,56.419390799999995,40.4487893,Суздаль,10535,Владимирская область
775,63.110357900000004,140.85077980000003,Сунтар,9826,Республика Саха (Якутия)
776,62.082009400000004,32.345856,Суоярви,9763,Республика Карелия
777,53.013150100000004,32.393163300000005,Сураж,11640,Брянская область
778,61.254031999999995,73.3964,Сургут,38922,Ханты-Мансийский автономный округ - Югра
779,48.605140999999996,42.844147,Суровикино,20527,Волгоградская область
780,62.779731999999996,148.15361000000001,Сусуман,5865,Магаданская область
781,54.099658999999996,35.345821,Сухиничи,16295,Калужская область
782,56.9047389,62.0350233,Сухой Лог,34836,Свердловская область
783,53.09579215,48.3940572827098,Сызрань,178773,Самарская область
784,61.66852370000001,50.8352024,Сыктывкар,235006,Республика Коми
785,56.503017500000006,60.809321499999996,Сысерть,20594,Свердловская область
786,55.8269908,34.2770455,Сычёвка,8200,Алтайский край
787,60.1397073,32.5637502,Сясьстрой,13747,Ленинградская область
788,58.0413743,65.2719986,Тавда,35421,Свердловская область
789,47.2153657,38.9285216,Таганрог,257692,Ростовская область
790,56.065070999999996,85.631325,Тайга,25330,Кемеровская область
791,55.9385304,98.01967109999998,Тайшет,8981,Иркутская область
792,56.355515000000004,114.83798200000001,Таксимо,8114,Республика Бурятия
793,49.7215861,131.90679550000002,Талакан,4345,Амурская область
794,56.730941,37.528016,Талдом,13819,Московская область
795,57.014816,63.73024399999999,Талица,18339,Алтайский край
796,52.728790000000004,41.45536,Тамбов,15211,Тамбовская область
797,56.902587,74.3698652,Тара,26664,Республика Башкортостан
798,54.729353599999996,37.181553799999996,Таруса,9656,Калужская область
799,55.216961,75.96219599999999,Татарск,26114,Смоленская область
800,56.858675,35.9208284,Тверь,403726,Тверская область
801,56.8554753,40.540586299999994,Тейково,34993,Ивановская область
802,54.631496,43.210983,Темников,7247,Мордовия
803,45.275166299999995,37.390548100000004,Темрюк,38014,Краснодарский край
804,43.4833175,44.13865525752979,Терек,19170,Кабардино-Балкарская Республика
805,71.636604,128.868546,Тикси,8440,Республика Саха (Якутия)
806,45.6123531,38.9504299,Тимашёвск,51400,Краснодарский край
807,59.644323,33.5418624,Тихвин,58843,Ленинградская область
808,45.854679,40.128124,Тихорецк,61825,Краснодарский край
809,58.199804799999995,68.25129240000001,Тобольск,99698,Тюменская область
810,55.23769,84.402458,Тогучин,21531,Новосибирская область
811,65.789,87.9624,Толька,4662,Ямало-Ненецкий автономный округ
812,53.51495,49.407574,Тольятти,719484,Самарская область
813,58.968536,126.266853,Томмот,8054,Республика Саха (Якутия)
814,58.6124279,82.04753149999999,Томск,25614,Томская область
815,55.2751962,85.62287409999999,Топки,28642,Тульская область
816,57.04079399999999,34.973372999999995,Торжок,47702,Тверская область
817,56.496479,31.641077000000003,Торопец,13018,Тверская область
818,59.5412777,30.877364500000002,Тосно,39127,Ленинградская область
819,59.97585600000001,42.7568023,Тотьма,9784,Вологодская область
820,54.084548999999996,61.551991,Троицк,78637,Москва
821,54.8151264,58.446627299999996,Трёхгорный,32355,Челябинская область
822,44.098474700000004,39.0718875,Туапсе,63233,Краснодарский край
823,54.606537,53.69740039999999,Туймазы,66849,Республика Башкортостан
824,54.1942,37.6165,Тула,501129,Тульская область
825,54.562096,100.579216,Тулун,44603,Иркутская область
826,58.3522,59.8223,Тура,9468,Удмуртская Республика
827,52.145809299999996,93.91864340000001,Туран,4988,Республика Бурятия
828,58.041454,63.697552,Туринск,17990,Свердловская область
829,65.7934285,87.9589375,Туруханск,6183,Красноярский край
830,57.875384999999994,39.527214,Тутаев,41001,Ярославская область
831,55.149694,124.7375884,Тында,35574,Амурская область
832,55.87055600000001,72.196617,Тюкалинск,12050,Омская область
833,57.15353399999999,65.542274,Тюмень,581758,Тюменская область
834,51.989845,42.258396000000005,Уварово,26829,Тамбовская область
835,57.526782999999995,38.316689000000004,Углич,34505,Ярославская область
836,66.41176800000001,112.2517294,Удачный,12611,Республика Саха (Якутия)
837,57.877998,35.0042,Удомля,31048,Тверская область
838,55.3197221,89.84241970000001,Ужур,16079,Красноярский край
839,53.978512,38.160255,Узловая,55282,Тульская область
840,51.835784100000005,107.5839105,Улан-Удэ,431922,Республика Бурятия
841,54.146317700000004,47.2324921,Ульяновск,17149,Ульяновская область
842,52.8451,32.6867,Унеча,26196,Брянская область
843,60.12911999999999,64.803627,Урай,39435,Ханты-Мансийский автономный округ - Югра
844,57.46149739999999,45.7878911,Урень,12311,Нижегородская область
845,57.1101118,50.0003067,Уржум,10213,Кировская область
846,50.7970972,42.0051866,Урюпинск,41594,Волгоградская область
847,65.995731,57.5571267,Усинск,41100,Республика Коми
848,52.0506929,39.739999600000004,Усмань,18752,Липецкая область
849,52.75120129999999,103.6621625,Усолье-Сибирское,83364,Иркутская область
850,43.79724470000001,131.9520752,Уссурийск,157946,Приморский край
851,57.959472999999996,102.73419200000001,Усть-Илимск,86591,Иркутская область
852,54.9307169,58.1743686,Усть-Катав,23586,Челябинская область
853,58.00614655,55.6778824012519,Усть-Качка,4350,Пермский край
854,50.269592700000004,85.6155842,Усть-Кокса,16317,Республика Алтай
855,70.00177,135.549835,Усть-Куйга,681,Республика Саха (Якутия)
856,56.7803671,105.74649369999999,Усть-Кут,45061,Иркутская область
857,45.2178027,39.6896725,Усть-Лабинск,43268,Краснодарский край
858,64.566376,143.23783899999998,Усть-Нера,5173,Республика Саха (Якутия)
859,65.438683,52.156208,Усть-Цильма,4877,Республика Коми
860,58.843136,36.429728999999995,Устюжна,9478,Вологодская область
861,54.726288000000004,55.947727,Уфа,1062300,Республика Башкортостан
862,63.58317295,53.72050473868279,Ухта,99642,Республика Коми
863,54.316596999999994,59.384636,Учалы,37771,Республика Башкортостан
864,55.809986,94.327774,Уяр,12666,Красноярский край
865,52.089344,35.859486,Фатеж,5404,Курская область
866,45.033669,35.3753628,Феодосия,69038,Республика Крым
867,42.977208399999995,132.404905,Фокино (ЗАТО),23100,Брянская область
868,49.7653307,43.664987870316,Фролово,39489,Волгоградская область
869,57.24875600000001,41.10923,Фурманов,36149,Оренбургская область
870,48.481403,135.07693500000002,Хабаровск,42977,Хабаровский край
871,44.4231032,39.5369484,Хадыженск,21580,Краснодарский край
872,62.6477939,135.57509419999997,Хандыга,6095,Республика Саха (Якутия)
873,61.00346,69.01915699999999,Ханты-Мансийск,20283,Ханты-Мансийский автономный округ - Югра
874,47.408374200000004,47.2538899,Харабали,18209,Астраханская область
875,59.953323700000006,40.2068249,Харовск,10078,Вологодская область
876,43.246916,46.5855184,Хасавюрт,133929,Республика Дагестан
877,71.9819205,102.4714765,Хатанга,4684,Красноярский край
878,52.495499,48.105888,Хвалынск,13199,Саратовская область
879,51.3628436,110.45797490000001,Хилок,11530,Ленинградская область
880,55.889284700000005,37.4449896,Химки,207125,Московская область
881,57.1446,31.1833,Холм,3829,Архангельская область
882,66.455612,143.223007,Хонуу,2476,Республика Саха (Якутия)
883,43.523636200000006,39.874407399999996,Хоста,78533,Краснодарский край
884,53.126518000000004,35.398109000000005,Хотынец,3755,Орловская область
885,56.25412339999999,37.990810700000004,Хотьково,21612,Смоленская область
886,55.8661072,47.473703,Цивильск,13478,Чувашская Республика
887,47.650585,42.098232,Цимлянск,15029,Ростовская область
888,56.7787468,54.150070400000004,Чайковский,82933,Пермский край
