,Lat,Long,City,City population,Provinces/State
89,51.0967999,40.0307798,Бобров,19738,Москва
90,56.7683407,62.052077399999995,Богданович,31752,Свердловская область
91,53.773571,38.126965000000006,Богородицк,31897,Тульская область
92,56.493906200000005,38.182557200000005,Богородское,109432,Москва
93,56.211464,89.531639,Боготол,21029,Красноярский край
94,49.93244979999999,40.554475399999994,Богучар,11811,Воронежская область
95,57.8500317,114.20382839999999,Бодайбо,15331,Иркутская область
96,59.472902100000006,33.848995200000005,Бокситогорск,16593,Ленинградская область
97,54.9609,49.0334,Болгар,8650,Республика Татарстан
98,57.885204,34.049603000000005,Бологое,23499,Тверская область
99,55.671566000000006,84.38855,Болотное,16969,Новосибирская область
100,53.44899399999999,36.002232,Болхов,11421,Орловская область
101,43.1121194,132.3509104,Большой Камень (ЗАТО),37918,Приморский край
102,56.3548,44.0593,Бор,65585,Нижегородская область
103,50.38518079999999,116.5330685,Борзя,31376,Забайкальский край
104,51.368015,42.075169,Борисоглебск,65585,Воронежская область
105,58.389008999999994,33.906827500000006,Боровичи,54731,Псковская область
106,55.8997187,94.8930452,Бородино,17423,Красноярский край
107,56.1517085,101.6334907,Братск,246348,Иркутская область
108,55.421993799999996,38.259061200000005,Бронницы,21102,Московская область
109,53.24237779999999,34.36682879999999,Брянск,415640,Брянская область
110,54.5384152,52.795595299999995,Бугульма,89144,Республика Татарстан
111,53.6208,52.417,Бугуруслан,52249,Оренбургская область
112,44.780533,44.163357,Будённовск,62073,Ставропольский край
113,52.788502,52.253899,Бузулук,82816,Оренбургская область
114,54.972286600000004,48.2928964,Буинск,20342,Республика Татарстан
115,58.4781,41.5166,Буй,24011,Костромская область
116,50.828491,40.587322,Бутурлиновка,27208,Воронежская область
117,57.979141399999996,33.2537994,Валдай,16099,Новгородская область
118,50.211296000000004,38.100227000000004,Валуйки,35322,Тверская область
119,60.345203000000005,102.28093,Ванавара,2906,Красноярский край
120,49.090481,140.260864,Ванино,15314,Пермский край
121,55.6045223,31.1949976,Велиж,7620,Смоленская область
122,56.342361,30.527921999999997,Великие Луки,98778,Псковская область
123,60.76128520000001,46.301466600000005,Великий Устюг,31664,Вологодская область
124,61.0756446,42.09795820000001,Вельск,23885,Архангельская область
125,58.0721045,54.66748470000001,Верещагино,22760,Кировская область
126,55.343238,36.185145,Верея,5368,Московская область
127,63.449760899999994,120.31466780000001,Верхневилюйск,21002,Республика Саха (Якутия)
128,53.878002,59.211380000000005,Верхнеуральск,9459,Челябинская область
129,57.37480479999999,59.9320354,Верхний Тагил,11843,Свердловская область
130,56.052029000000005,60.226448,Верхний Уфалей,30504,Челябинская область
131,58.043597999999996,60.554832,Верхняя Салда,46240,Свердловская область
132,58.3605,59.81823000000001,Верхняя Тура,9468,Свердловская область
133,58.861702,60.809338000000004,Верхотурье,8815,Свердловская область
134,58.663726399999994,37.2626496,Весьегонск,7330,Тверская область
135,63.754082,121.626549,Вилюйск,10233,Республика Саха (Якутия)
136,56.124722,101.171951,Вихоревка,22528,Иркутская область
137,57.20439895,41.9132782222458,Вичуга,37609,Ивановская область
138,43.1150678,131.8855768,Владивосток,592069,Приморский край
139,43.024592999999996,44.682109999999994,Владикавказ,311635,Республика Северная Осетия - Алания
140,56.1288899,40.407520299999995,Владимир,61544,Владимирская область
141,48.64820995,44.3857637990291,Волгоград,1021244,Волгоградская область
142,47.5414072,42.228104828647496,Волгодонск,170621,Ростовская область
143,57.440105,41.157181,Волгореченск,17108,Костромская область
144,55.88183660000001,48.3462942305733,Волжск,314436,Республика Марий Эл
145,48.782102,44.7779843,Волжский,314436,Волгоградская область
146,59.218876,39.893276,Вологда,301642,Вологодская область
147,56.036012899999996,35.95833579999999,Волоколамск,23386,Московская область
148,59.9275868,32.327680300000004,Волхов,47344,Ленинградская область
149,50.2805047,36.9452503,Волчанск,10008,Свердловская область
150,52.042755,47.386032,Вольск,66520,Саратовская область
151,67.494957,64.0401,Воркута,70551,Республика Коми
152,51.6605982,39.20058579999999,Воронеж,19738,Воронежская область
153,55.322518,38.6816824,Воскресенск,17842,Московская область
154,57.052505000000004,53.990612,Воткинск,100034,Удмуртская Республика
155,63.844337,57.300171,Вуктыл,12357,Республика Коми
156,60.709217,28.744051000000002,Выборг,80013,Ленинградская область
157,55.318774,42.1800408,Выкса,56196,Нижегородская область
158,61.006355000000006,36.451122,Вытегра,10490,Вологодская область
159,57.588303,34.5714,Вышний Волочёк,46211,Тверская область
160,47.533455,134.757874,Вяземский,14556,Смоленская область
161,56.24514,42.137577,Вязники,41252,Владимирская область
162,55.210356299999994,34.2995187,Вязьма,57103,Смоленская область
163,56.2229946,51.074903799999994,Вятские Поляны,35159,Кировская область
164,56.558550100000005,40.1205669,Гаврилов Посад,6434,Ивановская область
165,57.303282700000004,39.8537697,Гаврилов-Ям,17792,Ярославская область
166,55.553383,34.996864,Гагарин,31721,Джизакская область
167,58.3781,42.3499,Галич,17346,Костромская область
168,59.57062729999999,30.1305083,Гатчина,92566,Ленинградская область
169,58.743066000000006,27.8156854,Гдов,4379,Псковская область
170,44.56094470000001,38.076683200000005,Геленджик,54813,Краснодарский край
171,44.1478944,43.4741718,Георгиевск,72126,Ставропольский край
172,58.1401196,52.64643879999999,Глазов,95835,Удмуртская Республика
173,55.614960200000006,36.9887625,Голицыно,17447,Московская область
174,51.957775,85.96365300000001,Горно-Алтайск,62861,Республика Алтай
175,58.374001,58.325058,Горнозаводск,12334,Пермский край
176,51.0004641,81.4638583,Горняк,13040,Тверская область
177,46.082851,41.934269,Городовиковск,9565,Калмыкия
178,56.20656999999999,42.679035,Гороховец,14015,Владимирская область
179,44.634265299999996,39.1363613,Горячий Ключ,30093,Краснодарский край
180,58.566596999999994,57.833389000000004,Гремячинск,11005,Пермский край
181,43.319703100000005,45.693430799999994,Грозный,271596,Чеченская Республика
182,52.49612,39.955162,Грязи,46798,Московская область
183,58.8841803,40.2512646,Грязовец,15528,Вологодская область
184,58.842406999999994,57.555057999999995,Губаха,27544,Пермский край
185,51.283714,37.534659999999995,Губкин,88562,Белгородская область
186,64.4337824,76.48980859999999,Губкинский,23340,Ямало-Ненецкий автономный округ
187,43.3486103,46.095945,Гудермес,45643,Чеченская Республика
188,48.053030299999996,39.9441925,Гуково,67268,Ростовская область
189,45.3565119,40.6962256,Гулькевичи,35225,Краснодарский край
190,54.7745571,20.6037041,Гурьевск,12433,Кемеровская область
191,51.289516,106.52700800000001,Гусиноозёрск,23280,Республика Бурятия
192,55.6149968,40.670866499999995,Гусь-Хрустальный,60773,Владимирская область
193,54.218571,55.026661,Давлеканово,24040,Республика Башкортостан
194,43.6590048,39.6544373,Дагомыс,74737,Краснодарский край
195,56.25865600000001,62.939163,Далматово,13913,Курганская область
196,44.559457,135.57592409999998,Дальнегорск,37503,Приморский край
197,45.9337195,133.7349056,Дальнереченск,27601,Приморский край
198,58.188807999999995,40.175114,Данилов,15861,Ростовская область
199,53.2533095,39.1591798,Данков,21056,Липецкая область
200,56.698341000000006,60.08680699999999,Дегтярск,15521,Свердловская область
201,55.26437779999999,31.5178326,Демидов,7333,Смоленская область
202,69.30371099999999,139.96452299999999,Депутатский,2932,Челябинская область
203,42.057858,48.288764799999996,Дербент,119961,Республика Дагестан
204,54.142923200000006,33.284404867503,Десногорск,29677,Смоленская область
205,56.2382157,43.461740500000005,Дзержинск,47125,Нижегородская область
206,55.959644,92.37541999999999,Дивногорск,28271,Красноярский край
207,73.50838940000001,80.5123816,Диксон,548,Красноярский край
208,54.2188995,49.6038982,Димитровград,122549,Ульяновская область
209,52.12849,35.075439,Дмитриев-Льговский,7600,Курская область
210,56.345069499999994,37.5200723,Дмитров,61454,Московская область
211,57.8288277,29.961135700000003,Дно,9061,Псковская область
212,58.465281000000004,56.4192325338404,Добрянка,35720,Рязанская область
213,47.3241456,142.79793610000002,Долинск,12200,Сахалинская область
214,55.4368213,37.7680693,Домодедово,96123,Московская область
215,48.0158753,37.8013407,Донецк,50085,Ростовская область
216,53.965651,38.3183367,Донской,64561,Тульская область
217,54.914823600000005,33.298905100000006,Дорогобуж,10720,Смоленская область
218,56.74177675,37.175532969607794,Дубна,70569,Московская область
219,49.060520000000004,44.830776,Дубовка,14345,Воронежская область
220,55.194692700000004,32.4021172794943,Духовщина,4370,Смоленская область
221,55.490616,54.86389499999999,Дюртюли,31272,Республика Башкортостан
222,53.6003804,34.3335523,Дятьково,29438,Брянская область
223,45.1907635,33.3679049,Евпатория,105719,Республика Крым
224,55.3829765,39.0356223,Егорьевск,70133,Московская область
225,46.7110877,38.2747683,Ейск,87771,Краснодарский край
226,56.839104000000006,60.60825,Екатеринбург,1377738,Свердловская область
227,55.757713100000004,52.05399379999999,Елабуга,70750,Хабаровский край
228,52.6219865,38.500329799999996,Елец,108404,Липецкая область
229,54.576495400000006,33.1891698,Ельня,10095,Московская область
230,54.75912099999999,61.313198,Еманжелинск,30218,Челябинская область
231,62.598296999999995,50.887928,Емва,14574,Республика Коми
232,58.45322120000001,92.17481690000001,Енисейск,18769,Красноярский край
233,61.275020999999995,108.00971200000001,Ербогачён,1965,Иркутская область
234,51.34985,48.275078,Ершов,21447,Волгоградская область
235,44.0468389,42.8565018,Ессентуки,100969,Ставропольский край
236,44.1424034,43.0090751,Железноводск,24496,Ставропольский край
237,56.250938,93.53286,Железногорск,26134,Курская область
238,56.577915000000004,104.12294,Железногорск-Илимский,26134,Иркутская область
239,55.74593879999999,38.0158304,Железнодорожный,151985,Москва
240,51.843933,41.470366999999996,Жердевка,15211,Белгородская область
241,66.76564,123.3741,Жиганск,3420,Республика Саха (Якутия)
242,53.400512199999994,49.4955657,Жигулёвск,54300,Самарская область
243,53.748543000000005,34.735447,Жиздра,5585,Калужская область
244,50.978778999999996,44.778908,Жирновск,16890,Волгоградская область
245,53.76413670000001,31.495078499999998,Жуковка,18269,Нижегородская область
246,49.644653000000005,117.329025,Забайкальск,12536,Забайкальский край
247,50.111154,129.4402341,Завитинск,11481,Амурская область
248,56.50929300000001,66.539261,Заводоуковск,25657,Тюменская область
249,57.4909934,42.13964,Заволжск,12045,Ивановская область
250,52.387798,38.92672,Задонск,9695,Липецкая область
251,55.2866509,52.0056047,Заинск,41798,Республика Татарстан
252,58.501495,27.879011,Залахтовье,1079,Псковская область
253,55.965401,94.708107,Заозёрный,10286,Амурская область
254,56.258968,32.085865000000005,Западная Двина,9376,Тверская область
255,54.7585694,38.8818137,Зарайск,24648,Московская область
256,56.8149706,61.320593599999995,Заречный,63579,Свердловская область
257,53.707915,84.9348606,Заринск,47035,Алтайский край
258,55.7293613,36.858538200000005,Звенигород,16395,Московская область
259,48.020645,40.118561,Зверево,22416,Ростовская область
260,56.11356,94.589279,Зеленогорск (ЗАТО),64343,Красноярский край
261,55.8477605,48.5097031,Зеленодольск,97651,Республика Татарстан
262,44.403175,43.884163,Зеленокумск,35790,Ставропольский край
263,53.928402,102.052727,Зима,32522,Иркутская область
264,55.03463945,59.5292694311903,Златоуст,174985,Челябинская область
265,52.426113,31.7390793,Злынка,5507,Брянская область
266,51.1544658,82.1979928,Змеиногорск,10569,Алтайский край
267,54.6155775,21.227367,Знаменск,29357,Астраханская область
268,56.17007099999999,34.585182,Зубцов,6937,Тверская область
269,58.4060241,51.1388605,Зуевка,11198,Челябинская область
270,52.641701,108.14624520000001,Зырянка,3170,Свердловская область
271,59.37441389999999,28.2192542,Ивангород,9797,Ленинградская область
272,56.998445200000006,40.9737394,Иваново,409277,Ивановская область
273,60.6973287,60.4172583,Ивдель,17764,Свердловская область
274,67.46721600000001,86.56975600000001,Игарка,6183,Красноярский край
275,63.191513,64.424301,Игрим,7477,Ханты-Мансийский автономный округ - Югра
276,56.86655699999999,53.2094166,Ижевск,628117,Удмуртская Республика
277,42.5710804,47.862999,Избербаш,56301,Республика Дагестан
278,57.7103914,27.861682000000002,Изборск,789,Псковская область
279,65.2239948,145.6607722,Известковый,1536,Москва
280,45.3740796,41.712115399999995,Изобильный,40546,Краснодарский край
281,56.23806,96.06694,Иланский,16108,Красноярский край
282,49.306286,43.979027,Иловля,11568,Волгоградская область
283,53.8579402,46.3573236,Инза,18547,Ульяновская область
284,53.867741,44.371407,Инсар,8687,Мордовия
285,66.039749,60.13158000000001,Инта,32021,Республика Коми
286,45.719722999999995,42.916286,Ипатово,26055,Нижегородская область
287,57.67404200000001,63.063778000000006,Ирбит,38352,Свердловская область
288,52.289597,104.280586,Иркутск,6751,Иркутская область
289,54.904892000000004,71.259987,Исилькуль,25905,Омская область
290,54.61506035,83.29727586648599,Искитим,60072,Новосибирская область
291,56.110912,69.473366,Ишим,66259,Тюменская область
292,53.454655,56.043994999999995,Ишимбай,66259,Республика Башкортостан
293,56.6328248,47.897246200000005,Йошкар-Ола,248688,Республика Марий Эл
294,44.267363700000004,135.0554977,Кавалерово,14437,Приморский край
295,55.7823547,49.1242266,Казань,1216965,Республика Татарстан
296,57.7019,93.2756,Казачинское,3604,Красноярский край
297,50.425951899999994,41.0161721,Калач,26892,Воронежская область
298,48.692699,43.524063,Калач-на-Дону,26892,Волгоградская область
299,55.049091000000004,74.58242800000001,Калачинск,24000,Омская область
300,65.200096,31.180172,Калевала,3855,Республика Карелия
301,54.710128000000005,20.510583800000003,Калининград,6399,Калининградская область
302,51.499947,44.484581,Калининск,16442,Саратовская область
303,54.5101087,36.2598115,Калуга,325185,Калужская область
304,57.2400206,37.8404883,Калязин,13870,Тверская область
305,56.2652515,54.194561300000004,Камбарка,11028,Удмуртская Республика
306,53.1850012,44.0529066,Каменка,39579,Санкт-Петербург
307,60.95261020000001,29.1303401,Каменногорск,6761,Ленинградская область
308,56.415451000000004,61.917797,Каменск-Уральский,174710,Свердловская область
309,48.3210807,40.2650679,Каменск-Шахтинский,95306,Ростовская область
310,53.793676100000006,81.3516358,Камень-на-Оби,41787,Алтайский край
311,56.34625749999999,40.997098,Камешково,13113,Ярославская область
312,50.06525345,45.384491159226506,Камышин,119924,Волгоградская область
313,56.8380653,62.7315204168864,Камышлов,26875,Свердловская область
314,55.5148161,47.498630718890105,Канаш,45608,Чувашская Республика
315,67.151442,32.4130551,Кандалакша,35659,Мурманская область
316,56.205996999999996,95.706787,Канск,94230,Красноярский край
317,55.485808999999996,60.209541,Карабаш,13151,Челябинская область
318,50.4019239,84.47034980000001,Карагайский,6682,Пермский край
319,53.734469999999995,78.032372,Карасук,28929,Алтайский край
320,53.124191,34.996758,Карачев,19715,Брянская область
321,59.059805299999994,80.8708719,Каргасок,24000,Томская область
322,55.1929899,80.2828252,Каргат,10620,Новосибирская область
323,59.76678929999999,60.0009267,Карпинск,29118,Свердловская область
324,53.053261,60.639171999999995,Карталы,29136,Республика Башкортостан
325,54.939693000000005,41.395179999999996,Касимов,33494,Рязанская область
326,55.8904193,60.75385179999999,Касли,16998,Челябинская область
327,54.753479000000006,58.205783999999994,Катав-Ивановск,17640,Челябинская область
328,56.290913,62.57908199999999,Катайск,14017,Курганская область
329,58.6981697,59.48101139999999,Качканар,42563,Свердловская область
330,57.361755,37.611453999999995,Кашин,16174,Тверская область
331,54.837449,38.1505119,Кашира,41880,Московская область
332,55.355125,86.087234,Кемерово,532884,Кемеровская область
333,64.9458,34.6001,Кемь,13061,Республика Карелия
334,67.53,165.388,Кепервеем,263,Чукотский автономный округ
335,45.3534002,36.4538645,Керчь,147033,Республика Крым
336,51.7190995,94.4300627,Кизел,20277,Пермский край
337,43.1999049,46.8713343,Кизилюрт,36187,Республика Дагестан
338,43.8546727,46.713932899999996,Кизляр,49169,Республика Дагестан
339,56.85631779999999,37.3563155038629,Кимры,49623,Тверская область
340,59.37439820000001,28.5981591,Кингисепп,9797,Ленинградская область
341,53.219738,50.633228,Кинель,34472,Самарская область
342,57.4431,42.1400999,Кинешма,88113,Ивановская область
343,57.77635600000001,108.116295,Киренск,12652,Иркутская область
344,56.159222899999996,38.8721255,Киржач,30044,Владимирская область
345,59.8588453,38.3760743,Кириллов,7735,Вологодская область
346,59.450325,32.010578,Кириши,52826,Ленинградская область
347,58.6035257,49.6639029,Киров,31888,Кировская область
348,57.42652710000001,60.0665927,Кировград,21959,Свердловская область
349,52.654755,42.724959999999996,Кирсанов,17240,Тамбовская область
350,54.004987199999995,86.63547709999999,Киселёвск,88200,Кемеровская область
351,43.9128743,42.7192186,Кисловодск,128502,Ставропольский край
352,56.33555429999999,36.73521470000001,Клин,62510,Московская область
353,52.758511,32.240097,Клинцы,62510,Брянская область
354,56.355386100000004,41.31699298284661,Ковров,145492,Владимирская область
355,54.038091200000004,43.915620200000006,Ковылкино,21307,Мордовия
356,62.26798,74.4889068,Когалым,58192,Ханты-Мансийский автономный округ - Югра
357,58.596329000000004,99.18291500000001,Кодинск,14835,Красноярский край
358,54.037102000000004,35.780102,Козельск,18203,Калужская область
359,56.3324346,46.546285499999996,Козьмодемьянск,21262,Республика Марий Эл
360,68.880638,33.019726,Кола,10447,Псковская область
361,55.0938743,38.7670121,Коломна,144642,Московская область
362,58.313667,82.90355699999999,Колпашево,24126,Томская область
363,59.74844399999999,30.604478999999998,Колпино,147965,Псковская область
364,54.665443,86.166115,Кольчугино,45804,Владимирская область
365,57.02732099999999,40.377602,Комсомольск,8693,Полтавская область
366,50.550877,137.020782,Комсомольск-на-Амуре,263906,Хабаровский край
367,56.713157200000005,36.7775654,Конаково,41303,Тверская область
368,62.20929,34.268184999999995,Кондопога,32978,Республика Карелия
369,54.8028,35.9322,Кондрово,16672,Калужская область
370,53.92099,40.019211,Кораблино,12657,Рязанская область
371,45.463586299999996,39.4487565,Кореновск,41179,Краснодарский край
372,54.889922999999996,61.407963,Коркино,38950,Ярославская область
373,50.810741,37.195316,Короча,5877,Белгородская область
374,61.3151659,47.1607626,Коряжма,39629,Архангельская область
375,63.456226,48.894211,Кослан,2288,Республика Коми
376,64.5873013,30.5969076,Костомукша,28433,Республика Карелия
377,57.7679158,40.9269141,Кострома,268617,Костромская область
378,47.633227399999996,43.141090000000005,Котельниково,20441,Тверская область
379,58.3053524,48.3372596,Котельнич,24979,Кировская область
380,61.252151,46.647628999999995,Котлас,60562,Архангельская область
381,50.322208,44.801643,Котово,24104,Тверская область
382,56.121089500000004,38.1457655,Красноармейск,26294,Московская область
383,60.40546155,57.0820319704652,Красновишерск,17129,Пермский край
384,45.0352566,38.976481400000004,Краснодар,34926,Краснодарский край
385,50.096992,118.041344,Краснокаменск,55668,Красноярский край
386,58.0812613,55.758694299999995,Краснокамск,52632,Пермский край
387,48.7045848,44.563795899999995,Краснослободск,16007,Волгоградская область
388,59.76463100000001,60.193611700000005,Краснотурьинск,59701,Свердловская область
389,58.357063000000004,60.037445,Красноуральск,24973,Свердловская область
390,56.604538,57.771313,Красноуфимск,39765,Свердловская область
391,56.0090968,92.8725147,Красноярск,1095286,Красноярский край
392,50.9459056,46.972462,Красный Кут,14420,Ростовская область
393,47.891552000000004,40.071899,Красный Сулин,40866,Ростовская область
394,58.056506999999996,37.114731,Красный Холм,5608,Ярославская область
395,50.364742,108.75798,Красный Чикой,7063,Забайкальский край
396,45.434441299999996,40.575027399999996,Кропоткин,80743,Краснодарский край
397,56.006351,71.51130699999999,Крутинка,6878,Омская область
398,44.9295889,37.9880177,Крымск,57370,Краснодарский край
399,56.149551,44.198032,Кстово,66641,Нижегородская область
400,55.575548600000005,36.6952802,Кубинка,22918,Москва
401,51.478756,57.350795999999995,Кувандык,26176,Оренбургская область
402,57.0314657,34.179663700000006,Кувшиново,10008,Тверская область
403,56.0315502,47.2987956,Кугеси,12809,Чувашская Республика
404,59.01460600000001,54.664134999999995,Кудымкар,30711,Пермский край
405,53.112514000000004,46.600727,Кузнецк,101666,Пензенская область
406,55.429287,42.511879,Кулебаки,35762,Нижегородская область
407,52.760975,55.796482,Кумертау,62854,Республика Башкортостан
408,57.42884399999999,56.944328000000006,Кунгур,67857,Пермский край
409,54.364929000000004,77.30854000000001,Купино,15448,Новосибирская область
410,55.51707765,65.459065802296,Курган,47974,Курганская область
411,44.884697100000004,40.589177299999996,Курганинск,47974,Краснодарский край
412,45.22904129999999,147.8751845,Курильск,2070,Сахалинская область
413,51.739433,36.179604,Курск,7721,Курская область
414,54.909466,64.428383,Куртамыш,17098,Курганская область
415,51.6750974,35.6606580678712,Курчатов,42691,Курская область
416,55.336521,59.445938,Куса,18792,Челябинская область
417,58.28175699999999,59.762329,Кушва,33027,Свердловская область
418,51.7190995,94.4300627,Кызыл,109906,Республика Тыва
419,55.723192000000004,60.3671048259304,Кыштым,38950,Челябинская область
420,44.6347953,40.7242185,Лабинск,62822,Краснодарский край
421,66.6596392,66.3861831,Лабытнанги,26948,Ямало-Ненецкий автономный округ
422,43.9102991,39.331753799999994,Лазаревское,92662,Краснодарский край
423,55.4043358,49.546837599999996,Лаишево,7735,Республика Татарстан
424,56.01509300000001,39.946558,Лакинск,15707,Владимирская область
425,61.247257,75.189278,Лангепас,41675,Ханты-Мансийский автономный округ - Югра
426,61.5179265,30.203892699999997,Лахденпохья,7818,Республика Карелия
427,53.012614600000006,39.127593,Лебедянь,20991,Липецкая область
428,50.751953,78.53936800000001,Лениногорск,64145,Республика Татарстан
429,54.6442,86.1668,Ленинск,95300,Челябинская область
430,54.665443,86.166115,Ленинск-Кузнецкий,101666,Кемеровская область
431,60.7145488,114.91721229999999,Ленск,24955,Пермский край
432,58.63644,59.789657999999996,Лесной,52464,Свердловская область
433,45.4747744,133.4182158,Лесозаводск,36975,Приморский край
434,58.223511,92.48597,Лесосибирск,61146,Красноярский край
435,52.4253859,37.6089,Ливны,50430,Орловская область
436,52.6041877,39.5936899,Липецк,46798,Липецкая область
437,50.982079,39.496941,Лиски,55864,Воронежская область
438,57.1244437,35.4665276,Лихославль,12259,Тверская область
439,56.0104473,37.4670831,Лобня,74350,Московская область
440,60.7339323,33.545773100000005,Лодейное Поле,21053,Ленинградская область
441,43.7038,39.5842,Лоо,8091,Краснодарский край
442,58.732,29.85,Луга,36409,Ленинградская область
443,60.630329,47.255404999999996,Луза,11262,Вологодская область
444,55.034820999999994,44.492725,Лукоянов,14949,Нижегородская область
445,54.9655573,39.027718799999995,Луховицы,29849,Московская область
446,56.027885,45.038315000000004,Лысково,21882,Московская область
