;source;target;pass_day;transport;source_lat;source_lng;target_lat;target_lng;target_population;source_population;source_coords;target_coords;source_country;source_county;source_region;target_country;target_county;target_region
0;Москва;Симферополь (Крым);5314.7;avia;55.4792046;37.3273304;44.9521457;34.1024858;332317.0;11514330.0;(37.3273304, 55.4792046);(34.1024858, 44.9521457);Russia;Podolsky;Moscow City;Russia;Simferopolska;Crimea
1;Москва;Сочи;4976.633333333333;avia;55.4792046;37.3273304;43.5854823;39.723109;343285.0;11514330.0;(37.3273304, 55.4792046);(39.723109, 43.5854823);Russia;Podolsky;Moscow City;Russia;Sochi;Krasnodar
2;Симферополь (Крым);Москва;5194.066666666667;avia;44.9521457;34.1024858;55.4792046;37.3273304;11514330.0;332317.0;(34.1024858, 44.9521457);(37.3273304, 55.4792046);Russia;Simferopolska;Crimea;Russia;Podolsky;Moscow City
3;Сочи;Москва;4776.6;avia;43.5854823;39.723109;55.4792046;37.3273304;11514330.0;343285.0;(39.723109, 43.5854823);(37.3273304, 55.4792046);Russia;Sochi;Krasnodar;Russia;Podolsky;Moscow City
4;Санкт-Петербург;Москва;4524.966666666666;avia;59.929689;30.361791;55.4792046;37.3273304;11514330.0;4848742.0;(30.361791, 59.929689);(37.3273304, 55.4792046);Russia;;Saint Petersburg;Russia;Podolsky;Moscow City
5;Москва;Санкт-Петербург;4058.633333333333;avia;55.4792046;37.3273304;59.929689;30.361791;4848742.0;11514330.0;(37.3273304, 55.4792046);(30.361791, 59.929689);Russia;Podolsky;Moscow City;Russia;;Saint Petersburg
6;Краснодар;Москва;4150.366666666667;avia;45.0352566;38.9764814;55.4792046;37.3273304;11514330.0;34926.0;(38.9764814, 45.0352566);(37.3273304, 55.4792046);Russia;Krasnodar;Krasnodar;Russia;Podolsky;Moscow City
7;Москва;Краснодар;3726.066666666666;avia;55.4792046;37.3273304;45.0352566;38.9764814;34926.0;11514330.0;(37.3273304, 55.4792046);(38.9764814, 45.0352566);Russia;Podolsky;Moscow City;Russia;Krasnodar;Krasnodar
8;Минеральные Воды;Москва;3386.133333333333;avia;44.2107377;43.134969;55.4792046;37.3273304;11514330.0;76715.0;(43.134969, 44.2107377);(37.3273304, 55.4792046);Russia;;Stavropol;Russia;Podolsky;Moscow City
9;Москва;Минеральные Воды;3187.9;avia;55.4792046;37.3273304;44.2107377;43.134969;76715.0;11514330.0;(37.3273304, 55.4792046);(43.134969, 44.2107377);Russia;Podolsky;Moscow City;Russia;;Stavropol
10;Москва;Ростов-на-Дону;2666.266666666667;avia;55.4792046;37.3273304;47.2213858;39.7114196;1091544.0;11514330.0;(37.3273304, 55.4792046);(39.7114196, 47.2213858);Russia;Podolsky;Moscow City;Russia;Rostov-na-Donu;Rostov
11;Ростов-на-Дону;Москва;2571.2;avia;47.2213858;39.7114196;55.4792046;37.3273304;11514330.0;1091544.0;(39.7114196, 47.2213858);(37.3273304, 55.4792046);Russia;Rostov-na-Donu;Rostov;Russia;Podolsky;Moscow City
12;Москва;Екатеринбург;1997.5;avia;55.4792046;37.3273304;56.839104;60.60825;1377738.0;11514330.0;(37.3273304, 55.4792046);(60.60825, 56.839104);Russia;Podolsky;Moscow City;Russia;Ekaterinburg;Sverdlovsk
13;Москва;Калининград;1814.033333333333;avia;55.4792046;37.3273304;54.710128;20.5105838;6399.0;11514330.0;(37.3273304, 55.4792046);(20.5105838, 54.710128);Russia;Podolsky;Moscow City;Russia;Kaliningrad;Kaliningrad
14;Екатеринбург;Москва;1889.8666666666666;avia;56.839104;60.60825;55.4792046;37.3273304;11514330.0;1377738.0;(60.60825, 56.839104);(37.3273304, 55.4792046);Russia;Ekaterinburg;Sverdlovsk;Russia;Podolsky;Moscow City
15;Калининград;Москва;1856.2333333333331;avia;54.710128;20.5105838;55.4792046;37.3273304;11514330.0;6399.0;(20.5105838, 54.710128);(37.3273304, 55.4792046);Russia;Kaliningrad;Kaliningrad;Russia;Podolsky;Moscow City
16;Москва;Махачкала;1726.7666666666669;avia;55.4792046;37.3273304;42.9830241;47.5048717;577990.0;11514330.0;(37.3273304, 55.4792046);(47.5048717, 42.9830241);Russia;Podolsky;Moscow City;Russia;Makhachkala;Dagestan
17;Махачкала;Москва;1805.9;avia;42.9830241;47.5048717;55.4792046;37.3273304;11514330.0;577990.0;(47.5048717, 42.9830241);(37.3273304, 55.4792046);Russia;Makhachkala;Dagestan;Russia;Podolsky;Moscow City
18;Москва;Уфа;1473.7333333333331;avia;55.4792046;37.3273304;54.726288;55.947727;1062300.0;11514330.0;(37.3273304, 55.4792046);(55.947727, 54.726288);Russia;Podolsky;Moscow City;Russia;Ufa;Bashkortostan
19;Уфа;Москва;1473.5;avia;54.726288;55.947727;55.4792046;37.3273304;11514330.0;1062300.0;(55.947727, 54.726288);(37.3273304, 55.4792046);Russia;Ufa;Bashkortostan;Russia;Podolsky;Moscow City
20;Санкт-Петербург;Краснодар;1365.9666666666667;avia;59.929689;30.361791;45.0352566;38.9764814;34926.0;4848742.0;(30.361791, 59.929689);(38.9764814, 45.0352566);Russia;;Saint Petersburg;Russia;Krasnodar;Krasnodar
21;Самара;Москва;1285.0333333333333;avia;53.198627;50.113987;55.4792046;37.3273304;11514330.0;1164900.0;(50.113987, 53.198627);(37.3273304, 55.4792046);Russia;Samara;Samara;Russia;Podolsky;Moscow City
22;Казань;Москва;1362.6333333333334;avia;55.7823547;49.1242266;55.4792046;37.3273304;11514330.0;1216965.0;(49.1242266, 55.7823547);(37.3273304, 55.4792046);Russia;Kazan';Tatarstan;Russia;Podolsky;Moscow City
23;Москва;Казань;1321.6;avia;55.4792046;37.3273304;55.7823547;49.1242266;1216965.0;11514330.0;(37.3273304, 55.4792046);(49.1242266, 55.7823547);Russia;Podolsky;Moscow City;Russia;Kazan';Tatarstan
24;Краснодар;Санкт-Петербург;1367.9333333333334;avia;45.0352566;38.9764814;59.929689;30.361791;4848742.0;34926.0;(38.9764814, 45.0352566);(30.361791, 59.929689);Russia;Krasnodar;Krasnodar;Russia;;Saint Petersburg
25;Москва;Самара;1291.4;avia;55.4792046;37.3273304;53.198627;50.113987;1164900.0;11514330.0;(37.3273304, 55.4792046);(50.113987, 53.198627);Russia;Podolsky;Moscow City;Russia;Samara;Samara
26;Тюмень;Москва;1182.3;avia;57.153534;65.542274;55.4792046;37.3273304;11514330.0;581758.0;(65.542274, 57.153534);(37.3273304, 55.4792046);Russia;Tjumen';Tyumen;Russia;Podolsky;Moscow City
27;Москва;Новосибирск;1193.0;avia;55.4792046;37.3273304;55.0282171;82.9234509;30250.0;11514330.0;(37.3273304, 55.4792046);(82.9234509, 55.0282171);Russia;Podolsky;Moscow City;Russia;Novosibirsk;Novosibirsk
28;Новосибирск;Москва;1243.7666666666667;avia;55.0282171;82.9234509;55.4792046;37.3273304;11514330.0;30250.0;(82.9234509, 55.0282171);(37.3273304, 55.4792046);Russia;Novosibirsk;Novosibirsk;Russia;Podolsky;Moscow City
29;Москва;Тюмень;1212.7;avia;55.4792046;37.3273304;57.153534;65.542274;581758.0;11514330.0;(37.3273304, 55.4792046);(65.542274, 57.153534);Russia;Podolsky;Moscow City;Russia;Tjumen';Tyumen
30;Москва;Волгоград;1163.5;avia;55.4792046;37.3273304;48.64820995;44.3857638;1021244.0;11514330.0;(37.3273304, 55.4792046);(44.3857638, 48.64820995);Russia;Podolsky;Moscow City;Russia;Volgograd;Volgograd
31;Волгоград;Москва;1107.4;avia;48.64820995;44.3857638;55.4792046;37.3273304;11514330.0;1021244.0;(44.3857638, 48.64820995);(37.3273304, 55.4792046);Russia;Volgograd;Volgograd;Russia;Podolsky;Moscow City
32;Мурманск;Москва;1114.5;avia;68.970665;33.07497;55.4792046;37.3273304;11514330.0;59690.0;(33.07497, 68.970665);(37.3273304, 55.4792046);Russia;Murmansk;Murmansk;Russia;Podolsky;Moscow City
33;Москва;Красноярск;1064.6;avia;55.4792046;37.3273304;56.0090968;92.8725147;2180.0;11514330.0;(37.3273304, 55.4792046);(92.8725147, 56.0090968);Russia;Podolsky;Moscow City;Russia;Krasnojarsk;Krasnoyarsk
34;Челябинск;Москва;1069.8333333333333;avia;55.1598408;61.4025547;55.4792046;37.3273304;11514330.0;31916.0;(61.4025547, 55.1598408);(37.3273304, 55.4792046);Russia;Chelyabinsk;Chelyabinsk;Russia;Podolsky;Moscow City
35;Сургут;Москва;1000.3;avia;61.254032;73.3964;55.4792046;37.3273304;11514330.0;38922.0;(73.3964, 61.254032);(37.3273304, 55.4792046);Russia;;Khanty-Mansi;Russia;Podolsky;Moscow City
36;Москва;Челябинск;1031.3;avia;55.4792046;37.3273304;55.1598408;61.4025547;31916.0;11514330.0;(37.3273304, 55.4792046);(61.4025547, 55.1598408);Russia;Podolsky;Moscow City;Russia;Chelyabinsk;Chelyabinsk
37;Санкт-Петербург;Ростов-на-Дону;989.3666666666667;avia;59.929689;30.361791;47.2213858;39.7114196;1091544.0;4848742.0;(30.361791, 59.929689);(39.7114196, 47.2213858);Russia;;Saint Petersburg;Russia;Rostov-na-Donu;Rostov
38;Красноярск;Москва;963.6333333333333;avia;56.0090968;92.8725147;55.4792046;37.3273304;11514330.0;2180.0;(92.8725147, 56.0090968);(37.3273304, 55.4792046);Russia;Krasnojarsk;Krasnoyarsk;Russia;Podolsky;Moscow City
39;Москва;Сургут;967.1666666666665;avia;55.4792046;37.3273304;61.254032;73.3964;38922.0;11514330.0;(37.3273304, 55.4792046);(73.3964, 61.254032);Russia;Podolsky;Moscow City;Russia;;Khanty-Mansi
40;Москва;Омск;943.0666666666667;avia;55.4792046;37.3273304;54.991375;73.371529;25905.0;11514330.0;(37.3273304, 55.4792046);(73.371529, 54.991375);Russia;Podolsky;Moscow City;Russia;Omsk;Omsk
41;Омск;Москва;993.0333333333333;avia;54.991375;73.371529;55.4792046;37.3273304;11514330.0;25905.0;(73.371529, 54.991375);(37.3273304, 55.4792046);Russia;Omsk;Omsk;Russia;Podolsky;Moscow City
42;Москва;Мурманск;897.6;avia;55.4792046;37.3273304;68.970665;33.07497;59690.0;11514330.0;(37.3273304, 55.4792046);(33.07497, 68.970665);Russia;Podolsky;Moscow City;Russia;Murmansk;Murmansk
43;Ростов-на-Дону;Санкт-Петербург;908.2;avia;47.2213858;39.7114196;59.929689;30.361791;4848742.0;1091544.0;(39.7114196, 47.2213858);(30.361791, 59.929689);Russia;Rostov-na-Donu;Rostov;Russia;;Saint Petersburg
44;Санкт-Петербург;Симферополь (Крым);846.9666666666667;avia;59.929689;30.361791;44.9521457;34.1024858;332317.0;4848742.0;(30.361791, 59.929689);(34.1024858, 44.9521457);Russia;;Saint Petersburg;Russia;Simferopolska;Crimea
45;Астрахань;Москва;838.5333333333333;avia;46.3652486;48.05521686;55.4792046;37.3273304;11514330.0;520662.0;(48.05521686, 46.3652486);(37.3273304, 55.4792046);Russia;Privolzhskiy;Astrakhan;Russia;Podolsky;Moscow City
46;Москва;Астрахань;848.6333333333333;avia;55.4792046;37.3273304;46.3652486;48.05521686;520662.0;11514330.0;(37.3273304, 55.4792046);(48.05521686, 46.3652486);Russia;Podolsky;Moscow City;Russia;Privolzhskiy;Astrakhan
47;Санкт-Петербург;Сочи;815.8;avia;59.929689;30.361791;43.5854823;39.723109;343285.0;4848742.0;(30.361791, 59.929689);(39.723109, 43.5854823);Russia;;Saint Petersburg;Russia;Sochi;Krasnodar
48;Москва;Анапа;852.7333333333332;avia;55.4792046;37.3273304;44.894272;37.316887;58983.0;11514330.0;(37.3273304, 55.4792046);(37.316887, 44.894272);Russia;Podolsky;Moscow City;Russia;Anapskiy;Krasnodar
49;Сочи;Санкт-Петербург;805.1333333333333;avia;43.5854823;39.723109;59.929689;30.361791;4848742.0;343285.0;(39.723109, 43.5854823);(30.361791, 59.929689);Russia;Sochi;Krasnodar;Russia;;Saint Petersburg
50;Симферополь (Крым);Санкт-Петербург;781.0;avia;44.9521457;34.1024858;59.929689;30.361791;4848742.0;332317.0;(34.1024858, 44.9521457);(30.361791, 59.929689);Russia;Simferopolska;Crimea;Russia;;Saint Petersburg
51;Калининград;Санкт-Петербург;775.1333333333333;avia;54.710128;20.5105838;59.929689;30.361791;4848742.0;6399.0;(20.5105838, 54.710128);(30.361791, 59.929689);Russia;Kaliningrad;Kaliningrad;Russia;;Saint Petersburg
52;Санкт-Петербург;Калининград;788.8666666666667;avia;59.929689;30.361791;54.710128;20.5105838;6399.0;4848742.0;(30.361791, 59.929689);(20.5105838, 54.710128);Russia;;Saint Petersburg;Russia;Kaliningrad;Kaliningrad
53;Пермь;Москва;788.1333333333333;avia;58.014965;56.246723;55.4792046;37.3273304;11514330.0;1000679.0;(56.246723, 58.014965);(37.3273304, 55.4792046);Russia;Perm';Perm;Russia;Podolsky;Moscow City
54;Москва;Пермь;781.1333333333333;avia;55.4792046;37.3273304;58.014965;56.246723;1000679.0;11514330.0;(37.3273304, 55.4792046);(56.246723, 58.014965);Russia;Podolsky;Moscow City;Russia;Perm';Perm
55;Москва;Чебоксары;722.5;avia;55.4792046;37.3273304;56.1307195;47.2449597;447929.0;11514330.0;(37.3273304, 55.4792046);(47.2449597, 56.1307195);Russia;Podolsky;Moscow City;Russia;Cheboksary;Chuvash
56;Москва;Нижнекамск;729.6;avia;55.4792046;37.3273304;55.6412879;51.8160376;234108.0;11514330.0;(37.3273304, 55.4792046);(51.8160376, 55.6412879);Russia;Podolsky;Moscow City;Russia;Nizhnekamsky District;Tatarstan
57;Нижнекамск;Москва;712.6666666666665;avia;55.6412879;51.8160376;55.4792046;37.3273304;11514330.0;234108.0;(51.8160376, 55.6412879);(37.3273304, 55.4792046);Russia;Nizhnekamsky District;Tatarstan;Russia;Podolsky;Moscow City
58;Москва;Назрань;719.5666666666667;avia;55.4792046;37.3273304;43.2320774;44.7540128;93357.0;11514330.0;(37.3273304, 55.4792046);(44.7540128, 43.2320774);Russia;Podolsky;Moscow City;Russia;;North Ossetia-Alania
59;Анапа;Москва;669.8666666666667;avia;44.894272;37.316887;55.4792046;37.3273304;11514330.0;58983.0;(37.316887, 44.894272);(37.3273304, 55.4792046);Russia;Anapskiy;Krasnodar;Russia;Podolsky;Moscow City
60;Санкт-Петербург;Самара;684.9;avia;59.929689;30.361791;53.198627;50.113987;1164900.0;4848742.0;(30.361791, 59.929689);(50.113987, 53.198627);Russia;;Saint Petersburg;Russia;Samara;Samara
61;Самара;Санкт-Петербург;688.5333333333333;avia;53.198627;50.113987;59.929689;30.361791;4848742.0;1164900.0;(50.113987, 53.198627);(30.361791, 59.929689);Russia;Samara;Samara;Russia;;Saint Petersburg
62;Москва;Оренбург;671.5666666666667;avia;55.4792046;37.3273304;51.767452;55.097118;20663.0;11514330.0;(37.3273304, 55.4792046);(55.097118, 51.767452);Russia;Podolsky;Moscow City;Russia;Orenburg;Orenburg
63;Москва;Владикавказ;644.3333333333334;avia;55.4792046;37.3273304;43.024593;44.68211;311635.0;11514330.0;(37.3273304, 55.4792046);(44.68211, 43.024593);Russia;Podolsky;Moscow City;Russia;Vladikavkaz;North Ossetia-Alania
64;Чебоксары;Москва;637.4333333333333;avia;56.1307195;47.2449597;55.4792046;37.3273304;11514330.0;447929.0;(47.2449597, 56.1307195);(37.3273304, 55.4792046);Russia;Cheboksary;Chuvash;Russia;Podolsky;Moscow City
65;Оренбург;Москва;682.1;avia;51.767452;55.097118;55.4792046;37.3273304;11514330.0;20663.0;(55.097118, 51.767452);(37.3273304, 55.4792046);Russia;Orenburg;Orenburg;Russia;Podolsky;Moscow City
66;Хабаровск;Москва;627.8;avia;48.481403;135.076935;55.4792046;37.3273304;11514330.0;42977.0;(135.076935, 48.481403);(37.3273304, 55.4792046);Russia;;Khabarovsk;Russia;Podolsky;Moscow City
67;Санкт-Петербург;Екатеринбург;658.1666666666666;avia;59.929689;30.361791;56.839104;60.60825;1377738.0;4848742.0;(30.361791, 59.929689);(60.60825, 56.839104);Russia;;Saint Petersburg;Russia;Ekaterinburg;Sverdlovsk
68;Назрань;Москва;670.1;avia;43.2320774;44.7540128;55.4792046;37.3273304;11514330.0;93357.0;(44.7540128, 43.2320774);(37.3273304, 55.4792046);Russia;;North Ossetia-Alania;Russia;Podolsky;Moscow City
69;Санкт-Петербург;Архангельск;607.0;avia;59.929689;30.361791;64.543022;40.537121;348716.0;4848742.0;(30.361791, 59.929689);(40.537121, 64.543022);Russia;;Saint Petersburg;Russia;Arkhangel'sk;Arkhangelsk
70;Владикавказ;Москва;622.3666666666667;avia;43.024593;44.68211;55.4792046;37.3273304;11514330.0;311635.0;(44.68211, 43.024593);(37.3273304, 55.4792046);Russia;Vladikavkaz;North Ossetia-Alania;Russia;Podolsky;Moscow City
71;Минеральные Воды;Санкт-Петербург;638.1333333333333;avia;44.2107377;43.134969;59.929689;30.361791;4848742.0;76715.0;(43.134969, 44.2107377);(30.361791, 59.929689);Russia;;Stavropol;Russia;;Saint Petersburg
72;Москва;Хабаровск;593.3666666666667;avia;55.4792046;37.3273304;48.481403;135.076935;42977.0;11514330.0;(37.3273304, 55.4792046);(135.076935, 48.481403);Russia;Podolsky;Moscow City;Russia;;Khabarovsk
73;Санкт-Петербург;Минеральные Воды;583.0666666666667;avia;59.929689;30.361791;44.2107377;43.134969;76715.0;4848742.0;(30.361791, 59.929689);(43.134969, 44.2107377);Russia;;Saint Petersburg;Russia;;Stavropol
74;Москва;Владивосток;632.3;avia;55.4792046;37.3273304;43.1150678;131.8855768;592069.0;11514330.0;(37.3273304, 55.4792046);(131.8855768, 43.1150678);Russia;Podolsky;Moscow City;Russia;Vladivostokskiy;Primorsky
75;Екатеринбург;Санкт-Петербург;570.3;avia;56.839104;60.60825;59.929689;30.361791;4848742.0;1377738.0;(60.60825, 56.839104);(30.361791, 59.929689);Russia;Ekaterinburg;Sverdlovsk;Russia;;Saint Petersburg
76;Архангельск;Санкт-Петербург;566.3333333333334;avia;64.543022;40.537121;59.929689;30.361791;4848742.0;348716.0;(40.537121, 64.543022);(30.361791, 59.929689);Russia;Arkhangel'sk;Arkhangelsk;Russia;;Saint Petersburg
77;Саратов;Москва;557.7333333333332;avia;51.530018;46.034683;55.4792046;37.3273304;11514330.0;12846.0;(46.034683, 51.530018);(37.3273304, 55.4792046);Russia;Saratovskiy;Saratov;Russia;Podolsky;Moscow City
78;Москва;Саратов;587.9333333333333;avia;55.4792046;37.3273304;51.530018;46.034683;12846.0;11514330.0;(37.3273304, 55.4792046);(46.034683, 51.530018);Russia;Podolsky;Moscow City;Russia;Saratovskiy;Saratov
79;Мурманск;Санкт-Петербург;556.8666666666667;avia;68.970665;33.07497;59.929689;30.361791;4848742.0;59690.0;(33.07497, 68.970665);(30.361791, 59.929689);Russia;Murmansk;Murmansk;Russia;;Saint Petersburg
80;Владивосток;Москва;553.0666666666667;avia;43.1150678;131.8855768;55.4792046;37.3273304;11514330.0;592069.0;(131.8855768, 43.1150678);(37.3273304, 55.4792046);Russia;Vladivostokskiy;Primorsky;Russia;Podolsky;Moscow City
81;Москва;Томск;544.7;avia;55.4792046;37.3273304;58.6124279;82.0475315;25614.0;11514330.0;(37.3273304, 55.4792046);(82.0475315, 58.6124279);Russia;Podolsky;Moscow City;;;
82;Москва;Ставрополь;550.5666666666667;avia;55.4792046;37.3273304;45.0433245;41.9690934;32736.0;11514330.0;(37.3273304, 55.4792046);(41.9690934, 45.0433245);Russia;Podolsky;Moscow City;Russia;Stavropol';Stavropol
83;Санкт-Петербург;Казань;515.3666666666667;avia;59.929689;30.361791;55.7823547;49.1242266;1216965.0;4848742.0;(30.361791, 59.929689);(49.1242266, 55.7823547);Russia;;Saint Petersburg;Russia;Kazan';Tatarstan
84;Новый Уренгой;Москва;504.53333333333336;avia;66.085196;76.6799167;55.4792046;37.3273304;11514330.0;104144.0;(76.6799167, 66.085196);(37.3273304, 55.4792046);Russia;Nadymskiy;Yamalo-Nenets;Russia;Podolsky;Moscow City
85;Москва;Ульяновск;521.6666666666666;avia;55.4792046;37.3273304;54.1463177;47.2324921;17149.0;11514330.0;(37.3273304, 55.4792046);(47.2324921, 54.1463177);Russia;Podolsky;Moscow City;;;
86;Санкт-Петербург;Мурманск;510.23333333333335;avia;59.929689;30.361791;68.970665;33.07497;59690.0;4848742.0;(30.361791, 59.929689);(33.07497, 68.970665);Russia;;Saint Petersburg;Russia;Murmansk;Murmansk
87;Ставрополь;Москва;479.8;avia;45.0433245;41.9690934;55.4792046;37.3273304;11514330.0;32736.0;(41.9690934, 45.0433245);(37.3273304, 55.4792046);Russia;Stavropol';Stavropol;Russia;Podolsky;Moscow City
88;Воронеж;Москва;491.83333333333326;avia;51.6605982;39.2005858;55.4792046;37.3273304;11514330.0;19738.0;(39.2005858, 51.6605982);(37.3273304, 55.4792046);Russia;Voronezh;Voronezh;Russia;Podolsky;Moscow City
89;Томск;Москва;507.7;avia;58.6124279;82.0475315;55.4792046;37.3273304;11514330.0;25614.0;(82.0475315, 58.6124279);(37.3273304, 55.4792046);;;;Russia;Podolsky;Moscow City
90;Москва;Воронеж;488.6;avia;55.4792046;37.3273304;51.6605982;39.2005858;19738.0;11514330.0;(37.3273304, 55.4792046);(39.2005858, 51.6605982);Russia;Podolsky;Moscow City;Russia;Voronezh;Voronezh
91;Краснодар;Екатеринбург;459.13333333333327;avia;45.0352566;38.9764814;56.839104;60.60825;1377738.0;34926.0;(38.9764814, 45.0352566);(60.60825, 56.839104);Russia;Krasnodar;Krasnodar;Russia;Ekaterinburg;Sverdlovsk
92;Казань;Санкт-Петербург;454.83333333333326;avia;55.7823547;49.1242266;59.929689;30.361791;4848742.0;1216965.0;(49.1242266, 55.7823547);(30.361791, 59.929689);Russia;Kazan';Tatarstan;Russia;;Saint Petersburg
93;Москва;Иркутск;471.03333333333336;avia;55.4792046;37.3273304;52.289597;104.280586;6751.0;11514330.0;(37.3273304, 55.4792046);(104.280586, 52.289597);Russia;Podolsky;Moscow City;Russia;Irkutsk;Irkutsk
94;Москва;Новый Уренгой;459.33333333333326;avia;55.4792046;37.3273304;66.085196;76.6799167;104144.0;11514330.0;(37.3273304, 55.4792046);(76.6799167, 66.085196);Russia;Podolsky;Moscow City;Russia;Nadymskiy;Yamalo-Nenets
95;Иркутск;Москва;437.2;avia;52.289597;104.280586;55.4792046;37.3273304;11514330.0;6751.0;(104.280586, 52.289597);(37.3273304, 55.4792046);Russia;Irkutsk;Irkutsk;Russia;Podolsky;Moscow City
96;Архангельск;Москва;428.73333333333335;avia;64.543022;40.537121;55.4792046;37.3273304;11514330.0;348716.0;(40.537121, 64.543022);(37.3273304, 55.4792046);Russia;Arkhangel'sk;Arkhangelsk;Russia;Podolsky;Moscow City
97;Москва;Архангельск;442.9666666666666;avia;55.4792046;37.3273304;64.543022;40.537121;348716.0;11514330.0;(37.3273304, 55.4792046);(40.537121, 64.543022);Russia;Podolsky;Moscow City;Russia;Arkhangel'sk;Arkhangelsk
98;Санкт-Петербург;Уфа;414.4333333333333;avia;59.929689;30.361791;54.726288;55.947727;1062300.0;4848742.0;(30.361791, 59.929689);(55.947727, 54.726288);Russia;;Saint Petersburg;Russia;Ufa;Bashkortostan
99;Ульяновск;Москва;409.2;avia;54.1463177;47.2324921;55.4792046;37.3273304;11514330.0;17149.0;(47.2324921, 54.1463177);(37.3273304, 55.4792046);;;;Russia;Podolsky;Moscow City
100;Екатеринбург;Краснодар;411.36666666666673;avia;56.839104;60.60825;45.0352566;38.9764814;34926.0;1377738.0;(60.60825, 56.839104);(38.9764814, 45.0352566);Russia;Ekaterinburg;Sverdlovsk;Russia;Krasnodar;Krasnodar
101;Москва;Белгород;406.4;avia;55.4792046;37.3273304;50.5955595;36.5873394;39026.0;11514330.0;(37.3273304, 55.4792046);(36.5873394, 50.5955595);Russia;Podolsky;Moscow City;Russia;;Belgorod
102;Уфа;Санкт-Петербург;359.56666666666666;avia;54.726288;55.947727;59.929689;30.361791;4848742.0;1062300.0;(55.947727, 54.726288);(30.361791, 59.929689);Russia;Ufa;Bashkortostan;Russia;;Saint Petersburg
103;Белгород;Москва;351.86666666666673;avia;50.5955595;36.5873394;55.4792046;37.3273304;11514330.0;39026.0;(36.5873394, 50.5955595);(37.3273304, 55.4792046);Russia;;Belgorod;Russia;Podolsky;Moscow City
104;Москва;Грозный;373.5;avia;55.4792046;37.3273304;43.3197031;45.6934308;271596.0;11514330.0;(37.3273304, 55.4792046);(45.6934308, 43.3197031);Russia;Podolsky;Moscow City;Russia;;Chechnya
105;Санкт-Петербург;Сыктывкар;355.4;avia;59.929689;30.361791;61.6685237;50.8352024;235006.0;4848742.0;(30.361791, 59.929689);(50.8352024, 61.6685237);Russia;;Saint Petersburg;Russia;Syktyvkar;Komi
106;Грозный;Москва;343.3333333333333;avia;43.3197031;45.6934308;55.4792046;37.3273304;11514330.0;271596.0;(45.6934308, 43.3197031);(37.3273304, 55.4792046);Russia;;Chechnya;Russia;Podolsky;Moscow City
107;Санкт-Петербург;Волгоград;368.06666666666666;avia;59.929689;30.361791;48.64820995;44.3857638;1021244.0;4848742.0;(30.361791, 59.929689);(44.3857638, 48.64820995);Russia;;Saint Petersburg;Russia;Volgograd;Volgograd
108;Сыктывкар;Санкт-Петербург;334.6666666666667;avia;61.6685237;50.8352024;59.929689;30.361791;4848742.0;235006.0;(50.8352024, 61.6685237);(30.361791, 59.929689);Russia;Syktyvkar;Komi;Russia;;Saint Petersburg
109;Санкт-Петербург;Махачкала;335.76666666666665;avia;59.929689;30.361791;42.9830241;47.5048717;577990.0;4848742.0;(30.361791, 59.929689);(47.5048717, 42.9830241);Russia;;Saint Petersburg;Russia;Makhachkala;Dagestan
110;Москва;Киров;331.7;avia;55.4792046;37.3273304;58.6035257;49.6639029;31888.0;11514330.0;(37.3273304, 55.4792046);(49.6639029, 58.6035257);Russia;Podolsky;Moscow City;Russia;Kirov;Kirov
111;Сыктывкар;Москва;326.43333333333334;avia;61.6685237;50.8352024;55.4792046;37.3273304;11514330.0;235006.0;(50.8352024, 61.6685237);(37.3273304, 55.4792046);Russia;Syktyvkar;Komi;Russia;Podolsky;Moscow City
112;Благовещенск;Москва;328.2;avia;50.290527;127.527161;55.4792046;37.3273304;11514330.0;214397.0;(127.527161, 50.290527);(37.3273304, 55.4792046);Russia;Blagoveshchenskiy;Amur;Russia;Podolsky;Moscow City
113;Волгоград;Санкт-Петербург;324.76666666666665;avia;48.64820995;44.3857638;59.929689;30.361791;4848742.0;1021244.0;(44.3857638, 48.64820995);(30.361791, 59.929689);Russia;Volgograd;Volgograd;Russia;;Saint Petersburg
114;Санкт-Петербург;Новосибирск;331.93333333333334;avia;59.929689;30.361791;55.0282171;82.9234509;30250.0;4848742.0;(30.361791, 59.929689);(82.9234509, 55.0282171);Russia;;Saint Petersburg;Russia;Novosibirsk;Novosibirsk
115;Москва;Благовещенск;314.6333333333333;avia;55.4792046;37.3273304;50.290527;127.527161;214397.0;11514330.0;(37.3273304, 55.4792046);(127.527161, 50.290527);Russia;Podolsky;Moscow City;Russia;Blagoveshchenskiy;Amur
116;Москва;Барнаул;323.46666666666664;avia;55.4792046;37.3273304;53.347402;83.7784496;635585.0;11514330.0;(37.3273304, 55.4792046);(83.7784496, 53.347402);Russia;Podolsky;Moscow City;Russia;Barnaul;Altai
117;Санкт-Петербург;Челябинск;308.46666666666664;avia;59.929689;30.361791;55.1598408;61.4025547;31916.0;4848742.0;(30.361791, 59.929689);(61.4025547, 55.1598408);Russia;;Saint Petersburg;Russia;Chelyabinsk;Chelyabinsk
118;Москва;Магадан;301.5;avia;55.4792046;37.3273304;59.5604768;150.7988617;95925.0;11514330.0;(37.3273304, 55.4792046);(150.7988617, 59.5604768);Russia;Podolsky;Moscow City;Russia;Magadan;Magadan
