;source;target;pass_day;transport;source_lat;source_lng;target_lat;target_lng;target_population;source_population;source_coords;target_coords;source_country;source_county;source_region;target_country;target_county;target_region
10505;Оленегорск;Невель;3.2333333333333334;train;68.140732;33.282597;56.017616;29.917128;16324.0;23079.0;(33.282597, 68.140732);(29.917128, 56.017616);Russia;Olenegorsk;Murmansk;Russia;Nevel'skiy;Pskov
10506;Беломорск;Сегежа;3.2333333333333334;train;64.5216684;34.7625835;63.4086094;33.9933369;29660.0;11217.0;(34.7625835, 64.5216684);(33.9933369, 63.4086094);Russia;Belomorsky District;Karelia;Russia;Segezhsky District;Karelia
10507;Адлер;Ессентуки;2.833333333333333;train;43.4253834;39.9237036;44.0468389;42.8565018;100969.0;109539.0;(39.9237036, 43.4253834);(42.8565018, 44.0468389);Russia;Sochi;Krasnodar;Russia;Essentuki;Stavropol
10508;Кыштым;Москва;3.0;train;55.723192;60.36710483;55.4792046;37.3273304;11514330.0;38950.0;(60.36710483, 55.723192);(37.3273304, 55.4792046);;;;Russia;Podolsky;Moscow City
10509;Юрга;Чита;2.7333333333333334;train;55.7136;84.934799;52.033409;113.500893;323964.0;81536.0;(84.934799, 55.7136);(113.500893, 52.033409);Russia;;Kemerovo;Russia;Chita;Zabaykalsky
10510;Усинск;Луза;2.8666666666666667;train;65.995731;57.5571267;60.630329;47.255405;11262.0;41100.0;(57.5571267, 65.995731);(47.255405, 60.630329);Russia;Usinsk;Komi;Russia;;Kirov
10511;Дальнереченск;Белогорск;3.0;train;45.9337195;133.7349056;50.921326;128.47287;68220.0;27601.0;(133.7349056, 45.9337195);(128.47287, 50.921326);Russia;Dal'nerechenskiy;Primorsky;Russia;Belogorsk;Amur
10512;Сургут;Санкт-Петербург;2.566666666666667;train;61.254032;73.3964;59.929689;30.361791;4848742.0;38922.0;(73.3964, 61.254032);(30.361791, 59.929689);Russia;;Khanty-Mansi;Russia;;Saint Petersburg
10513;Белореченск;Казань;3.033333333333333;train;44.7614149;39.8712943;55.7823547;49.1242266;1216965.0;53891.0;(39.8712943, 44.7614149);(49.1242266, 55.7823547);Russia;Belorechenskiy;Krasnodar;Russia;Kazan';Tatarstan
10514;Луза;Киров;2.333333333333333;train;60.630329;47.255405;58.6035257;49.6639029;31888.0;11262.0;(47.255405, 60.630329);(49.6639029, 58.6035257);Russia;;Kirov;Russia;Kirov;Kirov
10515;Ангарск;Владивосток;2.3;train;52.5311117;103.8826109;43.1150678;131.8855768;592069.0;233765.0;(103.8826109, 52.5311117);(131.8855768, 43.1150678);Russia;Angarskiy;Irkutsk;Russia;Vladivostokskiy;Primorsky
10516;Сальск;Троицк;3.1333333333333333;train;46.476669;41.541008;54.084549;61.551991;78637.0;61312.0;(41.541008, 46.476669);(61.551991, 54.084549);Russia;Sal'skiy;Rostov;Russia;;Chelyabinsk
10517;Кизляр;Волгоград;3.1666666666666665;train;43.8546727;46.7139329;48.64820995;44.3857638;1021244.0;49169.0;(46.7139329, 43.8546727);(44.3857638, 48.64820995);Russia;;Dagestan;Russia;Volgograd;Volgograd
10518;Сызрань;Сургут;2.6;train;53.09579215;48.39405728;61.254032;73.3964;38922.0;178773.0;(48.39405728, 53.09579215);(73.3964, 61.254032);Russia;Syzran';Samara;Russia;;Khanty-Mansi
10519;Крымск;Россошь;2.433333333333333;train;44.9295889;37.9880177;50.1961874;39.5764857;62865.0;57370.0;(37.9880177, 44.9295889);(39.5764857, 50.1961874);Russia;Krymskiy;Krasnodar;Russia;Rossoshanskiy;Voronezh
10520;Приобье;Киров;2.433333333333333;train;62.545254;65.64843;58.6035257;49.6639029;31888.0;7327.0;(65.64843, 62.545254);(49.6639029, 58.6035257);Russia;Oktyabr'skiy;Khanty-Mansi;Russia;Kirov;Kirov
10521;Челябинск;Кропоткин;3.033333333333333;train;55.1598408;61.4025547;45.4344413;40.5750274;80743.0;31916.0;(61.4025547, 55.1598408);(40.5750274, 45.4344413);Russia;Chelyabinsk;Chelyabinsk;Russia;;Krasnodar
10522;Аша;Москва;2.8666666666666667;train;54.9908896;57.2780531;55.4792046;37.3273304;11514330.0;31916.0;(57.2780531, 54.9908896);(37.3273304, 55.4792046);Russia;Ashinskiy;Chelyabinsk;Russia;Podolsky;Moscow City
10523;Удомля;Малая Вишера;3.2;train;57.877998;35.0042;58.844215;32.218636;12461.0;31048.0;(35.0042, 57.877998);(32.218636, 58.844215);Russia;;Tver;Russia;;Novgorod
10524;Навашино;Канаш;2.7333333333333334;train;55.544071;42.188671;55.5148161;47.49863072;45608.0;16413.0;(42.188671, 55.544071);(47.49863072, 55.5148161);Russia;Navashinskiy;Nizhny Novgorod;Russia;;Chuvash
10525;Пенза;Нижневартовск;2.8;train;53.200001;45.0;60.9339411;76.5814274;251860.0;519592.0;(45.0, 53.200001);(76.5814274, 60.9339411);Russia;Penza;Penza;Russia;;Khanty-Mansi
10526;Югорск;Ивдель;2.2666666666666666;train;61.3149709;63.3315999;60.6973287;60.4172583;17764.0;34066.0;(63.3315999, 61.3149709);(60.4172583, 60.6973287);Russia;Jugorsk;Khanty-Mansi;Russia;Ivdel'skiy;Sverdlovsk
10527;Новочеркасск;Курск;2.4;train;47.41066;40.101986;51.739433;36.179604;7721.0;169039.0;(40.101986, 47.41066);(36.179604, 51.739433);Russia;;Rostov;Russia;Kursk;Kursk
10528;Пятигорск;Лиски;2.4;train;44.039775;43.0706669;50.982079;39.496941;55864.0;142397.0;(43.0706669, 44.039775);(39.496941, 50.982079);Russia;;Stavropol;Russia;Liski;Voronezh
10529;Екатеринбург;Сковородино;2.1;train;56.839104;60.60825;53.9862567;123.9373454;9561.0;1377738.0;(60.60825, 56.839104);(123.9373454, 53.9862567);Russia;Ekaterinburg;Sverdlovsk;Russia;Skovorodinskiy;Amur
10530;Екатеринбург;Новочеркасск;2.6666666666666665;train;56.839104;60.60825;47.41066;40.101986;169039.0;1377738.0;(60.60825, 56.839104);(40.101986, 47.41066);Russia;Ekaterinburg;Sverdlovsk;Russia;;Rostov
10531;Бугульма;Тюмень;2.066666666666667;train;54.5384152;52.7955953;57.153534;65.542274;581758.0;89144.0;(52.7955953, 54.5384152);(65.542274, 57.153534);Russia;Bugul'minskiy;Tatarstan;Russia;Tjumen';Tyumen
10532;Улан-Удэ;Нижнеудинск;2.5;train;51.8357841;107.5839105;54.9084881;99.0302862;6751.0;431922.0;(107.5839105, 51.8357841);(99.0302862, 54.9084881);Russia;Ulan-Ude;Buryat;Russia;Nizhneudinsky District;Irkutsk
10533;Соль-Илецк;Самара;2.833333333333333;train;51.161289;54.996372;53.198627;50.113987;1164900.0;26308.0;(54.996372, 51.161289);(50.113987, 53.198627);Russia;Sol'-Iletskiy;Orenburg;Russia;Samara;Samara
10534;Богданович;Тобольск;3.3666666666666667;train;56.7683407;62.0520774;58.1998048;68.2512924;99698.0;31752.0;(62.0520774, 56.7683407);(68.2512924, 58.1998048);Russia;;Sverdlovsk;Russia;;Tyumen
10535;Ростов-на-Дону;Миллерово;3.3;train;47.2213858;39.7114196;48.9196264;40.391854;36493.0;1091544.0;(39.7114196, 47.2213858);(40.391854, 48.9196264);Russia;Rostov-na-Donu;Rostov;Russia;Millerovskiy;Rostov
10536;Богданович;Пермь;2.8666666666666667;train;56.7683407;62.0520774;58.014965;56.246723;1000679.0;31752.0;(62.0520774, 56.7683407);(56.246723, 58.014965);Russia;;Sverdlovsk;Russia;Perm';Perm
10537;Рыбинск;Удомля;2.566666666666667;train;58.050373;38.834637;57.877998;35.0042;31048.0;10683.0;(38.834637, 58.050373);(35.0042, 57.877998);Russia;Rybinsky District;Yaroslavl;Russia;;Tver
10538;Лиски;Ижевск;2.2;train;50.982079;39.496941;56.866557;53.2094166;628117.0;55864.0;(39.496941, 50.982079);(53.2094166, 56.866557);Russia;Liski;Voronezh;Russia;Izhevsk;Udmurt
10539;Челябинск;Макушино;3.1333333333333333;train;55.1598408;61.4025547;55.208321;67.252739;8337.0;31916.0;(61.4025547, 55.1598408);(67.252739, 55.208321);Russia;Chelyabinsk;Chelyabinsk;Russia;;Kurgan
10540;Апатиты;Орёл;3.1;train;67.568626;33.404392;52.9685433;36.0692477;317854.0;59690.0;(33.404392, 67.568626);(36.0692477, 52.9685433);Russia;;Murmansk;Russia;Orel;Oryol
10541;Нерюнгри;Северобайкальск;2.4;train;56.6579435;124.7123042;55.635967;109.335648;23673.0;61746.0;(124.7123042, 56.6579435);(109.335648, 55.635967);Russia;Neryungri;Sakha;Russia;Severobajkal'sk;Buryat
10542;Староминская;Киров;2.2;train;46.5359488;39.0625056;58.6035257;49.6639029;31888.0;42500.0;(39.0625056, 46.5359488);(49.6639029, 58.6035257);Russia;;Krasnodar;Russia;Kirov;Kirov
10543;Чернушка;Когалым;2.6333333333333333;train;56.500682;56.0762788;62.26798;74.4889068;58192.0;33275.0;(56.0762788, 56.500682);(74.4889068, 62.26798);Russia;;Perm;Russia;Surgutskiy;Khanty-Mansi
10544;Кизилюрт;Самара;2.433333333333333;train;43.1999049;46.8713343;53.198627;50.113987;1164900.0;36187.0;(46.8713343, 43.1999049);(50.113987, 53.198627);Russia;;Dagestan;Russia;Samara;Samara
10545;Вологда;Нея;2.6333333333333333;train;59.218876;39.893276;58.288948;43.886444;9827.0;301642.0;(39.893276, 59.218876);(43.886444, 58.288948);Russia;Vologodskiy;Vologda;;;
10546;Сергач;Санкт-Петербург;2.966666666666667;train;55.529616;45.4754305;59.929689;30.361791;4848742.0;21387.0;(45.4754305, 55.529616);(30.361791, 59.929689);Russia;Sergachskiy;Nizhny Novgorod;Russia;;Saint Petersburg
10547;Саранск;Адлер;2.2666666666666666;train;54.18671;45.18383;43.4253834;39.9237036;109539.0;318841.0;(45.18383, 54.18671);(39.9237036, 43.4253834);Russia;Saransk;Mordovia;Russia;Sochi;Krasnodar
10548;Махачкала;Волгоград;3.2333333333333334;train;42.9830241;47.5048717;48.64820995;44.3857638;1021244.0;577990.0;(47.5048717, 42.9830241);(44.3857638, 48.64820995);Russia;Makhachkala;Dagestan;Russia;Volgograd;Volgograd
10549;Саранск;Тольятти;3.3;train;54.18671;45.18383;53.51495;49.407574;719484.0;318841.0;(45.18383, 54.18671);(49.407574, 53.51495);Russia;Saransk;Mordovia;Russia;Stavropol'skiy;Samara
10550;Чаплыгин;Саратов;2.466666666666667;train;53.243015;39.966801;51.530018;46.034683;12846.0;12656.0;(39.966801, 53.243015);(46.034683, 51.530018);Russia;Lev-Tolstovskiy;Lipetsk;Russia;Saratovskiy;Saratov
10551;Сасово;Уфа;2.533333333333333;train;54.35392;41.926643;54.726288;55.947727;1062300.0;28117.0;(41.926643, 54.35392);(55.947727, 54.726288);Russia;Sasovo;Ryazan;Russia;Ufa;Bashkortostan
10552;Лиски;Воронеж;2.4;train;50.982079;39.496941;51.6605982;39.2005858;19738.0;55864.0;(39.496941, 50.982079);(39.2005858, 51.6605982);Russia;Liski;Voronezh;Russia;Voronezh;Voronezh
10553;Псков;Мурманск;2.7333333333333334;train;57.817398;28.334368;68.970665;33.07497;59690.0;98778.0;(28.334368, 57.817398);(33.07497, 68.970665);Russia;Pskov;Pskov;Russia;Murmansk;Murmansk
10554;Лазаревское;Оренбург;2.7333333333333334;train;43.9102991;39.3317538;51.767452;55.097118;20663.0;92662.0;(39.3317538, 43.9102991);(55.097118, 51.767452);Russia;Sochi;Krasnodar;Russia;Orenburg;Orenburg
10555;Ростов-на-Дону;Избербаш;3.2666666666666666;train;47.2213858;39.7114196;42.5710804;47.862999;56301.0;1091544.0;(39.7114196, 47.2213858);(47.862999, 42.5710804);Russia;Rostov-na-Donu;Rostov;Russia;Izberbash;Dagestan
10556;Далматово;Казань;3.1666666666666665;train;56.258656;62.939163;55.7823547;49.1242266;1216965.0;13913.0;(62.939163, 56.258656);(49.1242266, 55.7823547);Russia;;Kurgan;Russia;Kazan';Tatarstan
10557;Екатеринбург;Владивосток;2.3;train;56.839104;60.60825;43.1150678;131.8855768;592069.0;1377738.0;(60.60825, 56.839104);(131.8855768, 43.1150678);Russia;Ekaterinburg;Sverdlovsk;Russia;Vladivostokskiy;Primorsky
10558;Называевск;Пермь;2.566666666666667;train;55.564896;71.349365;58.014965;56.246723;1000679.0;12119.0;(71.349365, 55.564896);(56.246723, 58.014965);Russia;;Omsk;Russia;Perm';Perm
10559;Липецк;Георгиевск;2.4;train;52.6041877;39.5936899;44.1478944;43.4741718;72126.0;46798.0;(39.5936899, 52.6041877);(43.4741718, 44.1478944);Russia;;Lipetsk;Russia;;Stavropol
10560;Оленегорск;Новгород Великий;2.1666666666666665;train;68.140732;33.282597;58.52672495;31.25119553;222868.0;23079.0;(33.282597, 68.140732);(31.25119553, 58.52672495);Russia;Olenegorsk;Murmansk;Russia;Velikiy Novgorod;Novgorod
10561;Мичуринск;Астрахань;2.7;train;52.8946613;40.5071721;46.3652486;48.05521686;520662.0;98758.0;(40.5071721, 52.8946613);(48.05521686, 46.3652486);Russia;;Tambov;Russia;Privolzhskiy;Astrakhan
10562;Минеральные Воды;Тверь;2.466666666666667;train;44.2107377;43.134969;56.858675;35.9208284;403726.0;76715.0;(43.134969, 44.2107377);(35.9208284, 56.858675);Russia;;Stavropol;Russia;Tver';Tver
10563;Челябинск;Юрга;2.5;train;55.1598408;61.4025547;55.7136;84.934799;81536.0;31916.0;(61.4025547, 55.1598408);(84.934799, 55.7136);Russia;Chelyabinsk;Chelyabinsk;Russia;;Kemerovo
10564;Старый Оскол;Орёл;2.566666666666667;train;51.298038;37.833202;52.9685433;36.0692477;317854.0;221163.0;(37.833202, 51.298038);(36.0692477, 52.9685433);Russia;;Belgorod;Russia;Orel;Oryol
10565;Барнаул;Ростов-на-Дону;2.1666666666666665;train;53.347402;83.7784496;47.2213858;39.7114196;1091544.0;635585.0;(83.7784496, 53.347402);(39.7114196, 47.2213858);Russia;Barnaul;Altai;Russia;Rostov-na-Donu;Rostov
10566;Омск;Кропоткин;2.533333333333333;train;54.991375;73.371529;45.4344413;40.5750274;80743.0;25905.0;(73.371529, 54.991375);(40.5750274, 45.4344413);Russia;Omsk;Omsk;Russia;;Krasnodar
10567;Грозный;Армавир;2.7666666666666666;train;43.3197031;45.6934308;44.9993585;41.1294061;188897.0;271596.0;(45.6934308, 43.3197031);(41.1294061, 44.9993585);Russia;;Chechnya;Russia;Armavir;Krasnodar
10568;Калязин;Москва;3.1;train;57.2400206;37.8404883;55.4792046;37.3273304;11514330.0;13870.0;(37.8404883, 57.2400206);(37.3273304, 55.4792046);Russia;;Tver;Russia;Podolsky;Moscow City
10569;Йошкар-Ола;Канаш;2.1333333333333333;train;56.6328248;47.8972462;55.5148161;47.49863072;45608.0;248688.0;(47.8972462, 56.6328248);(47.49863072, 55.5148161);Russia;Joshkar-Ola;Mari El;Russia;;Chuvash
10570;Воронеж;Крымск;2.433333333333333;train;51.6605982;39.2005858;44.9295889;37.9880177;57370.0;19738.0;(39.2005858, 51.6605982);(37.9880177, 44.9295889);Russia;Voronezh;Voronezh;Russia;Krymskiy;Krasnodar
10571;Новоалтайск;Омск;2.8;train;53.393341;83.939407;54.991375;73.371529;25905.0;73134.0;(83.939407, 53.393341);(73.371529, 54.991375);Russia;;Altai;Russia;Omsk;Omsk
10572;Верхотурье;Екатеринбург;2.1;train;58.861702;60.809338;56.839104;60.60825;1377738.0;8815.0;(60.809338, 58.861702);(60.60825, 56.839104);Russia;;Sverdlovsk;Russia;Ekaterinburg;Sverdlovsk
10573;Ижевск;Ноябрьск;2.1;train;56.866557;53.2094166;63.2002917;75.4475807;110572.0;628117.0;(53.2094166, 56.866557);(75.4475807, 63.2002917);Russia;Izhevsk;Udmurt;Russia;Purovskiy;Yamalo-Nenets
10574;Ессентуки;Новочеркасск;2.3666666666666667;train;44.0468389;42.8565018;47.41066;40.101986;169039.0;100969.0;(42.8565018, 44.0468389);(40.101986, 47.41066);Russia;Essentuki;Stavropol;Russia;;Rostov
10575;Миасс;Минеральные Воды;3.1;train;55.065304;60.108337;44.2107377;43.134969;76715.0;151812.0;(60.108337, 55.065304);(43.134969, 44.2107377);Russia;Miass;Chelyabinsk;Russia;;Stavropol
10576;Когалым;Омск;2.3666666666666667;train;62.26798;74.4889068;54.991375;73.371529;25905.0;58192.0;(74.4889068, 62.26798);(73.371529, 54.991375);Russia;Surgutskiy;Khanty-Mansi;Russia;Omsk;Omsk
10577;Канаш;Курган;2.5;train;55.5148161;47.49863072;55.51707765;65.4590658;47974.0;45608.0;(47.49863072, 55.5148161);(65.4590658, 55.51707765);Russia;;Chuvash;Russia;Ketovskiy;Kurgan
10578;Сызрань;Новосибирск;2.933333333333333;train;53.09579215;48.39405728;55.0282171;82.9234509;30250.0;178773.0;(48.39405728, 53.09579215);(82.9234509, 55.0282171);Russia;Syzran';Samara;Russia;Novosibirsk;Novosibirsk
10579;Лоо;Орёл;3.3;train;43.7038;39.5842;52.9685433;36.0692477;317854.0;8091.0;(39.5842, 43.7038);(36.0692477, 52.9685433);Russia;Sochi;Krasnodar;Russia;Orel;Oryol
10580;Челябинск;Лоо;2.6666666666666665;train;55.1598408;61.4025547;43.7038;39.5842;8091.0;31916.0;(61.4025547, 55.1598408);(39.5842, 43.7038);Russia;Chelyabinsk;Chelyabinsk;Russia;Sochi;Krasnodar
10581;Новосибирск;Каргат;3.466666666666667;train;55.0282171;82.9234509;55.1929899;80.2828252;10620.0;30250.0;(82.9234509, 55.0282171);(80.2828252, 55.1929899);Russia;Novosibirsk;Novosibirsk;Russia;;Novosibirsk
10582;Кропоткин;Лазаревское;3.3666666666666667;train;45.4344413;40.5750274;43.9102991;39.3317538;92662.0;80743.0;(40.5750274, 45.4344413);(39.3317538, 43.9102991);Russia;;Krasnodar;Russia;Sochi;Krasnodar
10583;Набережные Челны;Агрыз;3.3;train;55.7420117;52.3992173;56.5254597;52.9972512;19299.0;513242.0;(52.3992173, 55.7420117);(52.9972512, 56.5254597);Russia;Naberezhnye Chelny;Tatarstan;Russia;Agryzsky District;Tatarstan
10584;Тайшет;Чита;2.333333333333333;train;55.9385304;98.0196711;52.033409;113.500893;323964.0;8981.0;(98.0196711, 55.9385304);(113.500893, 52.033409);Russia;;Irkutsk;Russia;Chita;Zabaykalsky
10585;Ирбит;Тавда;2.7333333333333334;train;57.674042;63.063778;58.0413743;65.2719986;35421.0;38352.0;(63.063778, 57.674042);(65.2719986, 58.0413743);Russia;;Sverdlovsk;Russia;;Sverdlovsk
10586;Рязань;Майский;2.333333333333333;train;54.6295687;39.7425039;43.62865135;44.05599249;26755.0;525062.0;(39.7425039, 54.6295687);(44.05599249, 43.62865135);Russia;Ryazan';Ryazan;Russia;Mayskiy;Kabardino-Balkar
10587;Волхов;Тверь;2.533333333333333;train;59.9275868;32.3276803;56.858675;35.9208284;403726.0;47344.0;(32.3276803, 59.9275868);(35.9208284, 56.858675);Russia;;Leningrad;Russia;Tver';Tver
10588;Томск;Заозёрный;2.433333333333333;train;58.6124279;82.0475315;55.965401;94.708107;10286.0;25614.0;(82.0475315, 58.6124279);(94.708107, 55.965401);;;;Russia;Rybinsky District;Krasnoyarsk
10589;Красноярск;Пенза;2.333333333333333;train;56.0090968;92.8725147;53.200001;45.0;519592.0;2180.0;(92.8725147, 56.0090968);(45.0, 53.200001);Russia;Krasnojarsk;Krasnoyarsk;Russia;Penza;Penza
10590;Адлер;Новотроицк;2.566666666666667;train;43.4253834;39.9237036;51.196369;58.298527;97914.0;109539.0;(39.9237036, 43.4253834);(58.298527, 51.196369);Russia;Sochi;Krasnodar;Russia;;Orenburg
10591;Анапа;Пенза;3.2333333333333334;train;44.894272;37.316887;53.200001;45.0;519592.0;58983.0;(37.316887, 44.894272);(45.0, 53.200001);Russia;Anapskiy;Krasnodar;Russia;Penza;Penza
10592;Киров;Ишим;2.466666666666667;train;58.6035257;49.6639029;56.110912;69.473366;66259.0;31888.0;(49.6639029, 58.6035257);(69.473366, 56.110912);Russia;Kirov;Kirov;Russia;;Tyumen
10593;Самара;Нерехта;1.9666666666666663;train;53.198627;50.113987;57.460655;40.573799;22817.0;1164900.0;(50.113987, 53.198627);(40.573799, 57.460655);Russia;Samara;Samara;Russia;;Kostroma
10594;Тында;Мариинск;2.4;train;55.149694;124.7375884;56.206299;87.751259;40522.0;35574.0;(124.7375884, 55.149694);(87.751259, 56.206299);Russia;;Amur;Russia;Mariynskiy;Kemerovo
10595;Армавир;Пятигорск;2.2666666666666666;train;44.9993585;41.1294061;44.039775;43.0706669;142397.0;188897.0;(41.1294061, 44.9993585);(43.0706669, 44.039775);Russia;Armavir;Krasnodar;Russia;;Stavropol
10596;Выборг;Лахденпохья;2.6333333333333333;train;60.709217;28.744051;61.5179265;30.2038927;7818.0;80013.0;(28.744051, 60.709217);(30.2038927, 61.5179265);Russia;;Leningrad;Russia;Lakhdenpokhskiy;Karelia
10597;Сочи;Омск;2.1;train;43.5854823;39.723109;54.991375;73.371529;25905.0;343285.0;(39.723109, 43.5854823);(73.371529, 54.991375);Russia;Sochi;Krasnodar;Russia;Omsk;Omsk
10598;Елец;Адлер;3.1;train;52.6219865;38.5003298;43.4253834;39.9237036;109539.0;108404.0;(38.5003298, 52.6219865);(39.9237036, 43.4253834);Russia;;Lipetsk;Russia;Sochi;Krasnodar
10599;Кемерово;Пермь;2.466666666666667;train;55.355125;86.087234;58.014965;56.246723;1000679.0;532884.0;(86.087234, 55.355125);(56.246723, 58.014965);Russia;Kemerovo;Kemerovo;Russia;Perm';Perm
10600;Тайшет;Тулун;2.5;train;55.9385304;98.0196711;54.562096;100.579216;44603.0;8981.0;(98.0196711, 55.9385304);(100.579216, 54.562096);Russia;;Irkutsk;Russia;Tulun;Irkutsk
10601;Валдай;Тверь;2.2333333333333334;train;57.9791414;33.2537994;56.858675;35.9208284;403726.0;16099.0;(33.2537994, 57.9791414);(35.9208284, 56.858675);Russia;;Novgorod;Russia;Tver';Tver
10602;Пермь;Бугульма;3.333333333333333;train;58.014965;56.246723;54.5384152;52.7955953;89144.0;1000679.0;(56.246723, 58.014965);(52.7955953, 54.5384152);Russia;Perm';Perm;Russia;Bugul'minskiy;Tatarstan
10603;Воронеж;Зверево;2.9;train;51.6605982;39.2005858;48.020645;40.118561;22416.0;19738.0;(39.2005858, 51.6605982);(40.118561, 48.020645);Russia;Voronezh;Voronezh;Russia;;Rostov
10604;Тюмень;Камень-на-Оби;2.7666666666666666;train;57.153534;65.542274;53.7936761;81.3516358;41787.0;581758.0;(65.542274, 57.153534);(81.3516358, 53.7936761);Russia;Tjumen';Tyumen;Russia;Kamenskiy;Altai
10605;Абакан;Мыски;3.0;train;53.7209024;91.442435;53.71386;87.800316;43029.0;165183.0;(91.442435, 53.7209024);(87.800316, 53.71386);Russia;Abakan;Khakassia;Russia;Myski;Kemerovo
10606;Лиски;Георгиевск;2.466666666666667;train;50.982079;39.496941;44.1478944;43.4741718;72126.0;55864.0;(39.496941, 50.982079);(43.4741718, 44.1478944);Russia;Liski;Voronezh;Russia;;Stavropol
10607;Усть-Кут;Ангарск;2.4;train;56.7803671;105.7464937;52.5311117;103.8826109;233765.0;45061.0;(105.7464937, 56.7803671);(103.8826109, 52.5311117);Russia;Ust-Kutsky District;Irkutsk;Russia;Angarskiy;Irkutsk
10608;Мурманск;Няндома;2.566666666666667;train;68.970665;33.07497;61.6612985;40.1970404;22354.0;59690.0;(33.07497, 68.970665);(40.1970404, 61.6612985);Russia;Murmansk;Murmansk;Russia;;Arkhangelsk
10609;Грязи;Пенза;2.8666666666666667;train;52.49612;39.955162;53.200001;45.0;519592.0;46798.0;(39.955162, 52.49612);(45.0, 53.200001);Russia;;Lipetsk;Russia;Penza;Penza
10610;Уссурийск;Бикин;3.1666666666666665;train;43.7972447;131.9520752;46.819363;134.254822;17156.0;157946.0;(131.9520752, 43.7972447);(134.254822, 46.819363);Russia;;Primorsky;Russia;Bikinskiy;Khabarovsk
10611;Кисловодск;Прокопьевск;3.2;train;43.9128743;42.7192186;53.890972;86.737663;210150.0;128502.0;(42.7192186, 43.9128743);(86.737663, 53.890972);Russia;Kislovodsk;Stavropol;Russia;Prokop'evsk;Kemerovo
10612;Дальнереченск;Находка;2.5;train;45.9337195;133.7349056;42.8246489;132.8926;159695.0;27601.0;(133.7349056, 45.9337195);(132.8926, 42.8246489);Russia;Dal'nerechenskiy;Primorsky;Russia;;Primorsky
10613;Киселёвск;Екатеринбург;3.2;train;54.0049872;86.6354771;56.839104;60.60825;1377738.0;88200.0;(86.6354771, 54.0049872);(60.60825, 56.839104);Russia;Prokop'evsk;Kemerovo;Russia;Ekaterinburg;Sverdlovsk
10614;Свободный;Нерюнгри;3.3;train;51.377354;128.13475;56.6579435;124.7123042;61746.0;58594.0;(128.13475, 51.377354);(124.7123042, 56.6579435);Russia;;Amur;Russia;Neryungri;Sakha
10615;Гулькевичи;Кисловодск;2.5;train;45.3565119;40.6962256;43.9128743;42.7192186;128502.0;35225.0;(40.6962256, 45.3565119);(42.7192186, 43.9128743);Russia;Gul'kevichskiy;Krasnodar;Russia;Kislovodsk;Stavropol
10616;Тула;Уфа;2.2;train;54.1942;37.6165;54.726288;55.947727;1062300.0;501129.0;(37.6165, 54.1942);(55.947727, 54.726288);Russia;Tula;Tula;Russia;Ufa;Bashkortostan
10617;Барабинск;Красноярск;3.466666666666667;train;55.3567611;78.350348;56.0090968;92.8725147;2180.0;30250.0;(78.350348, 55.3567611);(92.8725147, 56.0090968);Russia;;Novosibirsk;Russia;Krasnojarsk;Krasnoyarsk
10618;Биробиджан;Облучье;2.3666666666666667;train;48.7881668;132.9282082;49.0145149;131.0538038;9379.0;75419.0;(132.9282082, 48.7881668);(131.0538038, 49.0145149);Russia;Birobidzhan;Yevrey;Russia;Obluchenskiy;Yevrey
10619;Усть-Кут;Заозёрный;2.2333333333333334;train;56.7803671;105.7464937;55.965401;94.708107;10286.0;45061.0;(105.7464937, 56.7803671);(94.708107, 55.965401);Russia;Ust-Kutsky District;Irkutsk;Russia;Rybinsky District;Krasnoyarsk
10620;Кисловодск;Уфа;3.466666666666667;train;43.9128743;42.7192186;54.726288;55.947727;1062300.0;128502.0;(42.7192186, 43.9128743);(55.947727, 54.726288);Russia;Kislovodsk;Stavropol;Russia;Ufa;Bashkortostan
10621;Тверь;Апатиты;3.2;train;56.858675;35.9208284;67.568626;33.404392;59690.0;403726.0;(35.9208284, 56.858675);(33.404392, 67.568626);Russia;Tver';Tver;Russia;;Murmansk
10622;Кропоткин;Каменск-Шахтинский;3.4;train;45.4344413;40.5750274;48.3210807;40.2650679;95306.0;80743.0;(40.5750274, 45.4344413);(40.2650679, 48.3210807);Russia;;Krasnodar;Russia;Kamensk-Shakhtinskiy;Rostov
10623;Медногорск;Челябинск;2.2333333333333334;train;51.4049435;57.5803138;55.1598408;61.4025547;31916.0;27253.0;(57.5803138, 51.4049435);(61.4025547, 55.1598408);Russia;;Orenburg;Russia;Chelyabinsk;Chelyabinsk
10624;Иркутск;Агрыз;2.333333333333333;train;52.289597;104.280586;56.5254597;52.9972512;19299.0;6751.0;(104.280586, 52.289597);(52.9972512, 56.5254597);Russia;Irkutsk;Irkutsk;Russia;Agryzsky District;Tatarstan
10625;Санкт-Петербург;Барыш;3.066666666666667;train;59.929689;30.361791;53.6540758;47.1013737;17149.0;4848742.0;(30.361791, 59.929689);(47.1013737, 53.6540758);Russia;;Saint Petersburg;Russia;;Ulyanovsk
10626;Нерюнгри;Челябинск;2.6;train;56.6579435;124.7123042;55.1598408;61.4025547;31916.0;61746.0;(124.7123042, 56.6579435);(61.4025547, 55.1598408);Russia;Neryungri;Sakha;Russia;Chelyabinsk;Chelyabinsk
