;Code;City;Region;County;FeatureVectorGlobal;RegionFeatureVectorGlobal
0;1;Назарово;Krasnoyarsk;;"[ 0.55069005  0.40675105  0.22936301  0.06397919  0.10140462  0.50353959
  0.36646773  0.          0.27651348  0.          0.          0.
  0.         -0.         -0.         -0.         -0.         -0.
  0.20887105  0.06757389  0.64408225  0.10208645 -0.         -0.
  0.51237438 -0.         -0.          0.57712124]";[0.4291809864663833, 0.3163217285348688, 0.22331548689691935, 0.11879294659738515, 0.20795375401580216, 0.4169158090135641, 0.2466163145452616, 0.10615129689614598, 0.4466969920192344, 0.13725609476820172, 0.1134479122393422, 0.07711816380687662, 0.02590614653998947, 0.06861440765816605, 0.06986442982847613, 0.08981194046086746, 0.036187373941858995, 0.059500104914792525, 0.24940012661629, 0.24593892909604298, 0.3668690238816803, 0.06331678406032538, 0.17645052241644021, 0.17392545844518983, 0.5038479525225731, 0.0374335610257783, 0.037070359868256526, 0.24818351941494898]
1;2;Могоча;Zabaykalsky;Mogochinsky District;"[ 0.44556828  0.31951862  0.27145988  0.12360668  0.26710958  0.40022194
  0.2625361   0.          0.46498124  0.30618587  0.          0.
  0.         -0.          0.14065442 -0.         -0.         -0.
  0.04124388  0.21640556  0.11286095 -0.         -0.         -0.
  0.67010169  0.3502239  -0.          0.29179209]";[0.40974657919005786, 0.2800160461743483, 0.19004751754545093, 0.11498531485327991, 0.2282056635144417, 0.43298514016171213, 0.2541897390481541, 0.08677762650752599, 0.4972483518948561, 0.19332105965886343, 0.05254761857857411, 0.04889739538664439, 0.01685946949356604, 0.05035878548418884, 0.07549709584964566, 0.021561016373628936, 0.02655979251586782, 0.04672705887464482, 0.17451344912038666, 0.20384198556864444, 0.273792082102436, 0.02901620439690208, 0.02705603449908798, 0.0, 0.48459006423522255, 0.1693619589692168, 0.10638209835290599, 0.26563600040219176]
2;3;Карасук;Novosibirsk;;"[ 0.42214719  0.30338951  0.26471562  0.10495438  0.27736305  0.42740877
  0.19418867  0.05247719  0.51917265  0.28114927  0.          0.
  0.         -0.          0.16538726 -0.         -0.         -0.
  0.30352375  0.41127754  0.25022526 -0.         -0.         -0.
  0.51118779  0.25169657 -0.          0.28458314]";[0.37706377522854256, 0.3630305550891687, 0.21473712875369586, 0.09667862934577152, 0.17841985515051517, 0.478047388514738, 0.3080843702444042, 0.09630648411197118, 0.36150798881837826, 0.14117235723190186, 0.05407692087541273, 0.03109741241764994, 0.019750334138953198, 0.09409106604860391, 0.07189703169764962, 0.09257111306982037, 0.035488724923118796, 0.02197968945794825, 0.18883228852066034, 0.20122076822295049, 0.36139293671198575, 0.07528097374054052, 0.22289408960930635, 0.24566243830252693, 0.46921153725670445, 0.07797604598095517, 0.07078442133013498, 0.3742176290716759]
3;4;Удомля;Tver;;"[ 0.38023399  0.35008473  0.2794914   0.15176846  0.24786773  0.43309508
  0.31533196  0.08568468  0.45110111  0.16218305  0.12552579  0.15176846
  0.08568468 -0.         -0.         -0.         -0.         -0.
  0.29412006 -0.          0.33445543  0.041936   -0.         -0.
  0.0243608  -0.          0.00429296  0.14275756]";[0.3294579394851545, 0.2496126037370756, 0.13406122223546166, 0.06295891464349837, 0.1155221733953933, 0.4975286777032366, 0.2129878832216991, 0.0341857057126533, 0.4932639459290808, 0.07427579400789903, 0.03482460863998518, 0.03920666241801857, 0.02519564601286655, 0.16039205302316725, 0.06357695848843528, 0.07274143614435741, 0.06873982235236831, 0.07871093726406224, 0.1810157788316775, 0.2714853520346076, 0.4973281249398306, 0.061200285243638984, 0.13047931082446929, 0.1522034156412432, 0.7082039065397607, 0.029158844444365905, 0.10316603928202381, 0.3247371543166213]
4;5;Каменка;Penza;Kamenskiy;"[ 0.42238818  0.          0.          0.          0.          0.50346927
  0.          0.          0.74269238  0.12851049  0.          0.
  0.          0.27324525  0.04683344 -0.          0.0160522   0.36322975
  0.49430384  0.63470865  0.66854573 -0.         -0.         -0.
  0.99028627  0.06083583  0.25149674  0.24703847]";[0.3827393536902478, 0.23658395600690296, 0.20518205113228427, 0.1701845390779938, 0.21444562905853543, 0.4151917334460967, 0.21866359660317553, 0.15210634771225198, 0.4844743178708387, 0.20191654150482705, 0.12755658492795954, 0.1023481132625689, 0.06579421334064874, 0.07930834251325201, 0.011708360867008452, 0.1057947953602111, 0.04472233388892307, 0.10352894441103329, 0.3628036779970289, 0.18631235478016944, 0.36306556991630506, 0.10040028008276221, 0.16069547396037318, 0.09661936178935929, 0.2879653977785755, 0.09720313286346602, 0.0811942154833337, 0.17930519110595672]
5;6;Нелидово;Tver;Nelidovskiy;"[ 0.36043926  0.17636332  0.          0.          0.08818166  0.49249126
  0.08818166  0.          0.75703624  0.08818166  0.          0.
  0.          0.22787053  0.18404627 -0.          0.22682171  0.18126946
  0.1693393   0.48856416  0.51720056 -0.         -0.         -0.
  1.14358177  0.21979163  0.22182695  0.10418971]";[0.3294579394851545, 0.2496126037370756, 0.13406122223546166, 0.06295891464349837, 0.1155221733953933, 0.4975286777032366, 0.2129878832216991, 0.0341857057126533, 0.4932639459290808, 0.07427579400789903, 0.03482460863998518, 0.03920666241801857, 0.02519564601286655, 0.16039205302316725, 0.06357695848843528, 0.07274143614435741, 0.06873982235236831, 0.07871093726406224, 0.1810157788316775, 0.2714853520346076, 0.4973281249398306, 0.061200285243638984, 0.13047931082446929, 0.1522034156412432, 0.7082039065397607, 0.029158844444365905, 0.10316603928202381, 0.3247371543166213]
6;7;Владивосток;Primorsky;Vladivostokskiy;"[ 0.36459507  0.29562426  0.24032515  0.20470548  0.30781559  0.38707269
  0.25921468  0.16636215  0.4380194   0.30781559  0.16212375  0.16636215
  0.          0.05664186 -0.          0.34242878  0.088302    0.07990979
 -0.         -0.         -0.          0.05347286  0.5769247   0.62999773
 -0.          0.23312675 -0.         -0.        ]";[0.38865983953812155, 0.3041555131569467, 0.1897346410499477, 0.14869208692431596, 0.2209382347599991, 0.4558612882041538, 0.2306717475248079, 0.07665011512508614, 0.4920949982575254, 0.18627556995437117, 0.06383303003256234, 0.07483883439139949, 0.0, 0.09515746882286066, 0.04886329164873965, 0.06352641056826239, 0.05239446229633156, 0.057457920140613974, 0.06726558738883118, 0.20848735273406618, 0.22026421765662227, 0.09302009894854438, 0.07637976641320483, 0.13112369556262096, 0.5273194627857958, 0.09153433265660674, 0.054075012321980115, 0.15205367717352652]
7;8;Альметьевск;Tatarstan;Al'met'evskiy;"[ 0.41436171  0.35423483  0.30855468  0.19298305  0.24871512  0.41660425
  0.31171167  0.11769136  0.42794671  0.14229614  0.10137382  0.10137382
  0.         -0.          0.04429321 -0.         -0.         -0.
  0.40719275  0.17528861  0.41501086 -0.         -0.         -0.
  0.59097994 -0.         -0.          0.24163402]";[0.39917109121341093, 0.2953809073280764, 0.23068411775726858, 0.1372588198612639, 0.19636105876365448, 0.426177857972538, 0.2618163866546986, 0.10423479431526568, 0.45043125644069987, 0.1705231526340518, 0.09652525839468575, 0.061439849351011475, 0.023954257696694216, 0.07530447208892327, 0.07088531027948013, 0.08512269352098423, 0.02603550000339464, 0.04914586252824346, 0.239820246478396, 0.24192506504248393, 0.312030077045116, 0.09890183374857829, 0.14914077320374014, 0.1180133151105009, 0.5253526479697075, 0.1359110624905779, 0.03539821858380005, 0.24695647930703435]
8;9;Лахденпохья;Karelia;Lakhdenpokhskiy;"[ 0.32648277  0.          0.          0.          0.16324139  0.4023857
  0.          0.          0.80477139  0.23914431  0.          0.
  0.         -0.          0.11682254 -0.          0.02452744  0.04847269
  0.15092907  0.26209511  0.14829877 -0.         -0.         -0.
  0.10706747  0.29731362  0.00736225  0.07189975]";[0.36143126169696027, 0.15513137990145257, 0.09739872481142867, 0.05160633673634078, 0.19113989050446886, 0.4157472200074902, 0.10070072935779699, 0.0196057323593093, 0.6761512966654785, 0.2614504934492864, 0.015619624481593245, 0.012123378124459516, 0.0, 0.0890927451026336, 0.08825474412285332, 0.01914857073273201, 0.0407235911365609, 0.05267705040861217, 0.14844224249779134, 0.25453194122624867, 0.2031964900271686, 0.0, 0.0012035400803233932, 0.03063581229974946, 0.35980797152774197, 0.25602921563470804, 0.11977372274401052, 0.18988007136737678]
9;10;Борзя;Zabaykalsky;Borzinsky District;"[ 0.40407772  0.26439325  0.          0.          0.20463404  0.52678416
  0.27936893  0.          0.58165747  0.17626217  0.          0.
  0.          0.2076168   0.17295761 -0.         -0.          0.04979808
 -0.          0.54602238  0.23511764 -0.         -0.         -0.
  0.80978791  0.41136772 -0.          0.44179982]";[0.40974657919005786, 0.2800160461743483, 0.19004751754545093, 0.11498531485327991, 0.2282056635144417, 0.43298514016171213, 0.2541897390481541, 0.08677762650752599, 0.4972483518948561, 0.19332105965886343, 0.05254761857857411, 0.04889739538664439, 0.01685946949356604, 0.05035878548418884, 0.07549709584964566, 0.021561016373628936, 0.02655979251586782, 0.04672705887464482, 0.17451344912038666, 0.20384198556864444, 0.273792082102436, 0.02901620439690208, 0.02705603449908798, 0.0, 0.48459006423522255, 0.1693619589692168, 0.10638209835290599, 0.26563600040219176]
10;11;Новозыбков;Bryansk;;"[ 0.37271479  0.31278417  0.26256377  0.17067525  0.27700851  0.41232995
  0.29489634  0.11455513  0.48719416  0.24208739  0.12753225  0.07819604
  0.         -0.          0.07270247 -0.         -0.         -0.
  0.3782962   0.2206579   0.21921578 -0.         -0.         -0.
  0.29631348 -0.         -0.          0.16662934]";[0.39457412447861845, 0.3301466566860922, 0.22058090917934794, 0.13165343537433802, 0.1941242262316168, 0.4524217013162498, 0.28190932741766556, 0.11022507204712358, 0.49700450976128174, 0.09278644712949823, 0.04804606681173535, 0.04850766282681189, 0.0051398641810894135, 0.05226466446385688, 0.06429276106343032, 0.017492901116890145, 0.02553560014988827, 0.01270273398413124, 0.26443101962257554, 0.2196484694632753, 0.4055070964196223, 0.02068792969546072, 0.0032675443710169674, 0.004719759358094317, 0.5884049751902707, 0.07019325781176095, 0.01181515387812947, 0.29433959976904717]
11;12;Петровск-Забайкальский;Zabaykalsky;Petrovsk-Zabajkal'skiy;"[ 0.37339165  0.33074165  0.26417135  0.19132142  0.29839576  0.37009695
  0.27977787  0.16192523  0.42191825  0.25999302  0.16780094  0.17821044
  0.09361378 -0.         -0.         -0.         -0.          0.00192715
  0.29844611  0.03611018  0.12647285  0.0514011  -0.         -0.
 -0.          0.01752418  0.07953363  0.04761952]";[0.40974657919005786, 0.2800160461743483, 0.19004751754545093, 0.11498531485327991, 0.2282056635144417, 0.43298514016171213, 0.2541897390481541, 0.08677762650752599, 0.4972483518948561, 0.19332105965886343, 0.05254761857857411, 0.04889739538664439, 0.01685946949356604, 0.05035878548418884, 0.07549709584964566, 0.021561016373628936, 0.02655979251586782, 0.04672705887464482, 0.17451344912038666, 0.20384198556864444, 0.273792082102436, 0.02901620439690208, 0.02705603449908798, 0.0, 0.48459006423522255, 0.1693619589692168, 0.10638209835290599, 0.26563600040219176]
12;13;Ноябрьск;Yamalo-Nenets;Purovskiy;"[ 0.35758344  0.29584217  0.25491209  0.20802428  0.30152034  0.38757566
  0.26944962  0.20632821  0.42599536  0.31715682  0.165772    0.0941686
  0.04055621 -0.          0.04661281 -0.         -0.          0.04496287
  0.29621254  0.16321834  0.06032929  0.0609468  -0.         -0.
 -0.          0.43430169 -0.          0.22697389]";[0.3895402720469757, 0.21836814498953572, 0.19252397330854928, 0.15808109448640892, 0.2684659576625862, 0.40445234855542733, 0.19210556211472563, 0.14573032738181796, 0.4790773641683829, 0.3376204948690141, 0.1274542896231986, 0.06682638462555464, 0.03021766586901939, 0.08534524989760603, 0.047773024682776416, 0.06287461467991189, 0.023940744291069918, 0.1341130019527229, 0.17794640925520822, 0.2323454388200798, 0.1137397333533146, 0.06670508922174041, 0.1044949629938879, 0.0864341585145517, 0.2123251247659138, 0.6115647729064547, 0.016682916258450295, 0.1888832333925038]
13;14;Коломна;Moscow Oblast;Kolomna;"[ 0.39930677  0.          0.          0.          0.          0.4888831
  0.          0.          0.75009324  0.19724997  0.          0.
  0.          0.15724465  0.01444913 -0.         -0.          0.18096954
  0.37067816  0.35083412  0.24699029 -0.         -0.         -0.
  0.21199098  0.24368103  0.31818354  0.12575251]";[0.36267325645794757, 0.08360539757783052, 0.013875554919498542, 0.0, 0.07361938579042608, 0.5147761242472542, 0.08995905592282116, 0.0, 0.6718169261324448, 0.09989918066407505, 0.0, 0.0, 0.0, 0.17919492470461457, 0.051404513025686736, 0.0, 0.03561486471247377, 0.1829321364788905, 0.23519604571229502, 0.3573228914661206, 0.3891932864681689, 0.008876461438780394, 0.0, 0.0, 0.5186229659386378, 0.22721651254334752, 0.20040651628769007, 0.22059173607646332]
14;15;Струнино;Vladimir;;"[ 0.34231993  0.          0.          0.          0.14662156  0.47063053
  0.0925079   0.          0.794524    0.          0.          0.
  0.          0.20203358  0.09632493 -0.          0.06865051  0.27476231
  0.29634891  0.36041666  0.37884828 -0.         -0.         -0.
  0.58919141  0.41364239  0.28175111 -0.        ]";[0.3825630867682012, 0.23532675250145507, 0.17978255684370317, 0.11001053522471874, 0.21935633103211333, 0.42563086082177126, 0.19093481243024046, 0.054191228290172914, 0.5782691933637564, 0.15105520224416122, 0.08856298372933387, 0.05748891533980122, 0.017006729357153753, 0.06436937728090401, 0.06153380661764881, 0.054943301510996245, 0.03161494711339595, 0.06224896658818862, 0.25392450980494813, 0.20833380256331738, 0.2427262896807976, 0.11610732398517191, 0.06783889291615247, 0.07553558755115988, 0.3443293848518833, 0.10627067800101687, 0.11755951570294126, 0.09847890709902238]
15;16;Тамбов;Tambov;Tambovskiy;"[ 0.35935984  0.32577144  0.2649256   0.19759744  0.28899345  0.39233137
  0.28947501  0.1662268   0.4314676   0.28395236  0.13804837  0.13804837
  0.0415567  -0.         -0.          0.07355913 -0.          0.01093319
  0.20924656 -0.         -0.          0.20312968 -0.         -0.
 -0.          0.35961624  0.12228374  0.15371002]";[0.3739692272553553, 0.319038471441239, 0.2288379908759981, 0.08956072444662634, 0.22320909823923088, 0.4400982118286766, 0.2766880574360421, 0.07988415778313072, 0.5252218612035074, 0.1420255628703857, 0.07779178687351049, 0.05314891022721506, 0.022879265362862253, 0.05075171136773499, 0.11066627833267241, 0.02039451760217195, 0.0, 0.02859851015908254, 0.24594666154150374, 0.2676753092615874, 0.28992788860160423, 0.06517840009388012, 0.0, 0.0, 0.5579330761752507, 0.15008876961659082, 0.033310446890378875, 0.2484480485567023]
16;17;Славгород;Altai;;"[ 0.44821148  0.18753814  0.21625846  0.          0.14515003  0.47273631
  0.          0.06251271  0.61836226  0.29383725  0.          0.
  0.          0.0113403   0.14873384 -0.          0.05980396  0.10223234
  0.50887353  0.67701368  0.543144   -0.         -0.         -0.
  0.97379319 -0.          0.07956571  0.30793471]";[0.4323221867328187, 0.302882911022644, 0.19159349804812487, 0.09554588894380614, 0.1934016665033162, 0.4475265915124176, 0.17945279722236246, 0.03381800842125905, 0.5251156347674174, 0.2012865540208331, 0.08309884165436679, 0.025371704578903538, 0.011378418954460848, 0.08643725809311731, 0.11267891368697004, 0.029071208055313106, 0.037857649007507654, 0.05657511091737999, 0.21153918707010677, 0.3960938206409431, 0.3440960437361599, 0.021332461506075935, 0.03213664225732245, 0.056412882932419466, 0.665488431494171, 0.21481719738068095, 0.07475519438103383, 0.2899884709846801]
17;18;Сегежа;Karelia;Segezhsky District;"[ 0.36405586  0.20254141  0.10700685  0.0675138   0.31734456  0.43720139
  0.1567622   0.          0.63101869  0.30954826  0.          0.
  0.          0.09050522  0.1438126  -0.          0.04620775  0.02858024
  0.03663841  0.37760486  0.21443191 -0.         -0.         -0.
  0.47068519  0.39830309 -0.          0.32717182]";[0.36143126169696027, 0.15513137990145257, 0.09739872481142867, 0.05160633673634078, 0.19113989050446886, 0.4157472200074902, 0.10070072935779699, 0.0196057323593093, 0.6761512966654785, 0.2614504934492864, 0.015619624481593245, 0.012123378124459516, 0.0, 0.0890927451026336, 0.08825474412285332, 0.01914857073273201, 0.0407235911365609, 0.05267705040861217, 0.14844224249779134, 0.25453194122624867, 0.2031964900271686, 0.0, 0.0012035400803233932, 0.03063581229974946, 0.35980797152774197, 0.25602921563470804, 0.11977372274401052, 0.18988007136737678]
18;19;Валдай;Novgorod;;"[ 0.47932913  0.31080396  0.28137536  0.          0.07603836  0.39904378
  0.          0.          0.65532787  0.          0.          0.
  0.         -0.          0.13568204 -0.          0.17526449 -0.
  0.43889152  0.41805005  0.72987052 -0.         -0.         -0.
  1.21509235 -0.          0.0818089   0.11291632]";[0.39162381412263103, 0.2018376692619407, 0.1450028091574276, 0.09482699133138926, 0.1566334805257954, 0.4286031444622429, 0.15780857432122256, 0.059811360184146026, 0.6115430233295958, 0.16549093968872172, 0.05997754565991273, 0.04882000266736889, 0.01799624320986228, 0.14888549050913416, 0.05849035046934889, 0.047510500855842776, 0.0422099397457555, 0.10836882160568252, 0.25517749965393505, 0.2958219731952789, 0.2995573527275319, 0.0893246817633783, 0.041668157398552265, 0.037379032446156396, 0.5960452721573677, 0.21276415018687667, 0.16949516072889073, 0.14857574166901957]
19;20;Янаул;Bashkortostan;;"[ 0.35922908  0.31596246  0.2757286   0.23727099  0.29565653  0.36001982
  0.28093335  0.18505242  0.39399733  0.28026721  0.1869155   0.17905128
  0.08844794 -0.         -0.          0.0906855  -0.          0.00634317
  0.17308028 -0.         -0.          0.187008   -0.         -0.
 -0.          0.45672126 -0.          0.15472289]";[0.3912949176892466, 0.2725138732314036, 0.21025269299520077, 0.13373047647957634, 0.2134732064774119, 0.41880916533849516, 0.24484368358985553, 0.10856892313204954, 0.49204659976424203, 0.17590599121430905, 0.10416560320689916, 0.0820390790207074, 0.02980064805482822, 0.1066105983460991, 0.06464806238262742, 0.19873544708474067, 0.06069497128723081, 0.07145039877602051, 0.2671554403770643, 0.2578714876685455, 0.32021574867518726, 0.060428466063081186, 0.4349119013446676, 0.49071108159778243, 0.5231828137290642, 0.13064053711732534, 0.07971114676310782, 0.22182172580721948]
20;21;Барыш;Ulyanovsk;;"[ 0.38707674  0.34831851  0.29749175  0.15979969  0.26137319  0.41621326
  0.25327651  0.05326656  0.510558    0.16885101  0.0844255   0.0844255
  0.05326656 -0.          0.06522667 -0.         -0.         -0.
  0.35962718  0.18329305  0.42445451 -0.         -0.         -0.
  0.57036085 -0.         -0.          0.25030597]";[0.37411210612249696, 0.3286996485301436, 0.27071567604754093, 0.16281532679607977, 0.2782024653511734, 0.4118568071313482, 0.2775547476919497, 0.11485661985698858, 0.4825467722589643, 0.22863154979181274, 0.09249299996885131, 0.0990195449485644, 0.04267936269265616, 0.0, 0.061966466538972066, 0.0, 0.0, 0.0, 0.36325621770297917, 0.18587122319981378, 0.31863090897568075, 0.003014493554123593, 0.0, 0.0, 0.27976551708598835, 0.07659565883556695, 0.005318794876149519, 0.2892644984361649]
21;22;Ростов Великий;Yaroslavl;Rostovskiy;"[ 0.44682603  0.37483804  0.32611252  0.12668134  0.24679958  0.36326324
  0.25336267  0.          0.48191084  0.12668134  0.12668134  0.12668134
  0.         -0.          0.02756831 -0.         -0.         -0.
  0.35446261  0.03668838  0.25921124  0.06174574 -0.         -0.
  0.22959939 -0.          0.02984966  0.00784953]";[0.39203158841116464, 0.246307541012134, 0.19148445274928938, 0.10124724174244852, 0.19099267616640092, 0.4193630236637655, 0.18194775379966707, 0.054849608958906865, 0.5817097160771367, 0.15348929233325934, 0.07960325273932585, 0.05049901423053197, 0.017794209889225917, 0.09243572554497352, 0.08202859195639645, 0.134241434927336, 0.07672540015679812, 0.08522163335471794, 0.25318334754603244, 0.2907227472950759, 0.3681663748970692, 0.0443282433503115, 0.2883855728710116, 0.35144612461838737, 0.5649525132463292, 0.1223755081542016, 0.10831133406640521, 0.16570484761428225]
22;23;Алатырь;Chuvash;Alatyrskiy;"[ 0.42722056  0.36263212  0.30699723  0.19849004  0.21329399  0.42249941
  0.32604843  0.14568209  0.3898407   0.07696688  0.14568209  0.12552758
  0.07696688 -0.         -0.         -0.         -0.         -0.
  0.51569617  0.06772929  0.55597274  0.01893882 -0.         -0.
  0.33181626 -0.         -0.          0.20577591]";[0.39368879229247833, 0.31347764378903464, 0.2072372279879165, 0.1338701808165612, 0.2403105840687852, 0.4154097470642171, 0.27272819633372586, 0.08773359555354918, 0.48416574891259256, 0.21541322182704664, 0.10723902868287248, 0.09003953622137734, 0.06807126920339623, 0.08813948870390313, 0.09990790269717029, 0.0529087171659297, 0.0, 0.038197815104728985, 0.24542032273480802, 0.29553114972920147, 0.3342445390026257, 0.05160683086920948, 0.041861445330010155, 0.0, 0.5944963078541143, 0.2419604598916943, 0.0, 0.3391777092248334]
23;24;Кизел;Tuva;Kyzyl;"[ 0.4582556   0.          0.          0.          0.          0.49339987
  0.          0.          0.73929586  0.          0.          0.
  0.          0.18138728  0.04112618 -0.         -0.          0.37757775
  0.52228581  0.55400098  0.8048495  -0.         -0.         -0.
  1.02557667 -0.          0.17917411  0.08587735]";[0.45825560449169483, 0.0, 0.0, 0.0, 0.0, 0.49339986615081316, 0.0, 0.0, 0.7392958629901233, 0.0, 0.0, 0.0, 0.0, 0.1813872838426405, 0.04112617829399381, 0.0, 0.0, 0.37757774730394383, 0.5222858095794177, 0.5540009766871331, 0.8048495007502583, 0.0, 0.0, 0.0, 1.0255766715269805, 0.0, 0.17917410969092853, 0.08587735479235369]
24;25;Сорочинск;Orenburg;;"[ 0.36773511  0.34521077  0.28208351  0.1791787   0.26777384  0.43093561
  0.30634545  0.12919806  0.47470865  0.19526887  0.          0.04998063
  0.         -0.          0.09424912 -0.         -0.         -0.
  0.24566479  0.17535105  0.32206653 -0.         -0.         -0.
  0.53661247  0.03220494 -0.          0.40384846]";[0.38588719647630076, 0.3161601165484443, 0.2569043502182088, 0.15442511294227898, 0.2692772837216074, 0.4033742710131724, 0.2600820023890591, 0.14493840918745182, 0.46794942988668087, 0.2419261986395127, 0.08196270134348033, 0.07824883690803773, 0.020969006571125874, 0.0029365751214220793, 0.08977679454737425, 0.02345636642498094, 0.018654572705929337, 0.010001593059989537, 0.326889438114133, 0.24279548626832886, 0.27093178782349125, 0.04573570833479196, 0.0, 0.0, 0.3852091651971271, 0.1573427526868617, 0.032275977970078494, 0.2925693160170643]
25;26;Мантурово;Kostroma;;"[ 0.41599493  0.34215486  0.28531623  0.16025055  0.25718865  0.41955335
  0.27431624  0.08012527  0.48262816  0.19247481  0.05055342  0.08012527
  0.         -0.          0.0495363  -0.         -0.         -0.
  0.32191781  0.1471768   0.28668395 -0.         -0.         -0.
  0.2028648   0.05265399 -0.          0.33038047]";[0.4123171548836179, 0.3114311720144467, 0.22495228383829982, 0.09570635111587679, 0.24052890015901748, 0.4188597437263328, 0.23955157283325956, 0.07666645601475847, 0.5304617317159288, 0.23659221788344834, 0.07025671420375612, 0.041980213804795746, 0.013465006705905476, 0.04338352463342143, 0.12631156528909973, 0.0, 0.0013747533710491606, 0.019923093820306565, 0.31937915506491055, 0.36328084476493294, 0.2750363407738018, 0.0, 0.0, 0.0, 0.3709636239318959, 0.20642606237499586, 0.005495427159135699, 0.3275144552756164]
26;27;Давлеканово;Bashkortostan;;"[ 0.29371615  0.42112076  0.20049246  0.          0.12649666  0.5403325
  0.3975412   0.16349456  0.43296582  0.          0.          0.12649666
  0.          0.2003524   0.03899013 -0.         -0.         -0.
  0.11438083  0.26353881  0.64468837 -0.         -0.         -0.
  1.16510238 -0.         -0.          0.75152998]";[0.3912949176892466, 0.2725138732314036, 0.21025269299520077, 0.13373047647957634, 0.2134732064774119, 0.41880916533849516, 0.24484368358985553, 0.10856892313204954, 0.49204659976424203, 0.17590599121430905, 0.10416560320689916, 0.0820390790207074, 0.02980064805482822, 0.1066105983460991, 0.06464806238262742, 0.19873544708474067, 0.06069497128723081, 0.07145039877602051, 0.2671554403770643, 0.2578714876685455, 0.32021574867518726, 0.060428466063081186, 0.4349119013446676, 0.49071108159778243, 0.5231828137290642, 0.13064053711732534, 0.07971114676310782, 0.22182172580721948]
27;28;Тавда;Sverdlovsk;;"[ 0.4585244   0.          0.          0.          0.          0.49368927
  0.          0.          0.73893591  0.          0.          0.
  0.          0.09629226  0.01936611 -0.         -0.          0.18739512
  0.35032232  0.33523138  0.34472009 -0.         -0.         -0.
  0.25488464  0.12814693  0.27479458  0.00976891]";[0.3976463800400721, 0.27812737407810134, 0.19737441746179415, 0.1185344371018293, 0.1832092539874952, 0.46097890777967376, 0.2355073192535272, 0.07547454174957192, 0.46546174324193645, 0.15360771410883475, 0.0682271808916178, 0.042488508011564285, 0.024774780363466916, 0.07863236672482997, 0.06164743856058081, 0.09636747024682889, 0.04014639430790356, 0.04629154593290347, 0.27911825154088993, 0.25336271920698716, 0.3494778155461656, 0.07372968668793003, 0.2295993891848949, 0.29018818175499955, 0.44564687690594673, 0.08907695545229001, 0.09649173135943795, 0.2722210595008688]
28;29;Белово;Kemerovo;Belovo;"[ 0.37872124  0.31808843  0.27334097  0.17482344  0.28904317  0.40183846
  0.28448432  0.10390039  0.46916922  0.27426986  0.08949492  0.08949492
  0.04474746 -0.          0.08266839 -0.         -0.         -0.
  0.38864283  0.23527193  0.23810315 -0.         -0.         -0.
  0.13030982  0.15278113 -0.          0.33657507]";[0.3776290113188618, 0.30297199776126127, 0.18804022814219487, 0.12198863582257341, 0.19473869418798417, 0.42931095289154025, 0.2602051922086359, 0.0870969408467807, 0.4674402233845702, 0.17505017385470553, 0.08259734213786522, 0.07674808733683376, 0.0300263692872393, 0.09291074712819176, 0.07102155667923443, 0.059998279774961326, 0.019709821120170057, 0.033101965445374436, 0.265488904490601, 0.25078274402526674, 0.2980717349403776, 0.050212894597081045, 0.08932223986605319, 0.07575011878771332, 0.4743889499842019, 0.1028585226868149, 0.1031707990350398, 0.2687385817055514]
29;30;Лихославль;Tver;Likhoslavl'skiy;"[ 0.55318097  0.3610646   0.19924204  0.07097145  0.          0.61821853
  0.36972244  0.          0.          0.          0.          0.
  0.         -0.         -0.         -0.         -0.         -0.
  0.00784302 -0.          0.68717734  0.33982934 -0.         -0.
  0.16963519 -0.         -0.          0.73590545]";[0.3294579394851545, 0.2496126037370756, 0.13406122223546166, 0.06295891464349837, 0.1155221733953933, 0.4975286777032366, 0.2129878832216991, 0.0341857057126533, 0.4932639459290808, 0.07427579400789903, 0.03482460863998518, 0.03920666241801857, 0.02519564601286655, 0.16039205302316725, 0.06357695848843528, 0.07274143614435741, 0.06873982235236831, 0.07871093726406224, 0.1810157788316775, 0.2714853520346076, 0.4973281249398306, 0.061200285243638984, 0.13047931082446929, 0.1522034156412432, 0.7082039065397607, 0.029158844444365905, 0.10316603928202381, 0.3247371543166213]
30;31;Орёл;Oryol;Orel;"[ 0.37318102  0.32171123  0.28456857  0.20885657  0.30169909  0.36328374
  0.27822485  0.16287389  0.41601029  0.27612661  0.17296912  0.14086277
  0.08143695 -0.         -0.          0.13986493 -0.         -0.
  0.12141395 -0.         -0.          0.26413233  0.10587818  0.01293204
 -0.          0.21248313  0.05101672  0.09595403]";[0.364133051132149, 0.21597073646565632, 0.14296503611238076, 0.10245825402526143, 0.17945228981492112, 0.43020518604796987, 0.1990170378654419, 0.08713069393790733, 0.6004522624735826, 0.14015105065667363, 0.0576563742056207, 0.0469542578849744, 0.02714564880081088, 0.12104390589447477, 0.0968378359745854, 0.046621643115763244, 0.03656092653557199, 0.10677383516974483, 0.22464130666243368, 0.3415532287969711, 0.39703545250265754, 0.08804411025243027, 0.03529272720773616, 0.004310679176597008, 0.7268879138370444, 0.08210546283255574, 0.10241858189682045, 0.2758112909669163]
