;Code;City;Region;County;FeatureVectorGlobal;RegionFeatureVectorGlobal
59;60;Сальск;Rostov;Sal'skiy;"[ 0.37160361  0.31738457  0.2654642   0.2245723   0.30668294  0.38476786
  0.26739862  0.15976018  0.41753374  0.29400558  0.15976018  0.11479807
  0.0408919  -0.          0.03072956 -0.         -0.         -0.
  0.36076607  0.1648949   0.14751253  0.04608736 -0.         -0.
 -0.          0.08576687 -0.          0.23227871]";[0.38457963448847127, 0.31553778163478663, 0.2662542691760782, 0.1849489090885151, 0.2744333033990959, 0.39938252959382253, 0.2769985129233045, 0.13183900607744717, 0.4221454663680753, 0.24335556950815931, 0.1319318202228709, 0.10201836354664047, 0.06315530995268744, 0.026618075204177496, 0.04580928632000578, 0.17211306526612735, 0.041519925584100593, 0.015312538165573113, 0.2018792731023639, 0.1264018899254339, 0.17498073434162165, 0.1023438858648582, 0.3184742365865892, 0.3091104046453923, 0.2817808758571108, 0.1704280292700547, 0.03392487703132283, 0.17586476180166885]
60;61;Батайск;Rostov;;"[ 0.3961932   0.30536619  0.24200166  0.15957364  0.2985526   0.43140549
  0.28264381  0.10067976  0.46648891  0.26969852  0.10067976  0.
  0.         -0.          0.18319736 -0.         -0.         -0.
  0.14963367  0.4303684   0.16144566 -0.         -0.         -0.
  0.64730502  0.39133883 -0.          0.23124846]";[0.38457963448847127, 0.31553778163478663, 0.2662542691760782, 0.1849489090885151, 0.2744333033990959, 0.39938252959382253, 0.2769985129233045, 0.13183900607744717, 0.4221454663680753, 0.24335556950815931, 0.1319318202228709, 0.10201836354664047, 0.06315530995268744, 0.026618075204177496, 0.04580928632000578, 0.17211306526612735, 0.041519925584100593, 0.015312538165573113, 0.2018792731023639, 0.1264018899254339, 0.17498073434162165, 0.1023438858648582, 0.3184742365865892, 0.3091104046453923, 0.2817808758571108, 0.1704280292700547, 0.03392487703132283, 0.17586476180166885]
61;62;Горячий Ключ;Krasnodar;Goryachiy Klyuch;"[ 0.36784798  0.31397253  0.26638077  0.21264905  0.31326976  0.37057896
  0.27267723  0.18008452  0.41007002  0.30234439  0.16088414  0.14419809
  0.03787356 -0.         -0.          0.03391533 -0.          0.0094421
  0.33148537  0.00725654 -0.          0.24076577 -0.         -0.
 -0.          0.31232353  0.19904311  0.16470685]";[0.37467680576830226, 0.3112033360116633, 0.2635109567668515, 0.20711330816089327, 0.29345339341138765, 0.377731856164216, 0.25796405793886773, 0.16448764860986967, 0.4135653008275847, 0.27232932012180955, 0.16840729679736935, 0.1401216432130395, 0.06672259118313567, 0.04080721327923851, 0.023335860977784097, 0.19283351281775757, 0.062335110792838544, 0.022972314614312515, 0.2086942066788583, 0.07959470564076554, 0.1396479459392967, 0.15319653855082782, 0.3605218879569749, 0.3256137304752133, 0.1434231005808586, 0.17027105082315352, 0.06443267605459564, 0.14703117286631817]
62;63;Донской;Tula;Venevskiy;"[ 0.          0.47228682  0.          0.          0.          0.72562741
  0.50040985  0.          0.          0.          0.          0.
  0.          0.38968499 -0.         -0.         -0.         -0.
 -0.          0.14570311  0.60811253 -0.         -0.         -0.
  0.88238334 -0.         -0.          0.84999617]";[0.28217192302238214, 0.34843930678472146, 0.18990687875282608, 0.1268171509691965, 0.19340022641389304, 0.5014329212788857, 0.33623876187230034, 0.08557060860361004, 0.33761521364134356, 0.1534083057674542, 0.0879555911494989, 0.06588306797438825, 0.03857008825314207, 0.10901807991368409, 0.023791566638656548, 0.06249598240763407, 0.00815260462293758, 0.0036828527923750635, 0.1620204070459505, 0.1394472148427933, 0.3405096946960692, 0.06945689852374576, 0.07798432612103828, 0.025322818506201602, 0.4193680375756826, 0.1038133807532177, 0.0, 0.41303555387082636]
63;64;Сандово;Tver;Sandovskiy;"[ 0.32517038  0.          0.          0.          0.          0.42346836
  0.          0.          0.84554052  0.          0.          0.
  0.          0.34841889  0.12235899 -0.          0.16241503  0.28829935
  0.34372816  0.61000738  0.71986688 -0.         -0.         -0.
  1.43136297 -0.          0.34248673  0.17829922]";[0.3294579394851545, 0.2496126037370756, 0.13406122223546166, 0.06295891464349837, 0.1155221733953933, 0.4975286777032366, 0.2129878832216991, 0.0341857057126533, 0.4932639459290808, 0.07427579400789903, 0.03482460863998518, 0.03920666241801857, 0.02519564601286655, 0.16039205302316725, 0.06357695848843528, 0.07274143614435741, 0.06873982235236831, 0.07871093726406224, 0.1810157788316775, 0.2714853520346076, 0.4973281249398306, 0.061200285243638984, 0.13047931082446929, 0.1522034156412432, 0.7082039065397607, 0.029158844444365905, 0.10316603928202381, 0.3247371543166213]
64;65;Курганинск;Krasnodar;;"[ 0.39579888  0.3361575   0.30063963  0.21272052  0.27443166  0.36374344
  0.27894024  0.12650906  0.42402811  0.23423527  0.16475235  0.15604638
  0.08433937 -0.         -0.         -0.         -0.         -0.
  0.45197398  0.07227039  0.27357955  0.08457289 -0.         -0.
 -0.         -0.          0.03672467  0.1933082 ]";[0.37467680576830226, 0.3112033360116633, 0.2635109567668515, 0.20711330816089327, 0.29345339341138765, 0.377731856164216, 0.25796405793886773, 0.16448764860986967, 0.4135653008275847, 0.27232932012180955, 0.16840729679736935, 0.1401216432130395, 0.06672259118313567, 0.04080721327923851, 0.023335860977784097, 0.19283351281775757, 0.062335110792838544, 0.022972314614312515, 0.2086942066788583, 0.07959470564076554, 0.1396479459392967, 0.15319653855082782, 0.3605218879569749, 0.3256137304752133, 0.1434231005808586, 0.17027105082315352, 0.06443267605459564, 0.14703117286631817]
65;66;Тихвин;Leningrad;Tikhvinskiy;"[ 0.41115188  0.33530946  0.29501723  0.16099088  0.27626089  0.39090756
  0.24231542  0.09692617  0.45981     0.23043652  0.16765473  0.12527526
  0.         -0.          0.02360991 -0.         -0.         -0.
  0.3943348   0.1779062   0.22659724 -0.         -0.         -0.
  0.09122045 -0.         -0.          0.16436757]";[0.43666707942254346, 0.1585017768414595, 0.1351661828491644, 0.043590664614830674, 0.11831155646471433, 0.43585786011533767, 0.08617473127466867, 0.028986045376903434, 0.6368326506960655, 0.16428012270245873, 0.032568543316803714, 0.017087630916439542, 0.0, 0.09778832125987, 0.06858371637507123, 0.019785951364875636, 0.033674377508848885, 0.12048787761335954, 0.34002642531613275, 0.3588291615467775, 0.4088452876290691, 0.018783292809783112, 0.023796747458479886, 0.027351807311360225, 0.5759757969988244, 0.11080734626566789, 0.12943693826192199, 0.1492633193543837]
66;67;Гулькевичи;Krasnodar;Gul'kevichskiy;"[ 0.48099512  0.36380634  0.29158982  0.          0.20240259  0.4162696
  0.          0.          0.55899563  0.15665476  0.          0.
  0.         -0.          0.22109493 -0.          0.14395196 -0.
  0.20202141  0.59316911  0.68712658 -0.         -0.         -0.
  1.59740581 -0.         -0.          0.29332845]";[0.37467680576830226, 0.3112033360116633, 0.2635109567668515, 0.20711330816089327, 0.29345339341138765, 0.377731856164216, 0.25796405793886773, 0.16448764860986967, 0.4135653008275847, 0.27232932012180955, 0.16840729679736935, 0.1401216432130395, 0.06672259118313567, 0.04080721327923851, 0.023335860977784097, 0.19283351281775757, 0.062335110792838544, 0.022972314614312515, 0.2086942066788583, 0.07959470564076554, 0.1396479459392967, 0.15319653855082782, 0.3605218879569749, 0.3256137304752133, 0.1434231005808586, 0.17027105082315352, 0.06443267605459564, 0.14703117286631817]
67;68;Коряжма;Arkhangelsk;;"[ 0.36748824  0.33433554  0.21383436  0.12708521  0.26311913  0.45297397
  0.29323285  0.05473262  0.52231513  0.22823092  0.05473262  0.
  0.          0.02838623  0.16126836 -0.         -0.         -0.
  0.10585479  0.35756652  0.23224611 -0.         -0.         -0.
  0.55152611  0.37855381 -0.          0.43551113]";[0.4184623320446371, 0.2377058908511935, 0.22537687935825715, 0.08471129427278465, 0.23748531716468926, 0.42535219785310596, 0.16738813151050125, 0.07285881222718671, 0.5585098012752405, 0.23888752649244951, 0.07403854164200485, 0.01031281596723854, 0.0, 0.012459342696143095, 0.1018852869646529, 0.0006134825956307472, 0.017200730149351102, 0.05144908718842768, 0.2731016171626159, 0.29399312942854056, 0.2308550633685436, 0.04828235854182205, 0.0, 0.0012124114871829691, 0.3749530285538784, 0.24444480539579647, 0.16484445695603153, 0.16149882407889224]
68;69;Усть-Лабинск;Krasnodar;Ust'-Labinskiy;"[ 0.40150715  0.35128724  0.3234332   0.22593118  0.22272817  0.40012408
  0.29005076  0.11596966  0.43574947  0.          0.16591508  0.15832322
  0.09989083 -0.         -0.         -0.         -0.         -0.
  0.40537088 -0.          0.4034476   0.13965839 -0.         -0.
 -0.         -0.          0.12501475 -0.        ]";[0.37467680576830226, 0.3112033360116633, 0.2635109567668515, 0.20711330816089327, 0.29345339341138765, 0.377731856164216, 0.25796405793886773, 0.16448764860986967, 0.4135653008275847, 0.27232932012180955, 0.16840729679736935, 0.1401216432130395, 0.06672259118313567, 0.04080721327923851, 0.023335860977784097, 0.19283351281775757, 0.062335110792838544, 0.022972314614312515, 0.2086942066788583, 0.07959470564076554, 0.1396479459392967, 0.15319653855082782, 0.3605218879569749, 0.3256137304752133, 0.1434231005808586, 0.17027105082315352, 0.06443267605459564, 0.14703117286631817]
69;70;Киров;Kirov;Kirov;"[ 0.35397679  0.29488235  0.2618961   0.23817955  0.30434192  0.35501207
  0.25501069  0.20367379  0.38868297  0.31293855  0.21238146  0.16812529
  0.12197437  0.16716585 -0.          0.88841488  0.22723342  0.03266118
 -0.         -0.         -0.          0.17930978  1.94258056  2.06751815
 -0.         -0.          0.01448776 -0.        ]";[0.39378018759547817, 0.2813607295062138, 0.21848356048371656, 0.12680931606858897, 0.20013871075799358, 0.40074878996668023, 0.22334468576789, 0.11116742417874523, 0.5146165568662585, 0.15964424462094615, 0.08212968615451761, 0.08642663760902738, 0.052811088887753245, 0.0827462289209981, 0.07676059947330302, 0.12691641077313381, 0.05451959449558234, 0.050426098275353125, 0.28672011838668093, 0.2347157577847839, 0.35976841521674785, 0.09105205242324542, 0.2775115083468046, 0.29535973622156814, 0.5922331006723047, 0.005887168080687197, 0.08265354134452396, 0.22652550840910138]
70;71;Дно;Pskov;Dnovskiy;"[ 0.41026064  0.27670127  0.22979543  0.          0.1788156   0.42255912
  0.20752595  0.          0.64183969  0.1788156   0.06917532  0.
  0.          0.06680313  0.2164985  -0.         -0.         -0.
  0.37457721  0.58867101  0.37159453 -0.         -0.         -0.
  1.0627615  -0.         -0.          0.22039717]";[0.4037024286266292, 0.24573471013418105, 0.15712278510095587, 0.020528045006730104, 0.17283366703303985, 0.43171681396900696, 0.18470844008556275, 0.0, 0.6579947903257652, 0.09111006735750156, 0.02427596580588509, 0.006417818215019116, 0.007953931468229182, 0.10070320970121231, 0.12676464526246012, 0.0381987004517305, 0.026609805722904955, 0.044751843988592194, 0.2303231430665732, 0.3579569915264357, 0.34367366895398943, 0.030457924212756466, 0.040774225321069855, 0.11614019749656067, 0.6859348133337736, 0.14428011451703013, 0.10660405968807302, 0.19587463651734083]
71;72;Александровск;Perm;;"[ 0.4582556   0.          0.          0.          0.          0.49339987
  0.          0.          0.73929586  0.          0.          0.
  0.          0.18138728  0.04112618 -0.         -0.          0.37757775
  0.52228581  0.55400098  0.8048495  -0.         -0.         -0.
  1.02557667 -0.          0.17917411  0.08587735]";[0.41742040711558137, 0.24941333702406107, 0.16603957669155608, 0.10772018850009732, 0.1772180838724194, 0.4243982612669624, 0.18837500682513403, 0.0784905446887953, 0.557946049201173, 0.1473124346282399, 0.08148279665358538, 0.059632114124444566, 0.030637167831685845, 0.1297594889417897, 0.08137883374289784, 0.1006614892707986, 0.05031045797265284, 0.10873656262482245, 0.2867622012495767, 0.32467427291595474, 0.38599366781226463, 0.058026844535490646, 0.2256400223479352, 0.2425939800883066, 0.6318471054802283, 0.11700395591183543, 0.053663806105366814, 0.20174923723980123]
72;73;Ленинск;Kemerovo;;"[ 0.          0.47182314  0.          0.          0.          0.80161336
  0.36714976  0.          0.          0.          0.          0.
  0.          0.3467228  -0.         -0.         -0.         -0.
 -0.          0.16995626  0.60132027 -0.          0.00696875 -0.
  0.74952904 -0.         -0.          0.66615204]";[0.3776290113188618, 0.30297199776126127, 0.18804022814219487, 0.12198863582257341, 0.19473869418798417, 0.42931095289154025, 0.2602051922086359, 0.0870969408467807, 0.4674402233845702, 0.17505017385470553, 0.08259734213786522, 0.07674808733683376, 0.0300263692872393, 0.09291074712819176, 0.07102155667923443, 0.059998279774961326, 0.019709821120170057, 0.033101965445374436, 0.265488904490601, 0.25078274402526674, 0.2980717349403776, 0.050212894597081045, 0.08932223986605319, 0.07575011878771332, 0.4743889499842019, 0.1028585226868149, 0.1031707990350398, 0.2687385817055514]
73;74;Белорецк;Bashkortostan;;"[ 0.42891755  0.33090415  0.29453276  0.19449529  0.2597782   0.40576616
  0.29546677  0.11048518  0.45020916  0.14275013  0.15806856  0.04758338
  0.         -0.          0.09982751 -0.         -0.         -0.
  0.51267     0.32794963  0.34232183 -0.         -0.         -0.
  0.32498779 -0.         -0.          0.11990101]";[0.3912949176892466, 0.2725138732314036, 0.21025269299520077, 0.13373047647957634, 0.2134732064774119, 0.41880916533849516, 0.24484368358985553, 0.10856892313204954, 0.49204659976424203, 0.17590599121430905, 0.10416560320689916, 0.0820390790207074, 0.02980064805482822, 0.1066105983460991, 0.06464806238262742, 0.19873544708474067, 0.06069497128723081, 0.07145039877602051, 0.2671554403770643, 0.2578714876685455, 0.32021574867518726, 0.060428466063081186, 0.4349119013446676, 0.49071108159778243, 0.5231828137290642, 0.13064053711732534, 0.07971114676310782, 0.22182172580721948]
74;75;Гаврилов Посад;Ivanovo;Gavrilovo-Posadskiy;"[ 0.34768203  0.          0.          0.          0.          0.47800249
  0.          0.          0.8066169   0.          0.          0.
  0.          0.30085002  0.07690443 -0.          0.10968278  0.32032151
  0.43122831  0.60833858  0.77574871 -0.         -0.         -0.
  1.2201357  -0.          0.25623902  0.2181691 ]";[0.3806989499493517, 0.1550400863613704, 0.09905877136332844, 0.02467202418112979, 0.11235449078145503, 0.4595981476119198, 0.09472206297493616, 0.03321950810014458, 0.6862160984513379, 0.12384654481665051, 0.02181569996121858, 0.02298108075776591, 0.0, 0.183128487150726, 0.09229182228355116, 0.0039017245547392737, 0.05459488698478615, 0.16410391173247504, 0.28773612391323883, 0.4534868682556432, 0.46866404315460786, 0.03522917087248068, 0.0, 0.001548518445935998, 0.8352983059044775, 0.18812001818506102, 0.13266851969041316, 0.23255725626525287]
75;76;Малоярославец;Kaluga;Maloyaroslavetskiy;"[ 0.39044774  0.23617517  0.19959117  0.          0.22536838  0.44146611
  0.07109581  0.          0.66048141  0.25487581  0.          0.
  0.          0.02510068  0.11369362 -0.          0.10836798 -0.
  0.13249677  0.27741178  0.10180014 -0.         -0.         -0.
  0.24499876  0.37997996  0.23421335  0.13231729]";[0.4173320465511259, 0.24069434072033719, 0.13060241674530415, 0.0, 0.13985934134525949, 0.4446174102994281, 0.10909851843480625, 0.0, 0.6448100848816404, 0.1262011619600814, 0.0, 0.0, 0.0, 0.12787660372826368, 0.12461374424529312, 0.0, 0.06954081305291938, 0.07103554094152185, 0.2538902909604535, 0.4265994754314589, 0.40020315846092547, 0.0, 0.0, 0.0, 0.7390406767279332, 0.17909987473657388, 0.16658836073019437, 0.23338573098668525]
76;77;Бугульма;Tatarstan;Bugul'minskiy;"[ 0.37093806  0.29824003  0.24136319  0.21133904  0.30205176  0.38296117
  0.26942938  0.1684135   0.44591647  0.31583064  0.15687236  0.08240491
  0.04120245 -0.          0.06945446 -0.         -0.          0.02538765
  0.37366161  0.22995437  0.09730815  0.05883935 -0.         -0.
 -0.          0.33372234 -0.          0.22130292]";[0.39917109121341093, 0.2953809073280764, 0.23068411775726858, 0.1372588198612639, 0.19636105876365448, 0.426177857972538, 0.2618163866546986, 0.10423479431526568, 0.45043125644069987, 0.1705231526340518, 0.09652525839468575, 0.061439849351011475, 0.023954257696694216, 0.07530447208892327, 0.07088531027948013, 0.08512269352098423, 0.02603550000339464, 0.04914586252824346, 0.239820246478396, 0.24192506504248393, 0.312030077045116, 0.09890183374857829, 0.14914077320374014, 0.1180133151105009, 0.5253526479697075, 0.1359110624905779, 0.03539821858380005, 0.24695647930703435]
77;78;Кимры;Tver;Kimrskiy;"[ 0.          0.34825422  0.          0.          0.          0.80829749
  0.47473589  0.          0.          0.          0.          0.
  0.          0.36439968 -0.         -0.         -0.         -0.
 -0.          0.17151672  0.63509801 -0.         -0.         -0.
  0.62016095 -0.         -0.          0.91906285]";[0.3294579394851545, 0.2496126037370756, 0.13406122223546166, 0.06295891464349837, 0.1155221733953933, 0.4975286777032366, 0.2129878832216991, 0.0341857057126533, 0.4932639459290808, 0.07427579400789903, 0.03482460863998518, 0.03920666241801857, 0.02519564601286655, 0.16039205302316725, 0.06357695848843528, 0.07274143614435741, 0.06873982235236831, 0.07871093726406224, 0.1810157788316775, 0.2714853520346076, 0.4973281249398306, 0.061200285243638984, 0.13047931082446929, 0.1522034156412432, 0.7082039065397607, 0.029158844444365905, 0.10316603928202381, 0.3247371543166213]
78;79;Морозовск;Rostov;;"[ 0.45965985  0.35135496  0.29732584  0.0632549   0.1897647   0.46199991
  0.24083385  0.          0.50532344  0.10025664  0.          0.
  0.         -0.          0.12859008 -0.         -0.         -0.
  0.30010444  0.32750898  0.49992152 -0.         -0.         -0.
  0.99962002 -0.         -0.          0.26811663]";[0.38457963448847127, 0.31553778163478663, 0.2662542691760782, 0.1849489090885151, 0.2744333033990959, 0.39938252959382253, 0.2769985129233045, 0.13183900607744717, 0.4221454663680753, 0.24335556950815931, 0.1319318202228709, 0.10201836354664047, 0.06315530995268744, 0.026618075204177496, 0.04580928632000578, 0.17211306526612735, 0.041519925584100593, 0.015312538165573113, 0.2018792731023639, 0.1264018899254339, 0.17498073434162165, 0.1023438858648582, 0.3184742365865892, 0.3091104046453923, 0.2817808758571108, 0.1704280292700547, 0.03392487703132283, 0.17586476180166885]
79;80;Рыбинск;Yaroslavl;Rybinsky District;"[ 0.38648557  0.28763728  0.09483267  0.09483267  0.24949809  0.43309368
  0.25859285  0.          0.57680239  0.29359277  0.1196655   0.
  0.          0.13101609  0.21172114 -0.         -0.          0.09804616
  0.04408903  0.53962185  0.16414325 -0.         -0.         -0.
  0.63113132  0.73425305 -0.          0.35672195]";[0.39203158841116464, 0.246307541012134, 0.19148445274928938, 0.10124724174244852, 0.19099267616640092, 0.4193630236637655, 0.18194775379966707, 0.054849608958906865, 0.5817097160771367, 0.15348929233325934, 0.07960325273932585, 0.05049901423053197, 0.017794209889225917, 0.09243572554497352, 0.08202859195639645, 0.134241434927336, 0.07672540015679812, 0.08522163335471794, 0.25318334754603244, 0.2907227472950759, 0.3681663748970692, 0.0443282433503115, 0.2883855728710116, 0.35144612461838737, 0.5649525132463292, 0.1223755081542016, 0.10831133406640521, 0.16570484761428225]
80;81;Новотроицк;Orenburg;;"[ 0.36280898  0.31662998  0.243803    0.15665528  0.2818762   0.43076071
  0.31791368  0.16313966  0.4707774   0.23578969  0.04715794  0.10949734
  0.         -0.          0.06871865 -0.         -0.         -0.
  0.37595814  0.23307016  0.35488837 -0.         -0.         -0.
  0.35716166 -0.         -0.          0.45608945]";[0.38588719647630076, 0.3161601165484443, 0.2569043502182088, 0.15442511294227898, 0.2692772837216074, 0.4033742710131724, 0.2600820023890591, 0.14493840918745182, 0.46794942988668087, 0.2419261986395127, 0.08196270134348033, 0.07824883690803773, 0.020969006571125874, 0.0029365751214220793, 0.08977679454737425, 0.02345636642498094, 0.018654572705929337, 0.010001593059989537, 0.326889438114133, 0.24279548626832886, 0.27093178782349125, 0.04573570833479196, 0.0, 0.0, 0.3852091651971271, 0.1573427526868617, 0.032275977970078494, 0.2925693160170643]
81;82;Нижний Тагил;Sverdlovsk;Nizhnij Tagil;"[ 0.37595702  0.31133965  0.22911436  0.20434397  0.29291435  0.39608632
  0.27796563  0.1585211   0.46247913  0.28363554  0.11845041  0.11845041
  0.         -0.         -0.         -0.         -0.         -0.
  0.35667872 -0.         -0.          0.17170938 -0.          0.02909997
 -0.          0.26787151  0.33792136  0.04505436]";[0.3976463800400721, 0.27812737407810134, 0.19737441746179415, 0.1185344371018293, 0.1832092539874952, 0.46097890777967376, 0.2355073192535272, 0.07547454174957192, 0.46546174324193645, 0.15360771410883475, 0.0682271808916178, 0.042488508011564285, 0.024774780363466916, 0.07863236672482997, 0.06164743856058081, 0.09636747024682889, 0.04014639430790356, 0.04629154593290347, 0.27911825154088993, 0.25336271920698716, 0.3494778155461656, 0.07372968668793003, 0.2295993891848949, 0.29018818175499955, 0.44564687690594673, 0.08907695545229001, 0.09649173135943795, 0.2722210595008688]
82;83;Новороссийск;Krasnodar;;"[ 0.37529466  0.27745065  0.2192853   0.21542261  0.32434586  0.3793931
  0.22051707  0.18660737  0.44566444  0.35190802  0.1622722   0.07939996
  0.          0.03653748  0.09034765  0.09981734  0.11478708  0.09750632
 -0.          0.12811789 -0.          0.11591877 -0.         -0.
 -0.          0.9910587  -0.          0.21182024]";[0.37467680576830226, 0.3112033360116633, 0.2635109567668515, 0.20711330816089327, 0.29345339341138765, 0.377731856164216, 0.25796405793886773, 0.16448764860986967, 0.4135653008275847, 0.27232932012180955, 0.16840729679736935, 0.1401216432130395, 0.06672259118313567, 0.04080721327923851, 0.023335860977784097, 0.19283351281775757, 0.062335110792838544, 0.022972314614312515, 0.2086942066788583, 0.07959470564076554, 0.1396479459392967, 0.15319653855082782, 0.3605218879569749, 0.3256137304752133, 0.1434231005808586, 0.17027105082315352, 0.06443267605459564, 0.14703117286631817]
83;84;Канаш;Chuvash;;"[ 0.34231617  0.3080253   0.27148165  0.23278784  0.30171361  0.35325895
  0.27422708  0.2052523   0.38723675  0.28781381  0.20069523  0.18252914
  0.14321677 -0.         -0.          0.21163487 -0.          0.0084345
  0.11954537 -0.         -0.          0.1874885   0.16744578 -0.
 -0.          0.36688844 -0.          0.08305503]";[0.39368879229247833, 0.31347764378903464, 0.2072372279879165, 0.1338701808165612, 0.2403105840687852, 0.4154097470642171, 0.27272819633372586, 0.08773359555354918, 0.48416574891259256, 0.21541322182704664, 0.10723902868287248, 0.09003953622137734, 0.06807126920339623, 0.08813948870390313, 0.09990790269717029, 0.0529087171659297, 0.0, 0.038197815104728985, 0.24542032273480802, 0.29553114972920147, 0.3342445390026257, 0.05160683086920948, 0.041861445330010155, 0.0, 0.5944963078541143, 0.2419604598916943, 0.0, 0.3391777092248334]
84;85;Славянск-на-Кубани;Krasnodar;;"[ 0.35922346  0.34419832  0.24924248  0.17283132  0.27997303  0.41513817
  0.30121307  0.15282233  0.45259704  0.19284031  0.09642015  0.17839848
  0.11194033 -0.         -0.         -0.         -0.         -0.
  0.28342017  0.04750606  0.48541623 -0.         -0.         -0.
  0.47300665 -0.         -0.          0.3890396 ]";[0.37467680576830226, 0.3112033360116633, 0.2635109567668515, 0.20711330816089327, 0.29345339341138765, 0.377731856164216, 0.25796405793886773, 0.16448764860986967, 0.4135653008275847, 0.27232932012180955, 0.16840729679736935, 0.1401216432130395, 0.06672259118313567, 0.04080721327923851, 0.023335860977784097, 0.19283351281775757, 0.062335110792838544, 0.022972314614312515, 0.2086942066788583, 0.07959470564076554, 0.1396479459392967, 0.15319653855082782, 0.3605218879569749, 0.3256137304752133, 0.1434231005808586, 0.17027105082315352, 0.06443267605459564, 0.14703117286631817]
85;86;Нурлат;Tatarstan;;"[ 0.40228322  0.33500639  0.24989557  0.16992687  0.2743327   0.41451246
  0.31141268  0.13789694  0.47749924  0.2086577   0.          0.
  0.         -0.          0.17586512 -0.         -0.         -0.
  0.24627262  0.33185272  0.35127544 -0.         -0.         -0.
  0.70203298  0.18611041 -0.          0.48368865]";[0.39917109121341093, 0.2953809073280764, 0.23068411775726858, 0.1372588198612639, 0.19636105876365448, 0.426177857972538, 0.2618163866546986, 0.10423479431526568, 0.45043125644069987, 0.1705231526340518, 0.09652525839468575, 0.061439849351011475, 0.023954257696694216, 0.07530447208892327, 0.07088531027948013, 0.08512269352098423, 0.02603550000339464, 0.04914586252824346, 0.239820246478396, 0.24192506504248393, 0.312030077045116, 0.09890183374857829, 0.14914077320374014, 0.1180133151105009, 0.5253526479697075, 0.1359110624905779, 0.03539821858380005, 0.24695647930703435]
86;87;Нерехта;Kostroma;;"[ 0.40461641  0.24298971  0.          0.          0.17916857  0.4776256
  0.23616626  0.          0.63676131  0.23616626  0.          0.
  0.          0.2574951   0.22493917 -0.         -0.          0.1097176
  0.13630725  0.72180247  0.43636314 -0.         -0.         -0.
  1.07061662  0.3981908  -0.          0.70976613]";[0.4123171548836179, 0.3114311720144467, 0.22495228383829982, 0.09570635111587679, 0.24052890015901748, 0.4188597437263328, 0.23955157283325956, 0.07666645601475847, 0.5304617317159288, 0.23659221788344834, 0.07025671420375612, 0.041980213804795746, 0.013465006705905476, 0.04338352463342143, 0.12631156528909973, 0.0, 0.0013747533710491606, 0.019923093820306565, 0.31937915506491055, 0.36328084476493294, 0.2750363407738018, 0.0, 0.0, 0.0, 0.3709636239318959, 0.20642606237499586, 0.005495427159135699, 0.3275144552756164]
87;88;Шимановск;Amur;;"[ 0.52101643  0.35203334  0.30770922  0.1612395   0.28182564  0.3392603
  0.20590113  0.0910318   0.39171472  0.25980928  0.13335917  0.
  0.         -0.          0.16947755 -0.         -0.         -0.
  0.26569747  0.4073334   0.18402979 -0.         -0.         -0.
  0.63248579  0.13654329 -0.          0.09062864]";[0.4116984744410789, 0.32812335549375377, 0.2746887991359633, 0.18398657726223142, 0.2889518160307333, 0.3882899781303366, 0.2573857867176524, 0.11970485356547324, 0.4125599779373134, 0.2762464021607997, 0.1417752791579792, 0.0759508250329758, 0.05537358692726496, 0.0, 0.06833559861893705, 0.036893482405067034, 0.004729315429224614, 0.012572038310572778, 0.18749801743078423, 0.1633581143462322, 0.09431865088355272, 0.07571403308341948, 0.03678056782921598, 0.0293176730828271, 0.2372909254974658, 0.17283008882723958, 0.04400118072193388, 0.10961683982265423]
88;89;Нягань;Khanty-Mansi;Njagan';"[ 0.40967641  0.28937132  0.26136308  0.12030509  0.26576139  0.40451921
  0.21605458  0.12030509  0.51978618  0.31203442  0.05181258  0.
  0.         -0.          0.10911677 -0.         -0.          0.00159619
  0.24889414  0.2155627  -0.         -0.         -0.         -0.
 -0.          0.7241659   0.12404351  0.10826071]";[0.38867252475919817, 0.29425053573222326, 0.2598696632569659, 0.18445818754131277, 0.2936623353956516, 0.38131510209648295, 0.21174709062380564, 0.14070900672625297, 0.45861628221421125, 0.30989443452168886, 0.12050349419579606, 0.08707702947908966, 0.047380187805769455, 0.036483903591669184, 0.04254977377662913, 0.15295113612882055, 0.07958631358501789, 0.02838048224330017, 0.16125448727154962, 0.10340826053260006, 0.06391416213975239, 0.07307572498269121, 0.2912159641815456, 0.2570195744002324, 0.05800507894994582, 0.3936283185464398, 0.058543649229183134, 0.11046157490595343]
89;90;Калачинск;Omsk;;"[ 0.36542387  0.34158831  0.2644549   0.17415863  0.28130593  0.42104178
  0.3191595   0.17871166  0.44590849  0.19074356  0.07250044  0.13722805
  0.         -0.          0.06866151 -0.         -0.         -0.
  0.38737698  0.22009728  0.3022632  -0.         -0.         -0.
  0.23720083  0.0016009  -0.          0.30374309]";[0.3700024598898659, 0.33156906194438396, 0.2480165420749913, 0.17845525848066696, 0.27573457027050546, 0.4151422066320477, 0.31185786354512024, 0.16749162334456447, 0.4423694424458983, 0.20802139759960098, 0.08134612215265863, 0.07735364644790765, 0.02936117772463952, 0.08186120795300231, 0.10015595635065225, 0.32813208217709094, 0.10251273277323002, 0.012316410645328776, 0.22159222325462014, 0.22575390966905, 0.269905329647708, 0.04139222908443189, 0.763949291590252, 0.8812605394188321, 0.48308408589884355, 0.04612128849661868, 0.10840429051456527, 0.2881582847809365]
